time,root_dist,x,y,z,rel_vel_mag,Re,alpha_deg,alpha_geom_deg,cl,cd,fx,fy,fz,end_effect_factor
1.2,0.3,0.0316826797234,-8.98402001859,17.8304619766,27.772575951,7534628.18979,13.0273278292,14.0857940331,1.70217969774,0.0224234908916,11114.3448858,-4021.80386535,-2225.45228871,1
1.6,0.3,0.0316826797234,-16.5078359723,11.2307320112,27.727510168,7522401.95916,12.6810017532,14.0857940331,1.68427052379,0.0208524098509,10985.3114637,-2372.32090847,-3795.1834571,1
2,0.3,0.0316826797234,-19.8837911582,1.8090989943,27.7486227924,7528129.75966,12.7306452193,14.0857940331,1.68684631655,0.0210759225097,11015.503261,-233.785276455,-4491.53571783,1
2.4,0.3,0.0316826797234,-18.2636222369,-8.06709940326,27.7606014568,7531379.54041,12.3706187527,14.0857940331,1.66833165217,0.0194467614325,10928.0020639,1929.29022491,-3946.17247465,1
2.8,0.3,0.0316826797234,-12.0544228527,-15.9163086073,27.6993578337,7514764.3035,11.8960918974,14.0857940331,1.64241838331,0.0174402794262,10741.6558819,3466.65844167,-2419.4057685,1
3.2,0.3,0.0316826797234,-2.81635477165,-19.7662878607,27.6047513623,7489097.81194,11.6465703405,14.0857940331,1.62604345524,0.016645660418,10578.4412346,4093.06126821,-421.54860461,1
3.6,0.3,0.0316826797234,7.12936799439,-18.6496676108,27.5465366792,7473304.31862,11.5525998394,14.0857940331,1.61985789427,0.0163473238382,10499.877614,3738.67325256,1598.54722919,1
4,0.3,0.0316826797234,15.2837217492,-12.8470167543,27.5323988468,7469468.76118,11.4390951637,14.0857940331,1.61243778378,0.0159846842097,10448.3132981,2467.68579388,3179.11368998,1
4.4,0.3,0.0316826797234,19.5977932323,-3.81634516466,27.5179649211,7465552.87439,11.3047945253,14.0857940331,1.60366067423,0.0155555095499,10389.0268981,607.513550732,3929.51654682,1
4.8,0.3,0.0316826797234,18.9876022125,6.17324486901,27.4905002963,7458101.79253,11.1888984814,14.0857940331,1.59607399731,0.0151857598715,10326.4739274,-1359.90972962,3687.75613557,1
5.2,0.3,0.0316826797234,13.606469052,14.61170729,27.4708070467,7452759.06476,11.1010445164,14.0857940331,1.59032444791,0.0149054285926,10279.9601278,-2952.79773767,2542.26534715,1
5.6,0.3,0.0316826797234,4.80649048606,19.3787419406,27.458847028,7449514.34254,10.9968814116,14.0857940331,1.58349059775,0.014575797791,10233.2469616,-3779.25834261,782.427457572,1
6,0.3,0.0316826797234,-5.20119654947,19.276554268,27.450673136,7447296.78672,10.8896986252,14.0857940331,1.57556383307,0.0143432906536,10182.7299214,-3646.30239366,-1138.02773522,1
6.4,0.3,0.0316826797234,-13.9019988335,14.3308205776,27.4447673111,7445694.55168,10.8020798536,14.0857940331,1.5690837376,0.014153206906,10141.9696074,-2613.85147561,-2741.31790892,1
6.8,0.3,0.0316826797234,-19.1096990748,5.78423644605,27.4422280699,7445005.66207,10.7193202015,14.0857940331,1.56296545547,0.013973542379,10105.689723,-947.799654695,-3637.01033862,1
7.2,0.3,0.0316826797234,-19.5157783642,-4.21573064051,27.4309412635,7441943.58065,10.6095727132,14.0857940331,1.55484271513,0.0137356624547,10051.640308,926.049549729,-3600.49245814,1
7.6,0.3,0.0316826797234,-15.0182027127,-13.156427223,27.3980708661,7433025.92663,10.4738349894,14.0857940331,1.54477091312,0.0134423991836,9970.82050395,2518.92765738,-2658.65191129,1
8,0.3,0.0316826797234,-6.74706074158,-18.791358688,27.3393285213,7417089.28007,10.3721354103,14.0857940331,1.53717655571,0.0132244339607,9885.36555744,3444.75944264,-1087.16763602,1
8.4,0.3,0.0316826797234,3.21938936043,-19.7046573718,27.2796976535,7400911.57953,10.3642652246,14.0857940331,1.53651725695,0.0132102898243,9838.54021997,3521.34799262,717.325027837,1
8.8,0.3,0.0316826797234,12.3769158187,-15.6668422092,27.2572792565,7394829.52625,10.4218899555,14.0857940331,1.54075445398,0.0133364262297,9846.05121737,2740.99927182,2344.64716263,1
9.2,0.3,0.0316826797234,18.4245420069,-7.69247956323,27.2658727676,7397160.92366,10.4857762686,14.0857940331,1.54549455843,0.0134746333603,9878.7588951,1267.17664317,3402.47770718,1
9.6,0.3,0.0316826797234,19.8427040373,2.21474298282,27.2791158263,7400753.73129,10.5121673475,14.0857940331,1.54746391872,0.0135312716996,9899.37494084,-544.988411317,3602.26070047,1
10,0.3,0.0316826797234,16.2750657642,11.5654755356,27.2935406704,7404667.15427,10.5013770005,14.0857940331,1.5466824437,0.0135071716604,9905.48824808,-2224.73109712,2885.43210827,1
10.4,0.3,0.0316826797234,8.61805400265,18.0101953127,27.3096674827,7409042.31684,10.4718608389,14.0857940331,1.54451761249,0.0134423428928,9905.08312524,-3340.28154106,1441.10947912,1
10.8,0.3,0.0316826797234,-1.20438320606,19.9295622402,27.3276231007,7413913.62966,10.4225068588,14.0857940331,1.54088808883,0.0133343510878,9897.75094909,-3608.19069783,-359.706257145,1
11.2,0.3,0.0316826797234,-10.7241996559,16.8413043359,27.3485274468,7419584.92483,10.3597696505,14.0857940331,1.53627373848,0.0131971354597,9886.94255094,-2967.55044261,-2056.61065991,1
11.6,0.3,0.0316826797234,-17.5493875006,9.52139634433,27.3643603815,7423880.35914,10.2751345233,14.0857940331,1.53003502964,0.0130125943592,9863.19437496,-1585.98835754,-3216.5559579,1
12,0.3,0.0316826797234,-19.9650079112,-0.190916467423,27.3709942056,7425680.09852,10.19155506,14.0857940331,1.52386328439,0.0128307844181,9833.06983842,172.893832215,-3555.85112507,1
12.4,0.3,0.0316826797234,-17.3640971919,-9.85525842907,27.3563045503,7421694.83293,10.0711286894,14.0857940331,1.51493552444,0.0125700874457,9771.94536903,1853.52849967,-2987.80794806,1
12.8,0.3,0.0316826797234,-10.4001762251,-17.0433073222,27.3050946136,7407801.70926,9.98073435983,14.0857940331,1.50797857854,0.0123914677619,9695.89363377,3032.33181865,-1691.65639415,1
13.2,0.3,0.0316826797234,-0.823042780721,-19.9489496108,27.2298618453,7387391.25335,9.96121819172,14.0857940331,1.50622031763,0.0123682272177,9632.44694575,3445.91853747,-7.59399394827,1
13.6,0.3,0.0316826797234,8.96089347335,-17.8420956772,27.1741167607,7372267.75575,10.0348263851,14.0857940331,1.51197099632,0.0125010714138,9625.43539236,3026.18671352,1670.77286743,1
14,0.3,0.0316826797234,16.4932603185,-11.252126646,27.1651853391,7369844.68412,10.139965376,14.0857940331,1.51974823996,0.0127295448941,9662.58021466,1852.35140338,2956.65110405,1
14.4,0.3,0.0316826797234,19.8814287647,-1.83487881549,27.1858459838,7375449.86371,10.2097404402,14.0857940331,1.52494772682,0.0128797893246,9706.36452157,186.39427164,3512.4561822,1
14.8,0.3,0.0316826797234,18.2740666932,8.04341199278,27.2158014632,7383576.70798,10.2252649276,14.0857940331,1.52613966491,0.0129119245718,9734.46651111,-1547.19732681,3173.31800862,1
15.2,0.3,0.0316826797234,12.0750498202,15.9006654525,27.2487816488,7392524.14723,10.2067044739,14.0857940331,1.52481145129,0.0128699666143,9750.65483921,-2894.78408858,2025.27640869,1
15.6,0.3,0.0316826797234,2.84198139126,19.7626195573,27.2834568121,7401931.42955,10.1668777898,14.0857940331,1.52191252948,0.0127817546337,9759.20876256,-3509.80333519,365.654859719,1
16,0.3,0.0316826797234,-7.10518082537,18.6588958792,27.3176999831,7411221.51347,10.0957192589,14.0857940331,1.51669676314,0.0126255201949,9754.30052761,-3232.79691754,-1377.7409061,1
16.4,0.3,0.0316826797234,-15.2670514482,12.8668228429,27.3495194745,7419854.05939,10.0192825828,14.0857940331,1.51109042396,0.0124578915347,9745.28848674,-2147.58438068,-2759.96431882,1
16.8,0.3,0.0316826797234,-19.592828482,3.8417524734,27.3697203179,7425334.49607,9.92751569649,14.0857940331,1.50362042117,0.0123134550759,9716.82160591,-534.266355941,-3428.51223308,1
17.2,0.3,0.0316826797234,-18.9955904867,-6.14862033738,27.3697439097,7425340.89647,9.82192165435,14.0857940331,1.49477012723,0.0121656221368,9665.81360676,1183.57763046,-3221.60017889,1
17.6,0.3,0.0316826797234,-13.6254031677,-14.5940528473,27.3313506659,7414924.9085,9.72363048534,14.0857940331,1.48645889265,0.0120300976978,9590.79107617,2564.39316096,-2213.32420461,1
18,0.3,0.0316826797234,-4.8316129404,-19.3724935511,27.2478285383,7392265.57081,9.68055628937,14.0857940331,1.48268337465,0.011974325691,9510.51506372,3280.82023156,-683.470649175,1
18.4,0.3,0.0316826797234,5.17619817943,-19.2832819406,27.1584254549,7368010.74496,9.74590167705,14.0857940331,1.48800260525,0.0120706601989,9478.40407585,3200.76528191,994.59275181,1
18.8,0.3,0.0316826797234,13.8834057925,-14.3488338758,27.1183277291,7357132.33542,9.87103752804,14.0857940331,1.4984545368,0.0122480260722,9509.65190577,2339.35966903,2447.28145897,1
19.2,0.3,0.0316826797234,19.1021831651,-5.80900923728,27.12850741,7359894.0566,9.96306921927,14.0857940331,1.50621305119,0.0123763180957,9560.73194861,866.759584153,3308.93358525,1
19.6,0.3,0.0316826797234,19.5212280797,4.19042292066,27.1627556673,7369185.52042,10.0104149546,14.0857940331,1.5101445982,0.0124487473009,9607.15393971,-854.112215697,3338.32251852,1
20,0.3,0.0316826797234,15.0352487242,13.1369435485,27.2052775532,7380721.59835,9.99821508337,14.0857940331,1.50928918457,0.012421356797,9632.48725058,-2371.53342315,2509.46565147,1
20.4,0.3,0.0316826797234,6.77141996303,18.7825946471,27.2520296254,7393405.31488,9.96276564805,14.0857940331,1.50638588415,0.0123691908443,9649.10387442,-3290.79191923,1043.18698604,1
20.8,0.3,0.0316826797234,-3.19383757739,19.7088150715,27.2978406756,7405833.7346,9.89872523442,14.0857940331,1.50108624108,0.0122770485813,9651.2529496,-3372.74460238,-682.594147999,1
21.2,0.3,0.0316826797234,-12.3565917729,15.6828769603,27.3417013771,7417733.02973,9.81938781891,14.0857940331,1.49450775731,0.0121635963405,9644.47473005,-2604.80582678,-2222.45788148,1
21.6,0.3,0.0316826797234,-18.4145524434,7.71636237512,27.3751214593,7426799.81181,9.73290130884,14.0857940331,1.48731907555,0.01204070187,9626.56166197,-1191.27202221,-3186.41786843,1
22,0.3,0.0316826797234,-19.8455589956,-2.18901305284,27.3890316792,7430573.61855,9.6400189866,14.0857940331,1.4795626688,0.0119099118575,9591.41828967,500.290584278,-3335.08814975,1
22.4,0.3,0.0316826797234,-16.2900478898,-11.5443635486,27.367216484,7424655.21239,9.54420068665,14.0857940331,1.47148766322,0.0117769499188,9529.31438395,2031.91465572,-2642.20358078,1
22.8,0.3,0.0316826797234,-8.64139879422,-17.9990059968,27.2938701291,7404756.53557,9.48047196413,14.0857940331,1.46598460578,0.0116917094427,9446.4310644,3021.65552799,-1308.16019591,1
23.2,0.3,0.0316826797234,1.17854150495,-19.931107092,27.1857122786,7375413.58982,9.51739660619,14.0857940331,1.46884973734,0.0117492725307,9387.99177147,3263.09168645,321.124471296,1
23.6,0.3,0.0316826797234,10.7023541906,-16.8551951864,27.1112391414,7355209.21989,9.64490884926,14.0857940331,1.47941728585,0.011931830545,9396.68228704,2718.57545311,1878.92695729,1
24,0.3,0.0316826797234,17.5370272976,-9.54414289273,27.1021650399,7352747.43956,9.76418152695,14.0857940331,1.48943535256,0.0120993046498,9447.23329303,1482.68045495,2997.3181609,1
24.4,0.3,0.0316826797234,19.9652386714,0.165029659335,27.1314247378,7360685.5201,9.83763039251,14.0857940331,1.49566721577,0.0122005454455,9503.04878848,-159.6549892,3373.32872273,1
24.8,0.3,0.0316826797234,17.376860933,9.83273584048,27.1782459783,7373388.00182,9.8398901382,14.0857940331,1.49593957347,0.0122011685931,9537.4767522,-1783.22464757,2882.82008503,1
25.2,0.3,0.0316826797234,10.4222658508,17.0298081178,27.2297023689,7387347.98783,9.80751372886,14.0857940331,1.4933107974,0.0121530496228,9558.66082456,-2959.55112857,1656.09411916,1
