time,root_dist,x,y,z,rel_vel_mag,Re,alpha_deg,alpha_geom_deg,cl,cd,fx,fy,fz,end_effect_factor
1.2,0.7,0.0147196413661,-20.9194357179,39.3410607113,57.6862767587,10542543.5971,7.52352148959,8.25039171259,1.28836646827,0.0100519059635,26033.635997,-4116.84387758,-2280.66285938,1
1.6,0.7,0.0147196413661,-37.3821176824,24.2470436595,57.6373579625,10533603.3678,7.43706627731,8.25039171259,1.28134268554,0.00996306883765,25854.7080019,-2454.82725312,-3930.88510957,1
2,0.7,0.0147196413661,-44.4519380016,3.06056474302,57.7160544159,10547985.6583,8.0074106815,8.25039171259,1.32737397361,0.0105526780787,26808.3729041,-261.560809119,-5069.77330718,1
2.4,0.7,0.0147196413661,-40.3524899808,-18.8949305634,57.8436387837,10571302.5342,7.88773582239,8.25039171259,1.3179694501,0.0104265957803,26746.5624728,2201.3685387,-4498.26057433,1
2.8,0.7,0.0147196413661,-26.1138262352,-36.1027689797,57.841960438,10570995.8056,7.36839359391,8.25039171259,1.27593152254,0.00988872980826,25934.0627559,3787.07852543,-2641.41842165,1
3.2,0.7,0.0147196413661,-5.31364131147,-44.2392028031,57.7309167871,10550701.8536,7.15354940832,8.25039171259,1.25848340743,0.00966781024111,25497.8187356,4419.52515088,-454.05033639,1
3.6,0.7,0.0147196413661,16.8216819288,-41.2598214457,57.6856635755,10542431.5338,7.32649084824,8.25039171259,1.27243919236,0.00984770555233,25726.787074,4193.5078091,1794.25744631,1
4,0.7,0.0147196413661,34.7302855289,-27.9132426587,57.7518646189,10554530.2066,7.35356055836,8.25039171259,1.27467121651,0.00987474732055,25828.971717,2814.66233781,3627.90833845,1
4.4,0.7,0.0147196413661,43.9123432002,-7.55301021542,57.7568796191,10555446.7306,7.24079831551,8.25039171259,1.26555399963,0.00975783596056,25657.4346558,688.119523535,4457.32385616,1
4.8,0.7,0.0147196413661,42.0607144521,14.7050381986,57.7228239135,10549222.8281,7.18373080656,8.25039171259,1.26091960939,0.00969920290595,25537.7147017,-1545.10663487,4187.3670693,1
5.2,0.7,0.0147196413661,29.6406509538,33.2682079421,57.7128120748,10547393.0993,7.17938169945,8.25039171259,1.26056250319,0.00969484149437,25521.9591184,-3379.39856018,2908.43291623,1
5.6,0.7,0.0147196413661,9.77289452791,43.4722023964,57.7236856596,10549380.3179,7.14542849943,8.25039171259,1.25782294882,0.00965949901168,25478.6707237,-4343.84318338,898.514653661,1
6,0.7,0.0147196413661,-12.5504597043,42.7531029266,57.7266361126,10549919.5324,7.08956988028,8.25039171259,1.25330763234,0.0096015730037,25394.0159608,-4196.18127183,-1310.42291641,1
6.4,0.7,0.0147196413661,-31.7203079584,31.2915949046,57.7202196305,10548746.8784,7.05498163248,8.25039171259,1.25050781171,0.00956582042324,25334.2456698,-3015.30224843,-3163.37084818,1
6.8,0.7,0.0147196413661,-42.9199158282,11.9675675866,57.730926408,10550703.6119,7.03781169506,8.25039171259,1.24912426627,0.00954787893299,25316.8863456,-1098.72341592,-4218.85734623,1
7.2,0.7,0.0147196413661,-43.3352007064,-10.3635046378,57.7529439277,10554727.4573,6.9860143283,8.25039171259,1.24483310878,0.00949200054646,25252.9998267,1078.08955425,-4189.0510735,1
7.6,0.7,0.0147196413661,-32.8618155509,-30.090578714,57.7720142816,10558212.689,6.87017849819,8.25039171259,1.23454727161,0.00935597164664,25069.3029313,2918.73800865,-3079.79517571,1
8,0.7,0.0147196413661,-14.131367767,-42.2569082361,57.7289728552,10550346.5874,6.71932444527,8.25039171259,1.22112692164,0.00917963678196,24770.534427,3935.85597385,-1241.61203557,1
8.4,0.7,0.0147196413661,8.14981471357,-43.8055061468,57.6062612899,10527920.2479,6.70606529522,8.25039171259,1.21990744272,0.00916544303978,24641.638905,4017.21371638,818.861856399,1
8.8,0.7,0.0147196413661,28.3832244412,-34.3472621757,57.5860227791,10524221.5279,6.84215305566,8.25039171259,1.23198692092,0.00932540439051,24858.5037741,3187.59531671,2727.41030301,1
9.2,0.7,0.0147196413661,41.4848899887,-16.2587130878,57.6155197761,10529612.2967,6.91501541469,8.25039171259,1.23846970101,0.00941054801945,25009.6572426,1483.6514147,3985.46167496,1
9.6,0.7,0.0147196413661,44.1628059952,5.9151006141,57.6260080923,10531529.1049,6.93612459069,8.25039171259,1.24034885588,0.00943518240791,25055.1906277,-639.304410316,4221.55501875,1
10,0.7,0.0147196413661,35.7441027544,26.6026496223,57.6324280703,10532702.3978,6.93484600946,8.25039171259,1.24023786743,0.00943359791586,25058.6237983,-2607.57648856,3380.97523624,1
10.4,0.7,0.0147196413661,18.3441156105,40.6058526707,57.6446192993,10534930.4245,6.92075344155,8.25039171259,1.23899093617,0.00941690391778,25045.0450286,-3912.83983537,1687.48007695,1
10.8,0.7,0.0147196413661,-3.66512725831,44.4061785208,57.6591057229,10537577.9129,6.90199556738,8.25039171259,1.23733037735,0.00939471058831,25025.4094922,-4228.61786546,-422.137345673,1
11.2,0.7,0.0147196413661,-24.7534476277,37.0487338406,57.677385801,10540918.7165,6.8780669306,8.25039171259,1.23521177133,0.00936640920695,25000.130586,-3480.3683066,-2412.6812621,1
11.6,0.7,0.0147196413661,-39.6220639453,20.3821955971,57.7009084035,10545217.6257,6.85014007732,8.25039171259,1.23273968262,0.00933336208442,24972.4595876,-1864.85365723,-3783.30042764,1
12,0.7,0.0147196413661,-44.5349958927,-1.40569892958,57.7284436959,10550249.8801,6.80646092858,8.25039171259,1.22886906942,0.00928180911584,24920.9373905,203.980876308,-4185.19501305,1
12.4,0.7,0.0147196413661,-38.2577898616,-22.8403888659,57.7573123265,10555525.8107,6.72108136033,8.25039171259,1.22129270199,0.00918138052177,24798.1016468,2178.82739757,-3511.3495866,1
12.8,0.7,0.0147196413661,-22.3676953881,-38.5360617042,57.7484395551,10553904.2539,6.59373452956,8.25039171259,1.20997381852,0.00903219022505,24569.5400661,3527.91808312,-1967.68155161,1
13.2,0.7,0.0147196413661,-0.857355697628,-44.5489257991,57.6194866641,10530337.2713,6.51384583855,8.25039171259,1.20283857973,0.00893973099449,24321.1098473,3964.68751949,-8.36144282117,1
13.6,0.7,0.0147196413661,20.8684084778,-39.3681518013,57.513272448,10510925.9301,6.62642488033,8.25039171259,1.21280467182,0.00907293387242,24424.627409,3527.49497097,1948.01929139,1
14,0.7,0.0147196413661,37.3506475204,-24.2954929659,57.5302448403,10514027.7456,6.74371558593,8.25039171259,1.22322504256,0.00921049348718,24640.8562091,2184.80189335,3488.18692649,1
14.4,0.7,0.0147196413661,44.4479323048,-3.11819859401,57.565308595,10520435.8756,6.80023524536,8.25039171259,1.22825655875,0.00927644784102,24768.3860098,220.034797219,4155.94276986,1
14.8,0.7,0.0147196413661,40.3769552453,18.8425936049,57.58999243,10524947.0075,6.81624820943,8.25039171259,1.22968770762,0.00929494982339,24817.3770873,-1831.01297471,3754.25857429,1
15.2,0.7,0.0147196413661,26.1606151677,36.0688794211,57.6152463171,10529562.3203,6.81383712135,8.25039171259,1.2294828535,0.0092918166139,24835.1796672,-3424.39075422,2395.19115978,1
15.6,0.7,0.0147196413661,5.37099743591,44.232275944,57.6419941072,10534450.6535,6.79779933329,8.25039171259,1.2280680751,0.00927267871486,24830.7785615,-4148.80520469,431.740029749,1
16,0.7,0.0147196413661,-16.7681702663,41.2815977715,57.6719410579,10539923.6542,6.7760523188,8.25039171259,1.22614701075,0.00924681424102,24819.2436625,-3826.61044745,-1631.30471703,1
16.4,0.7,0.0147196413661,-34.694063999,27.9582505153,57.7051300171,10545989.1531,6.74849259004,8.25039171259,1.22371027648,0.00921410793746,24800.3834975,-2544.95836907,-3271.33852078,1
16.8,0.7,0.0147196413661,-43.902513048,7.609940651,57.7403293642,10552422.0635,6.70694695927,8.25039171259,1.22003097527,0.00916499914463,24758.909286,-633.926584983,-4070.68625547,1
