time,root_dist,x,y,z,rel_vel_mag,Re,alpha_deg,alpha_geom_deg,cl,cd,fx,fy,fz,end_effect_factor
1.2,0.0666260162602,0.0469727119569,-2.0214881584,5.27986785094,13.2587743766,3107452.59094,43.9203518565,44.8814362605,0,0.5,388.70149951,202.158944043,152.708609839,1
1.6,0.0666260162602,0.0469727119569,-4.32965950326,3.63558351352,13.1467916354,3081207.2496,43.4637904239,44.8814362605,0,0.5,380.16750806,102.278071759,230.450938177,1
2,0.0666260162602,0.0469727119569,-5.54993387475,1.07780002037,13.0295225962,3053722.96114,43.0410861975,44.8814362605,0,0.5,371.578412262,-22.1748634317,249.414215864,1
2.4,0.0666260162602,0.0469727119569,-5.37569760163,-1.75079815907,12.9134852271,3026527.33859,42.6100102135,44.8814362605,0,0.5,363.128774903,-139.405610221,205.952021831,1
2.8,0.0666260162602,0.0469727119569,-3.85073036544,-4.13947998554,12.7921513702,2998090.38074,42.2427519295,44.8814362605,0,0.5,354.763835648,-219.720951719,111.35320853,1
3.2,0.0666260162602,0.0469727119569,-1.35820484742,-5.48805051821,12.6715777687,2969831.6036,41.9657910622,44.8814362605,0,0.5,346.932048881,-243.21411353,-9.23517297661,1
3.6,0.0666260162602,0.0469727119569,1.47559160463,-5.45765960044,12.5669478912,2945309.54939,41.7461370638,44.8814362605,0,0.5,340.303026863,-205.824756582,-124.78562187,1
4,0.0666260162602,0.0469727119569,3.93862180142,-4.05594344184,12.4836266009,2925781.57856,41.5452365532,44.8814362605,0,0.5,334.968401817,-118.36923685,-207.278054381,1
4.4,0.0666260162602,0.0469727119569,5.41200957162,-1.63510589707,12.4156868113,2909858.56266,41.3376467451,44.8814362605,0,0.5,330.47362602,-2.88338509595,-237.287204014,1
4.8,0.0666260162602,0.0469727119569,5.52554240903,1.19657844876,12.3611742901,2897082.4892,41.1199544488,44.8814362605,0,0.5,326.681861097,112.203695504,-208.153019701,1
5.2,0.0666260162602,0.0469727119569,4.25069335207,3.72760310718,12.3169217148,2886711.03437,40.910333975,44.8814362605,0,0.5,323.486333962,198.664990442,-127.321317943,1
5.6,0.0666260162602,0.0469727119569,1.90778884433,5.32200719874,12.2824711348,2878636.86845,40.6944842897,44.8814362605,0,0.5,320.794156953,235.376534793,-14.990749736,1
6,0.0666260162602,0.0469727119569,-0.914478465039,5.57917090928,12.2529733213,2871723.48005,40.4883103509,44.8814362605,0,0.5,318.409743376,213.127603691,101.045013728,1
6.4,0.0666260162602,0.0469727119569,-3.50696827029,4.43447769745,12.2235657364,2864831.23849,40.2997009046,44.8814362605,0,0.5,316.109733319,137.319728884,191.661637956,1
6.8,0.0666260162602,0.0469727119569,-5.21827557976,2.17555024573,12.1957205957,2858305.18621,40.1581136775,44.8814362605,0,0.5,314.090569313,27.0604543099,233.92066776,1
7.2,0.0666260162602,0.0469727119569,-5.61840675512,-0.630019390207,12.1602705855,2849996.78434,40.0542008142,44.8814362605,0,0.5,311.841390844,-89.5624909815,216.918336083,1
7.6,0.0666260162602,0.0469727119569,-4.60682236727,-3.2772864651,12.1177766478,2840037.50053,40.0072835512,44.8814362605,0,0.5,309.472717475,-182.541994449,145.282916163,1
8,0.0666260162602,0.0469727119569,-2.43769935394,-5.10108231239,12.071560313,2829205.80032,40.0323840738,44.8814362605,0,0.5,307.214563462,-228.252764817,37.9946260988,1
8.4,0.0666260162602,0.0469727119569,0.343935046763,-5.64314872935,12.0282781575,2819061.7823,40.0800269495,44.8814362605,0,0.5,305.202824941,-216.168273226,-77.046084774,1
