time,root_dist,x,y,z,rel_vel_mag,Re,alpha_deg,alpha_geom_deg,cl,cd,fx,fy,fz,end_effect_factor
1.2,0.972195121951,0.00177233577963,-29.0424246463,53.9781591612,78.5482272143,6944462.12169,7.88905700237,8.17978852098,1.29733201613,0.0108773598246,11842.5292259,-1379.05492152,-763.884600773,1
1.6,0.972195121951,0.00177233577963,-51.5874677549,33.1034328493,78.5122260623,6941279.25373,7.88498507249,8.17978852098,1.29704113982,0.01087305086,11829.1327649,-833.725433598,-1334.89902724,1
2,0.972195121951,0.00177233577963,-61.1703252706,3.91093365526,78.5611967102,6945608.75703,8.23925802762,8.17978852098,1.31858982102,0.0113232150386,12030.8916326,-86.3390816056,-1671.75150807,1
2.4,0.972195121951,0.00177233577963,-55.3831492601,-26.2642508709,78.6824717068,6956330.7001,8.21305951073,8.17978852098,1.31715005562,0.0112866416399,12055.620606,734.893292118,-1501.86687649,1
2.8,0.972195121951,0.00177233577963,-35.6800612913,-49.8401175963,78.7368661558,6961139.72258,7.86213947562,8.17978852098,1.29563051458,0.0108418036964,11884.5867107,1293.09032988,-901.992165114,1
3.2,0.972195121951,0.00177233577963,-7.01178087276,-60.8928487161,78.628688961,6951575.75839,7.68120634577,8.17978852098,1.28348057904,0.0106255887292,11745.5251885,1513.51497788,-155.563330228,1
3.6,0.972195121951,0.00177233577963,23.418322891,-56.6452667815,78.5355051847,6943337.36489,7.93823385076,8.17978852098,1.30061081312,0.0109368631647,11867.2947927,1461.70471769,625.346738428,1
4,0.972195121951,0.00177233577963,47.9641942859,-38.1646454493,78.6357507972,6952200.09654,7.94708429489,8.17978852098,1.30125683239,0.010945808198,11903.2775624,978.687281965,1261.36026724,1
4.4,0.972195121951,0.00177233577963,60.458286146,-10.0945397147,78.6470459239,6953198.70061,7.83125488884,8.17978852098,1.29351967632,0.0108060763774,11838.9905678,238.719855571,1545.90419762,1
4.8,0.972195121951,0.00177233577963,57.7612558256,20.5119823813,78.6170949647,6950550.73122,7.78805648056,8.17978852098,1.29061725362,0.0107545095852,11804.5683846,-536.820293181,1455.00757598,1
5.2,0.972195121951,0.00177233577963,40.5507758116,45.9645371656,78.613928016,6950270.74074,7.7997279271,8.17978852098,1.29139581763,0.0107686234262,11810.4312733,-1177.82851577,1013.76236021,1
5.6,0.972195121951,0.00177233577963,13.1512575508,59.8677586068,78.6343364716,6952075.05577,7.78220537943,8.17978852098,1.29023451168,0.0107471876647,11806.3974844,-1517.78790392,314.012377631,1
6,0.972195121951,0.00177233577963,-17.5527268636,58.7282374622,78.6412587874,6952687.05889,7.73795440416,8.17978852098,1.2872797321,0.0106937680584,11782.5880456,-1467.92035714,-458.353593041,1
6.4,0.972195121951,0.00177233577963,-43.846304775,42.8322968489,78.6354161875,6952170.51364,7.71337374694,8.17978852098,1.28563386506,0.010664243475,11766.4125177,-1056.18214229,-1107.96114187,1
6.8,0.972195121951,0.00177233577963,-59.1227894893,16.1740489294,78.6466394911,6953162.76782,7.71092107768,8.17978852098,1.28547504351,0.010661118774,11768.3807609,-385.775160456,-1481.06143411,1
7.2,0.972195121951,0.00177233577963,-59.543717157,-14.5481903649,78.6814390984,6956239.40701,7.69213966702,8.17978852098,1.28423515352,0.0106379725039,11767.9213297,380.435191442,-1478.45362972,1
7.6,0.972195121951,0.00177233577963,-45.0033228939,-41.6149615436,78.7425673322,6961643.76455,7.62418078616,8.17978852098,1.2797171056,0.0105552466895,11746.4909219,1038.71293658,-1096.1083907,1
8,0.972195121951,0.00177233577963,-19.1551159191,-58.2253005994,78.7520322576,6962480.56022,7.50047821749,8.17978852098,1.27144659262,0.0104062035712,11676.4950682,1407.81980684,-444.170147176,1
8.4,0.972195121951,0.00177233577963,11.5061237243,-60.2055912072,78.5276817188,6942645.69094,7.49194898497,8.17978852098,1.27079195225,0.0103988957523,11604.299337,1435.84741556,292.624447387,1
8.8,0.972195121951,0.00177233577963,39.2762636945,-47.0582533247,78.5039340128,6940546.15221,7.60911843443,8.17978852098,1.27860965391,0.0105405089496,11665.6851709,1137.21621768,972.968701214,1
9.2,0.972195121951,0.00177233577963,57.1776072,-22.0867682255,78.5602495098,6945525.01488,7.64303749543,8.17978852098,1.28089966765,0.0105805954388,11702.4871851,526.228431791,1413.42512118,1
9.6,0.972195121951,0.00177233577963,60.7121521684,8.43437459761,78.5728928015,6946642.81045,7.63880660625,8.17978852098,1.28062240406,0.010575312139,11703.8279072,-225.667917251,1490.54215137,1
10,0.972195121951,0.00177233577963,48.9917870123,36.8362443947,78.580009298,6947271.98111,7.63045644471,8.17978852098,1.28006745782,0.0105651448075,11701.0879691,-919.382008015,1192.16100572,1
10.4,0.972195121951,0.00177233577963,24.9614430298,55.9824120384,78.5920023059,6948332.28499,7.61899695299,8.17978852098,1.27930673594,0.0105511613309,11697.9952302,-1379.9076532,595.171331264,1
10.8,0.972195121951,0.00177233577963,-5.34086721316,61.0620932591,78.6051478904,6949494.48835,7.6064974988,8.17978852098,1.27847688671,0.0105359106964,11694.6351682,-1492.42923149,-148.929819772,1
11.2,0.972195121951,0.00177233577963,-34.3011981914,50.7989359967,78.6200957299,6950816.02937,7.59579421136,8.17978852098,1.27776771635,0.0105228018032,11692.8648044,-1230.70466923,-853.087198021,1
11.6,0.972195121951,0.00177233577963,-54.642798374,27.7717244987,78.6428989782,6952832.06843,7.58577499755,8.17978852098,1.2771073759,0.0105104097697,11693.8554417,-661.279789959,-1341.43682297,1
