          [1]cp           [2]ct | cp(all blades) | ct(all blades) | in order 
   5.043243e-01    6.875901e-01    1.710378e-01    1.661640e-01    1.671226e-01    2.307690e-01    2.292457e-01    2.275754e-01 
   4.785201e-01    6.725300e-01    1.638291e-01    1.562720e-01    1.584191e-01    2.265987e-01    2.234045e-01    2.225267e-01 
   4.598703e-01    6.610835e-01    1.583098e-01    1.492239e-01    1.523366e-01    2.232800e-01    2.190022e-01    2.188012e-01 
   4.474007e-01    6.530287e-01    1.542952e-01    1.444538e-01    1.486517e-01    2.207747e-01    2.158540e-01    2.164000e-01 
   4.397242e-01    6.478095e-01    1.515645e-01    1.414713e-01    1.466883e-01    2.190267e-01    2.137578e-01    2.150250e-01 
   4.355456e-01    6.447915e-01    1.499889e-01    1.397221e-01    1.458347e-01    2.179777e-01    2.124482e-01    2.143656e-01 
   4.339528e-01    6.434989e-01    1.492526e-01    1.388414e-01    1.458587e-01    2.174762e-01    2.117311e-01    2.142915e-01 
   4.345216e-01    6.436526e-01    1.493042e-01    1.386458e-01    1.465716e-01    2.174829e-01    2.114898e-01    2.146800e-01 
   4.372740e-01    6.452576e-01    1.500817e-01    1.391791e-01    1.480132e-01    2.179588e-01    2.117490e-01    2.155499e-01 
   4.424089e-01    6.483663e-01    1.516403e-01    1.405672e-01    1.502014e-01    2.189170e-01    2.125584e-01    2.168909e-01 
   4.497017e-01    6.527599e-01    1.537422e-01    1.430071e-01    1.529524e-01    2.202067e-01    2.140002e-01    2.185530e-01 
   4.593499e-01    6.585049e-01    1.565460e-01    1.465322e-01    1.562716e-01    2.219030e-01    2.160629e-01    2.205390e-01 
   4.706076e-01    6.651021e-01    1.596693e-01    1.510495e-01    1.598887e-01    2.237786e-01    2.186451e-01    2.226784e-01 
   4.827469e-01    6.721056e-01    1.629497e-01    1.561731e-01    1.636241e-01    2.257217e-01    2.215242e-01    2.248597e-01 
   4.948850e-01    6.790215e-01    1.661680e-01    1.613706e-01    1.673464e-01    2.276131e-01    2.243888e-01    2.270196e-01 
   5.060473e-01    6.854150e-01    1.692920e-01    1.661361e-01    1.706191e-01    2.294747e-01    2.270187e-01    2.289217e-01 
   5.155533e-01    6.908519e-01    1.719909e-01    1.700400e-01    1.735225e-01    2.310818e-01    2.291508e-01    2.306194e-01 
   5.231421e-01    6.952620e-01    1.741748e-01    1.731010e-01    1.758663e-01    2.324058e-01    2.308440e-01    2.320123e-01 
   5.290013e-01    6.987713e-01    1.759702e-01    1.752949e-01    1.777362e-01    2.335311e-01    2.320802e-01    2.331600e-01 
   5.331784e-01    7.013672e-01    1.773223e-01    1.767651e-01    1.790910e-01    2.344115e-01    2.329320e-01    2.340237e-01 
   5.360624e-01    7.032596e-01    1.782489e-01    1.777417e-01    1.800717e-01    2.350603e-01    2.335127e-01    2.346866e-01 
   5.378438e-01    7.045226e-01    1.788477e-01    1.783559e-01    1.806403e-01    2.355193e-01    2.338863e-01    2.351170e-01 
   5.386376e-01    7.052194e-01    1.791186e-01    1.786430e-01    1.808760e-01    2.357900e-01    2.340645e-01    2.353650e-01 
   5.385600e-01    7.054253e-01    1.790534e-01    1.786670e-01    1.808395e-01    2.358734e-01    2.340952e-01    2.354567e-01 
   5.376924e-01    7.051560e-01    1.787109e-01    1.784436e-01    1.805379e-01    2.357813e-01    2.339819e-01    2.353928e-01 
   5.360021e-01    7.044365e-01    1.780744e-01    1.779927e-01    1.799351e-01    2.355287e-01    2.337446e-01    2.351632e-01 
   5.335231e-01    7.032590e-01    1.771670e-01    1.772172e-01    1.791390e-01    2.351103e-01    2.333324e-01    2.348163e-01 
   5.301803e-01    7.015862e-01    1.759457e-01    1.761371e-01    1.780975e-01    2.345010e-01    2.327533e-01    2.343319e-01 
   5.261787e-01    6.995323e-01    1.744663e-01    1.748485e-01    1.768639e-01    2.337415e-01    2.320576e-01    2.337331e-01 
   5.215987e-01    6.971400e-01    1.727059e-01    1.733452e-01    1.755475e-01    2.328179e-01    2.312487e-01    2.330734e-01 
   5.166956e-01    6.945248e-01    1.708310e-01    1.717344e-01    1.741302e-01    2.318103e-01    2.303658e-01    2.323487e-01 
   5.116330e-01    6.917857e-01    1.688346e-01    1.701064e-01    1.726920e-01    2.307166e-01    2.294694e-01    2.315997e-01 
   5.066250e-01    6.890154e-01    1.667199e-01    1.686435e-01    1.712615e-01    2.295290e-01    2.286491e-01    2.308372e-01 
   5.019768e-01    6.863871e-01    1.648348e-01    1.671752e-01    1.699668e-01    2.284403e-01    2.278027e-01    2.301442e-01 
   4.978494e-01    6.839960e-01    1.629684e-01    1.660697e-01    1.688113e-01    2.273497e-01    2.271359e-01    2.295104e-01 
   4.944508e-01    6.819731e-01    1.614502e-01    1.651735e-01    1.678271e-01    2.264232e-01    2.265892e-01    2.289607e-01 
   4.916405e-01    6.802524e-01    1.600939e-01    1.645290e-01    1.670177e-01    2.255715e-01    2.261740e-01    2.285069e-01 
   4.896433e-01    6.789715e-01    1.590785e-01    1.641817e-01    1.663831e-01    2.249005e-01    2.259224e-01    2.281486e-01 
   4.884632e-01    6.781358e-01    1.583544e-01    1.640581e-01    1.660508e-01    2.243848e-01    2.258043e-01    2.279467e-01 
   4.880498e-01    6.777318e-01    1.579746e-01    1.642116e-01    1.658636e-01    2.240595e-01    2.258390e-01    2.278333e-01 
   4.882732e-01    6.776842e-01    1.578866e-01    1.645234e-01    1.658632e-01    2.238915e-01    2.259672e-01    2.278255e-01 
   4.891772e-01    6.780397e-01    1.580856e-01    1.650405e-01    1.660511e-01    2.238884e-01    2.262257e-01    2.279257e-01 
   4.907846e-01    6.787958e-01    1.586005e-01    1.657787e-01    1.664054e-01    2.240634e-01    2.266088e-01    2.281236e-01 
   4.927449e-01    6.797592e-01    1.593757e-01    1.665511e-01    1.668181e-01    2.243798e-01    2.270187e-01    2.283608e-01 
   4.951566e-01    6.809953e-01    1.603268e-01    1.674207e-01    1.674092e-01    2.248000e-01    2.274918e-01    2.287035e-01 
   4.977765e-01    6.823612e-01    1.614866e-01    1.682891e-01    1.680008e-01    2.253272e-01    2.279795e-01    2.290546e-01 
   5.004730e-01    6.837864e-01    1.626877e-01    1.691500e-01    1.686353e-01    2.258788e-01    2.284669e-01    2.294407e-01 
   5.031979e-01    6.852190e-01    1.639215e-01    1.700797e-01    1.691968e-01    2.264455e-01    2.289959e-01    2.297776e-01 
   5.058019e-01    6.866577e-01    1.651060e-01    1.708333e-01    1.698627e-01    2.270166e-01    2.294421e-01    2.301991e-01 
   5.081199e-01    6.879324e-01    1.661420e-01    1.715888e-01    1.703891e-01    2.274916e-01    2.298999e-01    2.305410e-01 
   5.101437e-01    6.890661e-01    1.671151e-01    1.722317e-01    1.707969e-01    2.279538e-01    2.302963e-01    2.308160e-01 
   5.118343e-01    6.900537e-01    1.679208e-01    1.727532e-01    1.711603e-01    2.283311e-01    2.306429e-01    2.310797e-01 
   5.131177e-01    6.908317e-01    1.685421e-01    1.731569e-01    1.714187e-01    2.286158e-01    2.309256e-01    2.312904e-01 
   5.140929e-01    6.914560e-01    1.690326e-01    1.734939e-01    1.715664e-01    2.288359e-01    2.311777e-01    2.314424e-01 
   5.146916e-01    6.918783e-01    1.694054e-01    1.736737e-01    1.716125e-01    2.289989e-01    2.313434e-01    2.315360e-01 
   5.149331e-01    6.921079e-01    1.696388e-01    1.737401e-01    1.715542e-01    2.290866e-01    2.314508e-01    2.315705e-01 
   5.148451e-01    6.921715e-01    1.697624e-01    1.737412e-01    1.713415e-01    2.291238e-01    2.315232e-01    2.315245e-01 
   5.144926e-01    6.920739e-01    1.697989e-01    1.736455e-01    1.710482e-01    2.291194e-01    2.315372e-01    2.314173e-01 
   5.138656e-01    6.918493e-01    1.697810e-01    1.734323e-01    1.706523e-01    2.290911e-01    2.314907e-01    2.312674e-01 
   5.130289e-01    6.914886e-01    1.696277e-01    1.732023e-01    1.701989e-01    2.289967e-01    2.314244e-01    2.310675e-01 
   5.119372e-01    6.909848e-01    1.694154e-01    1.728768e-01    1.696450e-01    2.288703e-01    2.313099e-01    2.308045e-01 
   5.107112e-01    6.904002e-01    1.692028e-01    1.724790e-01    1.690294e-01    2.287446e-01    2.311511e-01    2.305044e-01 
   5.093860e-01    6.897528e-01    1.689433e-01    1.721162e-01    1.683265e-01    2.286013e-01    2.310018e-01    2.301498e-01 
   5.080428e-01    6.890719e-01    1.686689e-01    1.717076e-01    1.676663e-01    2.284411e-01    2.308261e-01    2.298047e-01 
   5.066648e-01    6.883667e-01    1.684032e-01    1.712881e-01    1.669735e-01    2.282887e-01    2.306443e-01    2.294338e-01 
   5.052906e-01    6.876414e-01    1.682569e-01    1.708676e-01    1.661661e-01    2.282015e-01    2.304482e-01    2.289917e-01 
   5.040484e-01    6.869646e-01    1.679840e-01    1.705106e-01    1.655538e-01    2.280376e-01    2.302882e-01    2.286389e-01 
   5.029378e-01    6.863461e-01    1.678908e-01    1.701862e-01    1.648608e-01    2.279636e-01    2.301368e-01    2.282457e-01 
   5.020949e-01    6.858637e-01    1.678512e-01    1.698934e-01    1.643503e-01    2.279303e-01    2.300015e-01    2.279319e-01 
   5.012878e-01    6.853929e-01    1.678176e-01    1.696365e-01    1.638337e-01    2.278973e-01    2.298874e-01    2.276082e-01 
   5.007295e-01    6.850473e-01    1.678781e-01    1.694057e-01    1.634457e-01    2.279127e-01    2.297864e-01    2.273482e-01 
   5.004021e-01    6.848135e-01    1.679723e-01    1.693067e-01    1.631231e-01    2.279548e-01    2.297455e-01    2.271132e-01 
   5.003106e-01    6.847023e-01    1.681745e-01    1.692049e-01    1.629312e-01    2.280501e-01    2.297110e-01    2.269413e-01 
   5.003364e-01    6.846509e-01    1.683592e-01    1.691375e-01    1.628397e-01    2.281425e-01    2.296951e-01    2.268133e-01 
   5.006316e-01    6.847495e-01    1.686146e-01    1.691534e-01    1.628637e-01    2.282803e-01    2.297232e-01    2.267460e-01 
   5.011347e-01    6.849566e-01    1.689614e-01    1.692001e-01    1.629733e-01    2.284656e-01    2.297711e-01    2.267200e-01 
   5.016735e-01    6.851834e-01    1.692726e-01    1.692410e-01    1.631599e-01    2.286391e-01    2.298181e-01    2.267262e-01 
   5.023959e-01    6.855158e-01    1.696093e-01    1.693703e-01    1.634163e-01    2.288301e-01    2.299163e-01    2.267694e-01 
   5.031711e-01    6.858719e-01    1.699252e-01    1.694543e-01    1.637916e-01    2.290186e-01    2.299923e-01    2.268611e-01 
   5.039133e-01    6.862280e-01    1.702173e-01    1.695721e-01    1.641240e-01    2.291981e-01    2.300965e-01    2.269334e-01 
   5.047294e-01    6.866016e-01    1.706002e-01    1.696164e-01    1.645129e-01    2.294277e-01    2.301476e-01    2.270263e-01 
   5.054867e-01    6.869948e-01    1.708378e-01    1.697623e-01    1.648866e-01    2.295861e-01    2.302761e-01    2.271325e-01 
   5.061439e-01    6.873153e-01    1.711129e-01    1.698279e-01    1.652030e-01    2.297713e-01    2.303564e-01    2.271877e-01 
   5.067666e-01    6.876261e-01    1.713676e-01    1.698176e-01    1.655814e-01    2.299441e-01    2.303881e-01    2.272940e-01 
   5.072696e-01    6.878962e-01    1.715288e-01    1.698204e-01    1.659204e-01    2.300777e-01    2.304373e-01    2.273813e-01 
   5.076479e-01    6.881088e-01    1.716667e-01    1.697882e-01    1.661930e-01    2.301985e-01    2.304697e-01    2.274406e-01 
   5.079844e-01    6.883132e-01    1.718216e-01    1.697119e-01    1.664509e-01    2.303348e-01    2.304781e-01    2.275003e-01 
   5.081579e-01    6.884344e-01    1.718710e-01    1.695885e-01    1.666984e-01    2.304105e-01    2.304594e-01    2.275645e-01 
   5.082477e-01    6.885082e-01    1.718857e-01    1.694659e-01    1.668962e-01    2.304691e-01    2.304357e-01    2.276034e-01 
   5.082275e-01    6.885397e-01    1.719149e-01    1.692423e-01    1.670703e-01    2.305364e-01    2.303605e-01    2.276429e-01 
   5.081009e-01    6.885102e-01    1.718762e-01    1.689950e-01    1.672297e-01    2.305639e-01    2.302605e-01    2.276859e-01 
   5.079290e-01    6.884862e-01    1.717741e-01    1.687491e-01    1.674057e-01    2.305622e-01    2.301802e-01    2.277437e-01 
   5.076939e-01    6.884026e-01    1.717146e-01    1.684450e-01    1.675343e-01    2.305741e-01    2.300455e-01    2.277830e-01 
   5.073522e-01    6.882671e-01    1.715940e-01    1.681217e-01    1.676365e-01    2.305598e-01    2.298961e-01    2.278112e-01 
   5.069277e-01    6.880878e-01    1.714221e-01    1.677623e-01    1.677433e-01    2.305145e-01    2.297243e-01    2.278490e-01 
   5.065050e-01    6.879105e-01    1.712951e-01    1.673663e-01    1.678436e-01    2.304874e-01    2.295297e-01    2.278934e-01 
   5.060830e-01    6.877229e-01    1.711356e-01    1.670151e-01    1.679322e-01    2.304427e-01    2.293521e-01    2.279280e-01 
   5.056232e-01    6.875151e-01    1.709619e-01    1.666744e-01    1.679869e-01    2.303940e-01    2.291746e-01    2.279465e-01 
   5.051427e-01    6.872938e-01    1.707778e-01    1.661827e-01    1.681822e-01    2.303316e-01    2.289122e-01    2.280500e-01 
   5.047851e-01    6.871173e-01    1.706552e-01    1.658968e-01    1.682331e-01    2.303012e-01    2.287477e-01    2.280684e-01 
   5.044009e-01    6.869249e-01    1.705249e-01    1.655121e-01    1.683639e-01    2.302610e-01    2.285369e-01    2.281270e-01 
   5.041953e-01    6.868269e-01    1.704009e-01    1.652597e-01    1.685348e-01    2.302249e-01    2.283826e-01    2.282194e-01 
   5.038891e-01    6.866686e-01    1.702779e-01    1.649491e-01    1.686621e-01    2.301914e-01    2.281900e-01    2.282871e-01 
   5.037228e-01    6.865770e-01    1.701430e-01    1.647452e-01    1.688346e-01    2.301524e-01    2.280468e-01    2.283778e-01 
   5.035905e-01    6.864950e-01    1.700868e-01    1.645218e-01    1.689819e-01    2.301464e-01    2.278868e-01    2.284619e-01 
   5.035453e-01    6.864514e-01    1.699993e-01    1.643570e-01    1.691890e-01    2.301307e-01    2.277462e-01    2.285745e-01 
   5.034709e-01    6.863916e-01    1.699023e-01    1.642367e-01    1.693319e-01    2.301107e-01    2.276213e-01    2.286595e-01 
   5.035742e-01    6.864216e-01    1.698705e-01    1.641800e-01    1.695237e-01    2.301217e-01    2.275266e-01    2.287733e-01 
   5.037348e-01    6.864748e-01    1.698282e-01    1.641740e-01    1.697325e-01    2.301318e-01    2.274482e-01    2.288948e-01 
   5.038678e-01    6.865066e-01    1.697712e-01    1.641660e-01    1.699305e-01    2.301331e-01    2.273589e-01    2.290147e-01 
