// 10.24.2018 14:18
//( AOA          4.0000E+04    6.0000E+04    8.0000E+04    1.0000E+05    1.3000E+05    1.6000E+05    2.0000E+05    2.5000E+05    3.0000E+05    5.0000E+05    1.0000E+06    3.0000E+06    5.0000E+06    )
(  2.2000E+01    9.7740E-01    9.1530E-01    9.1880E-01    9.3650E-01    9.4560E-01    9.3000E-01    9.4300E-01    1.0349E+00    9.4180E-01    1.0590E+00    1.1578E+00    1.4704E+00    1.7317E+00    )
(  2.3000E+01    8.9000E-01    9.1640E-01    9.0560E-01    9.0430E-01    9.1710E-01    9.1170E-01    9.0160E-01    1.0031E+00    9.1680E-01    1.0078E+00    1.0080E+00    1.3536E+00    1.6546E+00    )
(  2.4000E+01    8.8550E-01    8.9580E-01    9.3920E-01    8.9540E-01    8.9670E-01    8.9710E-01    8.6020E-01    9.7130E-01    8.9180E-01    9.5660E-01    8.5820E-01    1.2368E+00    1.5263E+00    )
(  2.5000E+01    8.9070E-01    8.6620E-01    9.7280E-01    8.8840E-01    8.7630E-01    8.8250E-01    8.1880E-01    9.3950E-01    8.6680E-01    9.0540E-01    7.0840E-01    1.1200E+00    1.3167E+00    )
(  2.6000E+01    8.6590E-01    8.3660E-01    1.0064E+00    8.8140E-01    8.5590E-01    8.6790E-01    7.7740E-01    9.0770E-01    8.4180E-01    8.5420E-01    5.5860E-01    1.0032E+00    1.1071E+00    )
(  2.7000E+01    8.6460E-01    8.0700E-01    1.0400E+00    8.7440E-01    8.3550E-01    8.5330E-01    7.3600E-01    8.7590E-01    8.1680E-01    8.0300E-01    4.0880E-01    8.8640E-01    8.9750E-01    )
(  2.8000E+01    8.8690E-01    7.7740E-01    1.0736E+00    8.6740E-01    8.1510E-01    8.3870E-01    6.9460E-01    8.4410E-01    7.9180E-01    7.5180E-01    2.5900E-01    7.6960E-01    6.8790E-01    )
(  2.9000E+01    8.8167E-01    7.4780E-01    1.1072E+00    8.6040E-01    7.9470E-01    8.2410E-01    6.5320E-01    8.1230E-01    7.6680E-01    7.0060E-01    1.0920E-01    6.5280E-01    4.7830E-01    )
(  3.0000E+01    8.7645E-01    7.1820E-01    1.1408E+00    8.5340E-01    7.7430E-01    8.0950E-01    6.1180E-01    7.8050E-01    7.4180E-01    6.4940E-01   -4.0600E-02    5.3600E-01    2.6870E-01    )
(  3.1000E+01    8.7122E-01    6.8860E-01    1.1744E+00    8.4640E-01    7.5390E-01    7.9490E-01    5.7040E-01    7.4870E-01    7.1680E-01    5.9820E-01   -1.9040E-01    4.1920E-01    5.9100E-02    )
(  3.2000E+01    8.6599E-01    6.5900E-01    1.2080E+00    8.3940E-01    7.3350E-01    7.8030E-01    5.2900E-01    7.1690E-01    6.9180E-01    5.4700E-01   -3.4020E-01    3.0240E-01   -1.5050E-01    )
(  3.3000E+01    8.6077E-01    6.2940E-01    1.2416E+00    8.3240E-01    7.1310E-01    7.6570E-01    4.8760E-01    6.8510E-01    6.6680E-01    4.9580E-01   -4.9000E-01    1.8560E-01   -3.6010E-01    )
(  3.4000E+01    8.5554E-01    5.9980E-01    1.2752E+00    8.2540E-01    6.9270E-01    7.5110E-01    4.4620E-01    6.5330E-01    6.4180E-01    4.4460E-01   -6.3980E-01    6.8800E-02   -5.6970E-01    )
(  3.5000E+01    8.5031E-01    5.7020E-01    1.3088E+00    8.1840E-01    6.7230E-01    7.3650E-01    4.0480E-01    6.2150E-01    6.1680E-01    3.9340E-01   -7.8960E-01   -4.8000E-02   -7.7930E-01    )
