// 06.21.2018 22:38
//( AOA          6.2000E+04    9.4000E+04    1.2500E+05    1.8800E+05    2.5000E+05    3.7500E+05    5.0000E+05    7.5000E+05    1.0000E+06    1.5000E+06    2.0000E+06    3.0000E+06    4.0000E+06    6.0000E+06    8.0000E+06    1.2000E+07    1.6000E+07    2.0000E+07    2.4000E+07    3.2000E+07    )
( -2.5000E+01   -7.3090E-01   -8.2920E-01   -9.8710E-01   -1.0128E+00   -1.0767E+00   -1.1210E+00   -1.1063E+00   -1.0906E+00   -1.0906E+00   -1.1022E+00   -1.1130E+00   -1.1288E+00   -1.1484E+00   -1.1555E+00   -1.1787E+00   -1.1961E+00   -1.2088E+00   -1.2375E+00   -1.2436E+00   -1.2544E+00    )
( -2.4000E+01   -6.8960E-01   -7.7190E-01   -8.9230E-01   -9.3463E-01   -1.0026E+00   -1.0894E+00   -1.1281E+00   -1.0978E+00   -1.0801E+00   -1.0757E+00   -1.0810E+00   -1.0971E+00   -1.1081E+00   -1.1217E+00   -1.1331E+00   -1.1644E+00   -1.1778E+00   -1.1886E+00   -1.1969E+00   -1.2087E+00    )
( -2.3000E+01   -6.4830E-01   -7.1460E-01   -7.9750E-01   -8.5647E-01   -9.2853E-01   -1.0183E+00   -1.0888E+00   -1.1265E+00   -1.0954E+00   -1.0622E+00   -1.0571E+00   -1.0605E+00   -1.0678E+00   -1.0919E+00   -1.1010E+00   -1.1196E+00   -1.1311E+00   -1.1397E+00   -1.1499E+00   -1.1820E+00    )
( -2.2000E+01   -6.0770E-01   -6.4200E-01   -7.0270E-01   -7.7830E-01   -8.5445E-01   -9.4715E-01   -1.0116E+00   -1.1232E+00   -1.1389E+00   -1.0729E+00   -1.0483E+00   -1.0372E+00   -1.0390E+00   -1.0492E+00   -1.0589E+00   -1.0742E+00   -1.1012E+00   -1.1113E+00   -1.1191E+00   -1.1341E+00    )
( -2.1000E+01   -5.7410E-01   -5.9130E-01   -6.0790E-01   -6.9850E-01   -7.8037E-01   -8.7602E-01   -9.3440E-01   -1.0627E+00   -1.1478E+00   -1.1322E+00   -1.0705E+00   -1.0260E+00   -1.0150E+00   -1.0193E+00   -1.0290E+00   -1.0422E+00   -1.0546E+00   -1.0822E+00   -1.0919E+00   -1.1052E+00    )
( -2.0000E+01   -5.2470E-01   -5.3930E-01   -5.7790E-01   -6.3170E-01   -7.0628E-01   -8.0490E-01   -8.5720E-01   -1.0023E+00   -1.1167E+00   -1.1993E+00   -1.1395E+00   -1.0454E+00   -1.0112E+00   -9.8880E-01   -9.9980E-01   -1.0151E+00   -1.0259E+00   -1.0358E+00   -1.0447E+00   -1.0675E+00    )
( -1.9000E+01   -4.8300E-01   -5.1290E-01   -5.1470E-01   -5.6610E-01   -6.3220E-01   -7.3377E-01   -7.8000E-01   -9.4182E-01   -1.0516E+00   -1.2665E+00   -1.2584E+00   -1.1145E+00   -1.0342E+00   -9.7750E-01   -9.6920E-01   -9.7380E-01   -9.9870E-01   -1.0073E+00   -1.0153E+00   -1.0297E+00    )
( -1.8000E+01   -4.4080E-01   -4.6340E-01   -4.6290E-01   -4.9750E-01   -5.6590E-01   -6.6265E-01   -7.0280E-01   -8.8136E-01   -1.0977E+00   -1.3295E+00   -1.3668E+00   -1.2897E+00   -1.1290E+00   -1.0055E+00   -9.6100E-01   -9.5350E-01   -9.5690E-01   -9.6440E-01   -9.7350E-01   -1.0012E+00    )
( -1.7000E+01   -3.9360E-01   -4.1870E-01   -4.1660E-01   -4.4476E-01   -4.9370E-01   -5.9152E-01   -6.2450E-01   -8.2090E-01   -1.1439E+00   -1.3630E+00   -1.3943E+00   -1.4075E+00   -1.2863E+00   -1.1033E+00   -1.0055E+00   -9.3870E-01   -9.3850E-01   -9.4150E-01   -9.4790E-01   -9.8010E-01    )
( -1.6000E+01   -3.4250E-01   -3.7970E-01   -3.7210E-01   -3.9202E-01   -4.2943E-01   -5.2040E-01   -5.7850E-01   -7.1050E-01   -1.1900E+00   -1.3616E+00   -1.3805E+00   -1.4227E+00   -1.4436E+00   -1.2375E+00   -1.0895E+00   -9.5830E-01   -9.2420E-01   -9.3380E-01   -9.2820E-01   -9.3560E-01    )
( -1.5000E+01   -2.9310E-01   -3.0710E-01   -3.3210E-01   -3.3928E-01   -3.6517E-01   -4.4010E-01   -4.9730E-01   -6.1850E-01   -1.0653E+00   -1.3427E+00   -1.3753E+00   -1.4183E+00   -1.4415E+00   -1.3948E+00   -1.2365E+00   -1.0331E+00   -9.5610E-01   -9.2610E-01   -9.1310E-01   -9.2805E-01    )
( -1.4000E+01   -2.4620E-01   -2.5600E-01   -2.7400E-01   -2.8654E-01   -3.0090E-01   -3.8290E-01   -4.5320E-01   -5.3710E-01   -9.7090E-01   -1.3173E+00   -1.3487E+00   -1.3991E+00   -1.4361E+00   -1.4794E+00   -1.3867E+00   -1.1632E+00   -1.0065E+00   -9.6745E-01   -9.2470E-01   -9.2050E-01    )
( -1.3000E+01   -2.0330E-01   -2.1290E-01   -2.1590E-01   -2.3380E-01   -2.5740E-01   -3.3080E-01   -4.1550E-01   -5.1050E-01   -8.3470E-01   -1.2393E+00   -1.2797E+00   -1.3452E+00   -1.3966E+00   -1.4301E+00   -1.4360E+00   -1.2933E+00   -1.1188E+00   -1.0088E+00   -9.5920E-01   -9.1488E-01    )
( -1.2000E+01   -1.6760E-01   -1.7850E-01   -1.7400E-01   -1.9350E-01   -2.0450E-01   -2.6600E-01   -3.3180E-01   -4.3150E-01   -9.5350E-01   -1.1853E+00   -1.2133E+00   -1.2842E+00   -1.3092E+00   -1.3196E+00   -1.3186E+00   -1.3162E+00   -1.1440E+00   -1.1218E+00   -1.0236E+00   -9.0926E-01    )
( -1.1000E+01   -1.0070E-01   -1.1040E-01   -1.4600E-01   -1.2943E-01   -1.5160E-01   -2.0120E-01   -2.8860E-01   -4.0030E-01   -1.0723E+00   -1.1156E+00   -1.1467E+00   -1.1814E+00   -1.1946E+00   -1.1899E+00   -1.1799E+00   -1.1746E+00   -1.1692E+00   -1.1943E+00   -1.0286E+00   -9.0364E-01    )
( -1.0000E+01   -7.1900E-02   -9.8000E-02   -9.8100E-02   -6.5367E-02   -9.0000E-02   -1.3420E-01   -1.9930E-01   -3.3490E-01   -1.0016E+00   -1.0357E+00   -1.0534E+00   -1.0696E+00   -1.0680E+00   -1.0501E+00   -1.0410E+00   -1.0321E+00   -1.0308E+00   -1.0299E+00   -1.0335E+00   -8.9802E-01    )
( -9.0000E+00   -1.1360E-01   -2.0400E-02    1.5700E-02   -1.3000E-03   -2.8400E-02   -6.7200E-02   -1.7080E-01   -3.1270E-01   -9.1290E-01   -9.3330E-01   -9.4140E-01   -9.4160E-01   -9.3150E-01   -9.1440E-01   -9.0460E-01   -8.9730E-01   -8.9190E-01   -8.9150E-01   -8.9150E-01   -8.9240E-01    )
( -8.0000E+00    2.6150E-02    8.0600E-02    7.2900E-02    5.2300E-02    3.3200E-02   -7.8500E-03   -9.3700E-02   -4.8990E-01   -7.9870E-01   -8.1630E-01   -8.1830E-01   -8.0810E-01   -7.9140E-01   -7.8050E-01   -7.7170E-01   -7.6130E-01   -7.5730E-01   -7.5450E-01   -7.5160E-01   -7.5100E-01    )
( -7.0000E+00    1.6590E-01    1.7720E-01    1.4600E-01    1.0590E-01    6.8500E-02    5.1500E-02   -7.9300E-02   -6.6710E-01   -6.8450E-01   -6.8980E-01   -6.8530E-01   -6.7160E-01   -6.5640E-01   -6.4420E-01   -6.3840E-01   -6.2810E-01   -6.2240E-01   -6.2000E-01   -6.1800E-01   -6.1410E-01    )
( -6.0000E+00    2.7290E-01    2.1470E-01    1.8720E-01    1.3820E-01    1.4500E-01    8.1100E-02   -8.0000E-03   -5.4950E-01   -5.5690E-01   -5.5750E-01   -5.4870E-01   -5.3160E-01   -5.2250E-01   -5.0890E-01   -5.0360E-01   -4.9510E-01   -4.8900E-01   -4.8510E-01   -4.8260E-01   -4.8080E-01    )
( -5.0000E+00    3.2790E-01    2.7610E-01    2.4940E-01    2.2350E-01    2.0107E-01    1.6410E-01    2.7000E-03   -4.2430E-01   -4.2480E-01   -4.2180E-01   -4.1320E-01   -3.9590E-01   -3.8790E-01   -3.7500E-01   -3.6880E-01   -3.6190E-01   -3.5610E-01   -3.5200E-01   -3.4920E-01   -3.4560E-01    )
( -4.0000E+00    3.7720E-01    3.3750E-01    3.1160E-01    2.6380E-01    2.5713E-01   -1.2540E-01   -5.2400E-02   -2.9680E-01   -2.9650E-01   -2.8700E-01   -2.7880E-01   -2.6160E-01   -2.5210E-01   -2.4180E-01   -2.3460E-01   -2.2850E-01   -2.2330E-01   -2.1960E-01   -2.1660E-01   -2.1210E-01    )
( -3.0000E+00    4.2407E-01    3.8850E-01    3.5650E-01    3.4450E-01    3.1320E-01   -1.5000E-03   -4.8400E-02   -1.6670E-01   -1.6520E-01   -1.5370E-01   -1.4230E-01   -1.2840E-01   -1.1800E-01   -1.0860E-01   -1.0130E-01   -9.4600E-02   -9.0900E-02   -8.6900E-02   -8.3600E-02   -7.9700E-02    )
( -2.0000E+00    4.7095E-01    4.3170E-01    4.2960E-01    3.8577E-01    3.7580E-01    1.2510E-01   -4.4400E-02   -4.0300E-02   -3.4000E-02   -2.0200E-02   -8.2000E-03    4.0000E-03    1.5100E-02    2.5700E-02    3.1300E-02    3.8900E-02    4.2600E-02    4.5700E-02    4.8400E-02    5.2300E-02    )
( -1.0000E+00    5.1782E-01    5.1450E-01    4.9590E-01    4.2703E-01    4.3840E-01    1.5890E-01    7.8300E-02    8.8600E-02    9.7400E-02    1.1330E-01    1.2410E-01    1.3950E-01    1.4690E-01    1.5890E-01    1.6440E-01    1.7180E-01    1.7590E-01    1.7800E-01    1.8000E-01    1.8370E-01    )
(  0.0000E+00    5.6470E-01    5.8050E-01    5.4840E-01    4.6830E-01    3.5920E-01    1.9270E-01    2.0500E-01    2.1810E-01    2.2790E-01    2.4500E-01    2.5760E-01    2.7210E-01    2.8000E-01    2.9040E-01    2.9710E-01    3.0360E-01    3.0790E-01    3.1050E-01    3.1190E-01    3.1540E-01    )
(  1.0000E+00    5.9230E-01    6.3780E-01    5.9480E-01    5.7680E-01    2.8000E-01    3.1910E-01    3.3260E-01    3.4620E-01    3.5770E-01    3.7480E-01    3.8890E-01    4.0310E-01    4.1230E-01    4.2110E-01    4.2740E-01    4.3550E-01    4.3915E-01    4.4210E-01    4.4410E-01    4.4730E-01    )
(  2.0000E+00    1.1410E-01    6.9040E-01    6.8580E-01    6.1145E-01    4.1110E-01    4.4420E-01    4.5620E-01    4.7310E-01    4.8620E-01    5.0640E-01    5.1800E-01    5.3470E-01    5.4260E-01    5.5260E-01    5.5770E-01    5.6630E-01    5.7040E-01    5.7290E-01    5.7540E-01    5.7740E-01    )
(  3.0000E+00    5.5700E-02    7.3290E-01    7.4410E-01    6.4610E-01    5.3080E-01    5.6670E-01    5.8270E-01    5.9960E-01    6.1370E-01    6.3470E-01    6.4660E-01    6.6360E-01    6.7290E-01    6.8250E-01    6.8780E-01    6.9480E-01    7.0040E-01    7.0340E-01    7.0510E-01    7.0770E-01    )
(  4.0000E+00    4.8500E-02    7.6590E-01    7.9690E-01    7.6350E-01    6.6010E-01    6.9240E-01    7.0400E-01    7.2380E-01    7.3900E-01    7.6220E-01    7.7520E-01    7.9160E-01    8.0060E-01    8.1060E-01    8.1670E-01    8.2370E-01    8.2830E-01    8.3160E-01    8.3290E-01    8.3320E-01    )
(  5.0000E+00    3.6700E-02    5.0320E-01    8.3660E-01    6.9310E-01    7.8440E-01    8.1190E-01    8.2580E-01    8.4580E-01    8.6155E-01    8.8690E-01    9.0160E-01    9.1830E-01    9.2710E-01    9.3870E-01    9.4440E-01    9.5070E-01    9.5530E-01    9.5440E-01    9.5165E-01    9.5300E-01    )
(  6.0000E+00    3.4500E-02    3.2557E-01    8.1775E-01    8.5600E-01    9.0530E-01    9.3310E-01    9.4430E-01    9.6530E-01    9.8410E-01    1.0102E+00    1.0251E+00    1.0421E+00    1.0529E+00    1.0634E+00    1.0700E+00    1.0745E+00    1.0707E+00    1.0698E+00    1.0704E+00    1.0712E+00    )
(  7.0000E+00    2.8800E-02    1.4793E-01    7.9890E-01    9.8410E-01    1.0286E+00    1.0507E+00    1.0613E+00    1.0815E+00    1.1030E+00    1.1300E+00    1.1465E+00    1.1653E+00    1.1746E+00    1.1867E+00    1.1912E+00    1.1871E+00    1.1860E+00    1.1837E+00    1.1845E+00    1.1875E+00    )
