time,root_dist,x,y,z,rel_vel_mag,Re,alpha_deg,alpha_geom_deg,cl,cd,fx,fy,fz,end_effect_factor
47.05,0.366666666667,0.0294924412073,-0.726067560479,24.0522684952,32.4116674854,8351488.97477,6.98881478969,11.5167266028,1.18949252899,0.00863765550802,10472.4172106,-2912.53259682,-182.234408445,1
47.1,0.366666666667,0.0294924412073,-2.2469040594,23.9580929127,32.4016026416,8348895.57436,6.73438045771,11.5167266028,1.1588485415,0.00849458431616,10209.0083129,-2773.16696747,-350.712563174,1
47.15,0.366666666667,0.0294924412073,-3.75873098861,23.7678508751,32.3903867889,8346005.59438,6.53168385531,11.5167266028,1.13443381354,0.0083807356259,9996.78131525,-2650.42190332,-507.291780111,1
47.2,0.366666666667,0.0294924412073,-5.25548626904,23.4823052093,32.3803833695,8343428.02112,6.36365544249,11.5167266028,1.1141928838,0.00828651197726,9820.21480619,-2536.44538546,-654.231182999,1
47.25,0.366666666667,0.0294924412073,-6.73116825547,23.1026008878,32.3702864717,8340826.3614,6.26683115483,11.5167266028,1.10252783797,0.00823228930038,9715.78658636,-2446.47345761,-799.222714818,1
47.3,0.366666666667,0.0294924412073,-8.17985980172,22.630260438,32.3609915118,8338431.33634,6.19220492301,11.5167266028,1.09353611836,0.00819056432425,9634.39260471,-2358.26216583,-939.403769333,1
47.35,0.366666666667,0.0294924412073,-9.59575198713,22.0671778365,32.3545459421,8336770.51145,6.17727399188,11.5167266028,1.09173611824,0.00818224608463,9615.37524999,-2287.08544984,-1083.45966532,1
47.4,0.366666666667,0.0294924412073,-10.9731674089,21.4156109154,32.3499576708,8335588.25518,6.18874762105,11.5167266028,1.09311756427,0.00818867915761,9624.29469149,-2217.81551285,-1228.1958307,1
47.45,0.366666666667,0.0294924412073,-12.3065829473,20.6781723087,32.3465061895,8334698.9147,6.21424661343,11.5167266028,1.09618905339,0.00820293728005,9648.12449008,-2144.85968619,-1372.00921251,1
47.5,0.366666666667,0.0294924412073,-13.5906519119,19.8578189758,32.3473734809,8334922.38899,6.29137893835,11.5167266028,1.10548209796,0.0082460214825,9726.90823614,-2081.99012389,-1525.74765566,1
47.55,0.366666666667,0.0294924412073,-14.8202254809,18.9578403453,32.3500259245,8335605.84205,6.36255438958,11.5167266028,1.11405754654,0.00828579009265,9800.67009549,-2006.44868564,-1675.52639041,1
47.6,0.366666666667,0.0294924412073,-15.9903733464,17.9818451252,32.3564122782,8337251.40881,6.45085122866,11.5167266028,1.12469566879,0.008335171831,9894.00915757,-1926.48723443,-1827.75245917,1
47.65,0.366666666667,0.0294924412073,-17.0964034839,16.9337468323,32.366859936,8339943.44861,6.55552561689,11.5167266028,1.13730611947,0.00839381391247,10006.3929302,-1841.02063842,-1982.75631143,1
47.7,0.366666666667,0.0294924412073,-18.1338809664,15.8177481002,32.3792020322,8343123.62688,6.64503054019,11.5167266028,1.14808786633,0.00844409100197,10104.6029842,-1739.52374928,-2129.22462658,1
47.75,0.366666666667,0.0294924412073,-19.0986457473,14.6383238277,32.3937105635,8346862.02877,6.73012861124,11.5167266028,1.1583373116,0.00849204063517,10199.7443537,-1625.96958333,-2269.55843576,1
47.8,0.366666666667,0.0294924412073,-19.9868293411,13.4002032357,32.4117746311,8351516.58292,6.82362396179,11.5167266028,1.16959621774,0.00854490171087,10305.6790903,-1504.14194728,-2408.10778924,1
47.85,0.366666666667,0.0294924412073,-20.7948703354,12.1083509034,32.4312310234,8356529.89629,6.89842640068,11.5167266028,1.17860169677,0.00858744198303,10393.6923646,-1367.26098267,-2532.87718063,1
47.9,0.366666666667,0.0294924412073,-21.5195286712,10.7679468625,32.452847015,8362099.67191,6.95982286764,11.5167266028,1.18599065787,0.00862262797068,10469.6377025,-1218.1267002,-2644.58420186,1
47.95,0.366666666667,0.0294924412073,-22.157898635,9.38436582541,32.4738146015,8367502.3735,6.99781359565,11.5167266028,1.1905600454,0.00864470398047,10521.5886514,-1056.24357878,-2736.9761638,1
48,0.366666666667,0.0294924412073,-22.7074205097,7.96315563474,32.4964510472,8373335.08873,7.04275660011,11.5167266028,1.19516812924,0.00871234102105,10574.8123111,-887.945365872,-2820.71618251,1
48.05,0.366666666667,0.0294924412073,-23.1658908385,6.5100150172,32.5185229048,8379022.327,7.07295680852,11.5167266028,1.19823590084,0.00875942388436,10614.8587293,-711.70757304,-2887.76396039,1
48.1,0.366666666667,0.0294924412073,-23.5314712607,5.03077073323,32.5397639604,8384495.49315,7.0835966293,11.5167266028,1.19931360526,0.00877643136729,10637.7596131,-529.011093561,-2935.34500639,1
48.15,0.366666666667,0.0294924412073,-23.8026958828,3.53135421299,32.5601727341,8389754.20588,7.08460391461,11.5167266028,1.19941127253,0.00877861879094,10651.9265449,-342.645411981,-2967.07352429,1
48.2,0.366666666667,0.0294924412073,-23.9784771561,2.01777777266,32.5789195683,8394584.68798,7.07435130437,11.5167266028,1.19836327674,0.00876346743704,10655.39385,-154.114985933,-2981.79828295,1
48.25,0.366666666667,0.0294924412073,-24.0581102381,0.496110506464,32.5953651717,8398822.21373,7.04587549786,11.5167266028,1.19546080797,0.00872027369212,10641.7457116,34.8092903135,-2976.25422877,1
48.3,0.366666666667,0.0294924412073,-24.0412758185,-1.02754604903,32.6098674711,8402559.00985,7.0200446903,11.5167266028,1.19282778888,0.0086810865523,10629.046676,222.473230632,-2959.57846021,1
48.35,0.366666666667,0.0294924412073,-23.9280413994,-2.54708238064,32.6213478994,8405517.16281,6.98363278108,11.5167266028,1.18881490793,0.00864134452796,10602.6020187,407.333587835,-2925.15452447,1
48.4,0.366666666667,0.0294924412073,-23.7188610248,-4.05640549637,32.6299536179,8407734.59157,6.93477823157,11.5167266028,1.18293436903,0.00861370213479,10558.2657869,587.194562713,-2871.76250189,1
48.45,0.366666666667,0.0294924412073,-23.4145734601,-5.54946335683,32.6352746709,8409105.66313,6.89341554622,11.5167266028,1.17795638015,0.00859021522787,10519.4026802,762.763286776,-2810.41623648,1
48.5,0.366666666667,0.0294924412073,-23.0163988285,-7.02026914263,32.6377738722,8409749.63037,6.84718393189,11.5167266028,1.17239332428,0.00856385281244,10473.6996921,932.038348758,-2735.78890946,1
48.55,0.366666666667,0.0294924412073,-22.5259337189,-8.46292526003,32.637262918,8409617.97319,6.79456099316,11.5167266028,1.16606185969,0.00853375622905,10419.4883875,1093.60629979,-2647.82857937,1
48.6,0.366666666667,0.0294924412073,-21.945144784,-9.87164698905,32.6329196221,8408498.83955,6.75453755921,11.5167266028,1.16124682378,0.00851078368816,10375.723077,1250.22140269,-2555.3899923,1
48.65,0.366666666667,0.0294924412073,-21.276360854,-11.2407856788,32.6244854319,8406325.60836,6.71564782635,11.5167266028,1.15656844288,0.00848839518948,10330.531229,1399.50763791,-2453.73132011,1
48.7,0.366666666667,0.0294924412073,-20.5222635991,-12.5648513973,32.6139756609,8403617.56389,6.67868292823,11.5167266028,1.15212149471,0.00846709804719,10286.0229168,1541.32660962,-2344.02045454,1
48.75,0.366666666667,0.0294924412073,-19.6858767762,-13.8385349448,32.6013380607,8400361.24334,6.65409321992,11.5167266028,1.14916347647,0.00845285642338,10252.8827407,1678.2661571,-2230.71421125,1
48.8,0.366666666667,0.0294924412073,-18.7705541045,-15.0567291426,32.5881996545,8396975.88053,6.62885201389,11.5167266028,1.14612673792,0.00843826405226,10218.7927594,1806.84690091,-2109.24894319,1
