time,root_dist,x,y,z,rel_vel_mag,Re,alpha_deg,alpha_geom_deg,cl,cd,fx,fy,fz,end_effect_factor
0.05,0.933333333334,0.00296854269162,52.4152054793,-26.8792897387,75.4794112798,9252859.25447,8.26184288616,8.26184288616,1.33516703284,0.0109643216167,20749.0943352,1333.00953735,2683.51177606,1
0.1,0.933333333334,0.00296854269162,54.0113361951,-23.5079889552,75.4792725157,9252842.24367,8.04161501939,8.26184288616,1.32163645973,0.0107207435198,20549.69103,1118.96911252,2663.56812603,1
0.15,0.933333333334,0.00296854269162,55.3908938462,-20.0424265301,75.4797847061,9252905.03199,7.91019980953,8.26184288616,1.3122554052,0.0105787420651,20410.4814111,926.422549318,2666.45582176,1
0.2,0.933333333334,0.00296854269162,56.548346723,-16.4964985736,75.4801859936,9252954.22496,7.85143866037,8.26184288616,1.30778992245,0.0105159406179,20344.0568988,747.77366822,2690.81321788,1
0.25,0.933333333334,0.00296854269162,57.4790537051,-12.8844234431,75.4813383271,9253095.48706,7.84527213175,8.26184288616,1.30732204772,0.0105093370161,20337.6935393,575.340413139,2729.75250987,1
0.3,0.933333333334,0.00296854269162,58.179282871,-9.22068473103,75.4828635944,9253282.46631,7.85724637072,8.26184288616,1.30823311033,0.0105221155267,20352.1176251,402.311841241,2766.8551032,1
0.35,0.933333333334,0.00296854269162,58.6462264625,-5.519973189,75.4847852299,9253518.03548,7.88578258127,8.26184288616,1.31040318118,0.0105525883757,20385.5472757,227.575918374,2801.45512146,1
0.4,0.933333333334,0.00296854269162,58.8780121428,-1.7971278211,75.4871231427,9253804.63521,7.91472504748,8.26184288616,1.31260447094,0.010583490042,20419.6619895,50.0734284076,2825.24711078,1
0.45,0.933333333334,0.00296854269162,58.8737105047,1.932923617,75.4896506012,9254114.47093,7.93411693763,8.26184288616,1.31408008682,0.0106041828069,20443.0478199,-129.306016973,2832.89046196,1
0.5,0.933333333334,0.00296854269162,58.6333387966,5.65522447492,75.4927427102,9254493.52594,7.95888217724,8.26184288616,1.31596455241,0.0106306105934,20472.8375396,-309.758591518,2831.92469969,1
0.55,0.933333333334,0.00296854269162,58.157860854,9.35484918034,75.4954691313,9254827.75206,7.9699231266,8.26184288616,1.31680569697,0.0106423761964,20486.8648031,-489.386025984,2812.45223863,1
0.6,0.933333333334,0.00296854269162,57.4491832343,13.0169630871,75.4993765131,9255306.74962,7.99327054892,8.26184288616,1.31858311775,0.010667278117,20515.4989635,-669.294132056,2787.84400905,1
0.65,0.933333333334,0.00296854269162,56.5101475721,16.6268819588,75.502707547,9255715.09393,8.00308985733,8.26184288616,1.31928691561,0.0106778453209,20527.7796887,-845.938577038,2744.88816064,1
0.7,0.933333333334,0.00296854269162,55.3445191851,20.1701308491,75.5067464373,9256210.21283,8.01689854623,8.26184288616,1.32013831295,0.0106930651247,20542.5506903,-1020.44617796,2692.37372949,1
0.75,0.933333333334,0.00296854269162,53.9569719755,23.6325021429,75.5114712009,9256789.41148,8.03209036235,8.26184288616,1.32107520383,0.0107098046816,20558.9586228,-1191.99026304,2629.41510455,1
0.8,0.933333333334,0.00296854269162,52.3530696893,27.0001125258,75.5160020054,9257344.83309,8.03958567698,8.26184288616,1.32153908303,0.0107180353656,20568.2780136,-1357.89011283,2552.21578695,1
0.85,0.933333333334,0.00296854269162,50.5392436066,30.2594586529,75.5214530143,9258013.06058,8.04899819082,8.26184288616,1.32212144278,0.0107283734956,20579.850075,-1519.31681905,2465.40003278,1
0.9,0.933333333334,0.00296854269162,48.5227667538,33.3974712943,75.5277041701,9258779.37637,8.05960005355,8.26184288616,1.32277747666,0.0107400153778,20592.9485542,-1675.56050811,2368.8928691,1
0.95,0.933333333334,0.00296854269162,46.3117247404,36.4015677391,75.5344679333,9259608.53162,8.06692103249,8.26184288616,1.3232323176,0.0107480223131,20603.3581495,-1824.69606683,2261.2725709,1
1,0.933333333334,0.00296854269162,43.9149833375,39.25970225,75.5430278457,9260657.87292,8.07927895852,8.26184288616,1.32399797688,0.0107615731897,20619.3418381,-1968.6689504,2146.16893214,1
1.05,0.933333333334,0.00296854269162,41.3421529282,41.9604143635,75.5525177855,9261821.22431,8.08849596302,8.26184288616,1.32457135528,0.0107716380769,20632.9979346,-2104.32757294,2020.88758463,1
1.1,0.933333333334,0.00296854269162,38.6035499721,44.4928748436,75.5629829883,9263104.13109,8.09367183696,8.26184288616,1.3248971731,0.0107772219949,20643.5340655,-2230.56814392,1885.8100047,1
1.15,0.933333333334,0.00296854269162,35.7101556385,46.846929105,75.5751910029,9264600.68543,8.09967104186,8.26184288616,1.32527488312,0.0107836918766,20655.7938424,-2348.57280546,1743.16981462,1
1.2,0.933333333334,0.00296854269162,32.6735717749,49.0131379302,75.5895882556,9266365.61379,8.10405581828,8.26184288616,1.32555503733,0.0107883474673,20667.8142264,-2456.94209411,1592.81349359,1
1.25,0.933333333334,0.00296854269162,29.5059743858,50.9828153189,75.6059482861,9268371.15486,8.10717022554,8.26184288616,1.32575860531,0.0107915722835,20679.7813135,-2555.28354616,1435.49663722,1
1.3,0.933333333334,0.00296854269162,26.2200648099,52.7480633167,75.6231966764,9270485.59805,8.10497067874,8.26184288616,1.32563632658,0.0107889139745,20687.4184206,-2641.28363682,1271.02137482,1
1.35,0.933333333334,0.00296854269162,22.8290187906,54.3018036842,75.6416343694,9272745.83532,8.0970916261,8.26184288616,1.32516595203,0.0107799673956,20690.5542064,-2714.22941095,1100.41105281,1
1.4,0.933333333334,0.00296854269162,19.3464336442,55.6378062791,75.659078678,9274884.29572,8.08045017005,8.26184288616,1.32415640799,0.0107613594251,20685.1540626,-2772.05107041,924.292268477,1
1.45,0.933333333334,0.00296854269162,15.7862737382,56.7507140374,75.6759255001,9276949.51154,8.05842812957,8.26184288616,1.32281577387,0.0107368230715,20674.5043453,-2815.91178979,744.594766321,1
1.5,0.933333333334,0.00296854269162,12.1628144969,57.6360644546,75.6896235195,9278628.72238,8.0259385515,8.26184288616,1.32082956343,0.0107007759563,20652.5358846,-2842.94997658,562.029276129,1
1.55,0.933333333334,0.00296854269162,8.49058516026,58.2903074785,75.6999113023,9279889.87963,7.98885765744,8.26184288616,1.3183954061,0.0106601109595,20621.8995989,-2855.39941318,378.664412144,1
