   [1]radialPos       [2]xCoord       [3]yCoord       [4]zCoord          [5]aoa      [6]aoaGeom     [7]reynolds    [8]relVelMag  [9]fnMagPerSpn [10]faMagPerSpn   [11]fnVectorX   [12]fnVectorY          [13]cl          [14]cd 
   3.482927e-01    5.497212e-02   -1.443515e+00   -1.389900e+00    6.162100e+01    6.490982e+01    1.961228e+06    9.799347e+00   -2.000976e+01    7.612675e+01   -1.845292e+01    7.738228e+00    0.000000e+00    5.000000e-01 
   1.746585e+00    5.107377e-02   -1.971803e+00   -2.648525e+00    5.218962e+01    5.701404e+01    2.239742e+06    1.038526e+01   -3.934542e+01    8.682286e+01   -3.628419e+01    1.521577e+01    0.000000e+00    5.000000e-01 
   4.197439e+00    4.697271e-02   -2.897471e+00   -4.854697e+00    3.847073e+01    4.488144e+01    2.808073e+06    1.198139e+01   -8.552510e+01    1.083490e+02   -7.887091e+01    3.307449e+01    0.000000e+00    5.000000e-01 
   7.173293e+00    4.320498e-02   -4.021299e+00   -7.533509e+00    2.656623e+01    3.347067e+01    3.719004e+06    1.458693e+01   -1.199847e+02    9.966842e+01   -1.106495e+02    4.640082e+01    0.000000e+00    3.500000e-01 
   1.067415e+01    3.927159e-02   -5.343438e+00   -1.068490e+01    1.762983e+01    2.424730e+01    4.972641e+06    1.817603e+01    5.651980e+02    1.073624e+03    5.212233e+02   -2.185749e+02    1.628365e+00    7.589904e-02 
   1.470000e+01    3.504121e-02   -6.864021e+00   -1.430881e+01    1.192272e+01    1.794455e+01    6.327305e+06    2.264853e+01    7.545281e+02    1.782417e+03    6.958228e+02   -2.917931e+02    1.640042e+00    1.770360e-02 
   1.890000e+01    3.168268e-02   -8.450270e+00   -1.808953e+01    8.718412e+00    1.408579e+01    7.465843e+06    2.751903e+01    7.501392e+02    2.245907e+03    6.917754e+02   -2.900958e+02    1.399488e+00    1.078156e-02 
   2.310000e+01    2.949244e-02   -1.003630e+01   -2.187033e+01    6.728258e+00    1.151673e+01    8.369727e+06    3.248245e+01    6.844585e+02    2.500907e+03    6.312049e+02   -2.646956e+02    1.158102e+00    8.492763e-03 
   2.730000e+01    2.709969e-02   -1.162230e+01   -2.565115e+01    5.666421e+00    9.937847e+00    9.117970e+06    3.750103e+01    7.104353e+02    3.081206e+03    6.551607e+02   -2.747415e+02    1.122920e+00    9.275638e-03 
   3.150000e+01    2.438434e-02   -1.320828e+01   -2.943198e+01    5.197418e+00    9.032682e+00    9.690317e+06    4.254868e+01    7.129043e+02    3.569905e+03    6.574376e+02   -2.756963e+02    1.072127e+00    8.668761e-03 
   3.570000e+01    2.135690e-02   -1.479420e+01   -3.321283e+01    5.092321e+00    8.547204e+00    1.012432e+07    4.762034e+01    7.572353e+02    4.307460e+03    6.983194e+02   -2.928401e+02    1.101522e+00    9.233736e-03 
   3.990000e+01    1.801684e-02   -1.638008e+01   -3.699371e+01    5.226812e+00    8.343065e+00    1.042050e+07    5.271059e+01    7.854072e+02    4.988548e+03    7.242994e+02   -3.037348e+02    1.116415e+00    9.347806e-03 
   4.410000e+01    1.471964e-02   -1.796588e+01   -4.077461e+01    5.455118e+00    8.250392e+00    1.056630e+07    5.781625e+01    7.966307e+02    5.509195e+03    7.346497e+02   -3.080752e+02    1.106458e+00    7.677883e-03 
   4.830000e+01    1.171234e-02   -1.955160e+01   -4.455555e+01    5.712847e+00    8.165291e+00    1.056182e+07    6.293550e+01    8.209304e+02    6.133555e+03    7.570587e+02   -3.174724e+02    1.130469e+00    7.989113e-03 
   5.232585e+01    8.605049e-03   -2.107153e+01   -4.817974e+01    6.068557e+00    8.155457e+00    1.042452e+07    6.785154e+01    8.505163e+02    6.721949e+03    7.843427e+02   -3.289139e+02    1.163196e+00    8.420200e-03 
   5.582671e+01    5.371978e-03   -2.239322e+01   -5.133131e+01    6.508744e+00    8.239181e+00    1.015647e+07    7.213253e+01    8.802827e+02    7.197159e+03    8.117932e+02   -3.404253e+02    1.201810e+00    8.952600e-03 
   5.880000e+01    2.968543e-03   -2.351571e+01   -5.400797e+01    6.868867e+00    8.261843e+00    9.288764e+06    7.577230e+01    8.522180e+02    7.088557e+03    7.859121e+02   -3.295720e+02    1.231769e+00    9.441320e-03 
   6.124829e+01    1.772336e-03   -2.443999e+01   -5.621202e+01    7.053092e+00    8.179789e+00    6.964155e+06    7.877097e+01    6.613438e+02    5.569638e+03    6.098887e+02   -2.557567e+02    1.241525e+00    9.867485e-03 
   6.264915e+01    7.038778e-04   -2.496883e+01   -5.747312e+01    7.152991e+00    8.130277e+00    4.379709e+06    8.048812e+01    4.221288e+02    3.578251e+03    3.892855e+02   -1.632468e+02    1.241129e+00    1.014847e-02 
