   [1]radialPos        [2]errFn        [3]errFa 
   0.000000e+00            -Inf             Inf 
   6.363636e-01    1.876800e-01    7.674594e-01 
   1.272727e+00   -1.953443e-01   -6.068809e-02 
   1.909091e+00   -2.140777e-01   -2.466260e-01 
   2.545455e+00   -1.206336e-01   -2.711352e-01 
   3.181818e+00   -6.931171e-02   -2.825001e-01 
   3.818182e+00   -4.074416e-02   -2.840596e-01 
   4.454545e+00   -6.392901e-02   -3.057966e-01 
   5.090909e+00   -1.149134e-01   -3.488130e-01 
   5.727273e+00   -1.581686e-01   -3.860350e-01 
   6.363636e+00   -1.557129e-01   -3.905634e-01 
   7.000000e+00   -1.474556e-01   -3.898985e-01 
   7.636364e+00   -7.818034e-01    3.459830e-01 
   8.272727e+00   -1.685578e+00    1.290522e+00 
   8.909091e+00   -3.279246e+00    1.366005e+00 
   9.545455e+00   -1.314458e+01    1.130791e+00 
   1.018182e+01    8.911870e+00    9.665513e-01 
   1.081818e+01    2.335563e+00    6.759176e-01 
   1.145455e+01    1.035661e+00    4.491863e-01 
   1.209091e+01    5.771211e-01    3.155526e-01 
   1.272727e+01    3.674622e-01    2.322336e-01 
   1.336364e+01    2.193820e-01    1.688754e-01 
   1.400000e+01    1.321893e-01    1.011573e-01 
   1.463636e+01    7.482450e-02    3.880460e-02 
   1.527273e+01   -9.047563e-03   -3.012075e-02 
   1.590909e+01   -4.391201e-02   -5.635566e-02 
   1.654545e+01   -4.816218e-02   -5.786528e-02 
   1.718182e+01   -5.237901e-02   -5.926741e-02 
   1.781818e+01   -5.482320e-02   -5.916461e-02 
   1.845455e+01   -5.470760e-02   -5.706219e-02 
   1.909091e+01   -5.793476e-02   -5.884907e-02 
   1.972727e+01   -6.897063e-02   -6.912812e-02 
   2.036364e+01   -8.001607e-02   -7.933187e-02 
   2.100000e+01   -9.107565e-02   -8.898105e-02 
   2.163636e+01   -1.021494e-01   -9.811967e-02 
   2.227273e+01   -1.139595e-01   -1.082896e-01 
   2.290909e+01   -1.261406e-01   -1.186773e-01 
   2.354545e+01   -1.263859e-01   -1.168609e-01 
   2.418182e+01   -1.217537e-01   -1.108636e-01 
   2.481818e+01   -1.187226e-01   -1.091513e-01 
   2.545455e+01   -1.157076e-01   -1.075399e-01 
   2.609091e+01   -1.127087e-01   -1.060207e-01 
   2.672727e+01   -1.106257e-01   -1.063724e-01 
   2.736364e+01   -1.097677e-01   -1.086455e-01 
   2.800000e+01   -1.123764e-01   -1.138913e-01 
   2.863636e+01   -1.149615e-01   -1.188343e-01 
   2.927273e+01   -1.149049e-01   -1.204425e-01 
   2.990909e+01   -1.144323e-01   -1.214989e-01 
   3.054545e+01   -1.139607e-01   -1.225066e-01 
   3.118182e+01   -1.135045e-01   -1.239008e-01 
   3.181818e+01   -1.090880e-01   -1.226603e-01 
   3.245455e+01   -1.006563e-01   -1.169992e-01 
   3.309091e+01   -9.224411e-02   -1.116046e-01 
   3.372727e+01   -8.405126e-02   -1.076930e-01 
   3.436364e+01   -7.610730e-02   -1.053253e-01 
   3.500000e+01   -6.818901e-02   -1.030742e-01 
   3.563636e+01   -6.029630e-02   -1.009313e-01 
   3.627273e+01   -5.415983e-02   -9.962086e-02 
   3.690909e+01   -4.812917e-02   -9.834809e-02 
   3.754545e+01   -4.210860e-02   -9.713044e-02 
   3.818182e+01   -3.603476e-02   -9.599271e-02 
   3.881818e+01   -2.950958e-02   -9.510287e-02 
   3.945455e+01   -2.298825e-02   -9.424964e-02 
   4.009091e+01   -1.751147e-02   -9.482699e-02 
   4.072727e+01   -1.435123e-02   -9.452947e-02 
   4.136364e+01   -1.108508e-02   -9.048699e-02 
   4.200000e+01   -7.819387e-03   -8.653283e-02 
   4.263636e+01   -4.554157e-03   -8.266411e-02 
   4.327273e+01   -2.189384e-03   -7.935836e-02 
   4.390909e+01    1.598621e-04   -7.613167e-02 
   4.454545e+01    4.166450e-03   -7.109754e-02 
   4.518182e+01    9.640962e-03   -6.771121e-02 
   4.581818e+01    1.573084e-02   -6.626270e-02 
   4.645455e+01    2.182541e-02   -6.485726e-02 
   4.709091e+01    2.799000e-02   -6.347866e-02 
   4.772727e+01    3.437147e-02   -6.209434e-02 
   4.836364e+01    4.075948e-02   -6.083003e-02 
   4.900000e+01    4.716155e-02   -6.030145e-02 
   4.963636e+01    5.394936e-02   -5.951406e-02 
   5.027273e+01    6.075124e-02   -5.874762e-02 
   5.090909e+01    6.757455e-02   -5.799452e-02 
   5.154545e+01    7.467062e-02   -5.702699e-02 
   5.218182e+01    8.178497e-02   -5.608373e-02 
   5.281818e+01    8.852092e-02   -5.612792e-02 
   5.345455e+01    9.541747e-02   -5.620277e-02 
   5.409091e+01    1.023360e-01   -5.627586e-02 
   5.472727e+01    1.094898e-01   -5.612311e-02 
   5.536364e+01    1.168800e-01   -5.575631e-02 
   5.600000e+01    1.198262e-01   -5.926421e-02 
   5.663636e+01    1.123267e-01   -6.892402e-02 
   5.727273e+01    1.047727e-01   -7.847342e-02 
   5.790909e+01    9.804719e-02   -8.642501e-02 
   5.854545e+01    9.148508e-02   -9.393923e-02 
   5.918182e+01    6.644219e-02   -1.021776e-01 
   5.981818e+01    2.196345e-02   -1.228106e-01 
   6.045455e+01   -8.053693e-03   -1.283513e-01 
   6.109091e+01   -3.429784e-02   -1.307615e-01 
   6.172727e+01   -1.019227e-01   -1.697157e-01 
   6.236364e+01   -1.288654e-01   -1.561630e-01 
   6.300000e+01   -1.078270e-01   -8.924399e-02 
