   [1]radialPos        [2]errFn        [3]errFa 
   0.000000e+00            -Inf             Inf 
   6.363636e-01    2.012618e-01    7.747536e-01 
   1.272727e+00   -1.878175e-01   -5.710704e-02 
   1.909091e+00   -2.076835e-01   -2.438295e-01 
   2.545455e+00   -1.141328e-01   -2.681376e-01 
   3.181818e+00   -6.287684e-02   -2.792942e-01 
   3.818182e+00   -3.443186e-02   -2.806333e-01 
   4.454545e+00   -5.809458e-02   -3.023104e-01 
   5.090909e+00   -1.097743e-01   -3.454398e-01 
   5.727273e+00   -1.535896e-01   -3.827538e-01 
   6.363636e+00   -1.513899e-01   -3.872027e-01 
   7.000000e+00   -1.433288e-01   -3.864263e-01 
   7.636364e+00   -7.825872e-01    3.532246e-01 
   8.272727e+00   -1.693237e+00    1.302567e+00 
   8.909091e+00   -3.300038e+00    1.378334e+00 
   9.545455e+00   -1.324854e+01    1.141840e+00 
   1.018182e+01    8.994109e+00    9.767179e-01 
   1.081818e+01    2.363861e+00    6.848595e-01 
   1.145455e+01    1.055551e+00    4.579093e-01 
   1.209091e+01    5.943688e-01    3.242191e-01 
   1.272727e+01    3.838665e-01    2.409431e-01 
   1.336364e+01    2.351906e-01    1.776175e-01 
   1.400000e+01    1.478730e-01    1.097847e-01 
   1.463636e+01    9.059198e-02    4.726645e-02 
   1.527273e+01    7.547026e-03   -2.083555e-02 
   1.590909e+01   -2.577657e-02   -4.595712e-02 
   1.654545e+01   -2.798996e-02   -4.621745e-02 
   1.718182e+01   -3.018599e-02   -4.645924e-02 
   1.781818e+01   -3.058054e-02   -4.525507e-02 
   1.845455e+01   -2.835269e-02   -4.208965e-02 
   1.909091e+01   -2.945422e-02   -4.265065e-02 
   1.972727e+01   -3.833675e-02   -5.126482e-02 
   2.036364e+01   -4.722595e-02   -5.990529e-02 
   2.100000e+01   -5.612653e-02   -6.807614e-02 
   2.163636e+01   -6.503851e-02   -7.581467e-02 
   2.227273e+01   -7.471611e-02   -8.469641e-02 
   2.290909e+01   -8.478313e-02   -9.388604e-02 
   2.354545e+01   -8.344679e-02   -9.133831e-02 
   2.418182e+01   -7.747319e-02   -8.483296e-02 
   2.481818e+01   -7.318543e-02   -8.275673e-02 
   2.545455e+01   -6.892046e-02   -8.080284e-02 
   2.609091e+01   -6.467811e-02   -7.896077e-02 
   2.672727e+01   -6.140815e-02   -7.906209e-02 
   2.736364e+01   -5.940249e-02   -8.111674e-02 
   2.800000e+01   -6.073194e-02   -8.588145e-02 
   2.863636e+01   -6.204938e-02   -9.037116e-02 
   2.927273e+01   -6.057584e-02   -9.145072e-02 
   2.990909e+01   -5.866440e-02   -9.198789e-02 
   3.054545e+01   -5.675705e-02   -9.250035e-02 
   3.118182e+01   -5.486910e-02   -9.343650e-02 
   3.181818e+01   -4.913958e-02   -9.196798e-02 
   3.245455e+01   -3.950868e-02   -8.622448e-02 
   3.309091e+01   -2.990013e-02   -8.075136e-02 
   3.372727e+01   -2.052751e-02   -7.680763e-02 
   3.436364e+01   -1.142286e-02   -7.445615e-02 
   3.500000e+01   -2.347644e-03   -7.222048e-02 
   3.563636e+01    6.698272e-03   -7.009228e-02 
   3.627273e+01    1.351890e-02   -6.894757e-02 
   3.690909e+01    2.018776e-02   -6.784627e-02 
   3.754545e+01    2.684548e-02   -6.679266e-02 
   3.818182e+01    3.355996e-02   -6.581297e-02 
   3.881818e+01    4.075815e-02   -6.508125e-02 
   3.945455e+01    4.795210e-02   -6.437963e-02 
   4.009091e+01    5.363477e-02   -6.538635e-02 
   4.072727e+01    5.592112e-02   -6.602310e-02 
   4.136364e+01    5.832121e-02   -6.277225e-02 
   4.200000e+01    6.072095e-02   -5.959242e-02 
   4.263636e+01    6.312036e-02   -5.648130e-02 
   4.327273e+01    6.455923e-02   -5.393022e-02 
   4.390909e+01    6.598365e-02   -5.144162e-02 
   4.454545e+01    6.932140e-02   -4.695939e-02 
   4.518182e+01    7.428615e-02   -4.410006e-02 
   4.581818e+01    7.990553e-02   -4.321033e-02 
   4.645455e+01    8.552924e-02   -4.234706e-02 
   4.709091e+01    9.122662e-02   -4.149440e-02 
   4.772727e+01    9.715328e-02   -4.061982e-02 
   4.836364e+01    1.030849e-01   -3.984686e-02 
   4.900000e+01    1.090222e-01   -3.976073e-02 
   4.963636e+01    1.153666e-01   -3.939776e-02 
   5.027273e+01    1.217242e-01   -3.904445e-02 
   5.090909e+01    1.281027e-01   -3.869351e-02 
   5.154545e+01    1.347675e-01   -3.811302e-02 
   5.218182e+01    1.414494e-01   -3.754709e-02 
   5.281818e+01    1.473881e-01   -3.808914e-02 
   5.345455e+01    1.533923e-01   -3.868269e-02 
   5.409091e+01    1.594158e-01   -3.926227e-02 
   5.472727e+01    1.656823e-01   -3.960031e-02 
   5.536364e+01    1.721925e-01   -3.970956e-02 
   5.600000e+01    1.739759e-01   -4.382884e-02 
   5.663636e+01    1.646320e-01   -5.441056e-02 
   5.727273e+01    1.552202e-01   -6.487135e-02 
   5.790909e+01    1.466625e-01   -7.370323e-02 
   5.854545e+01    1.382613e-01   -8.208574e-02 
   5.918182e+01    1.110106e-01   -9.098631e-02 
   5.981818e+01    6.375185e-02   -1.123240e-01 
   6.045455e+01    3.148334e-02   -1.184348e-01 
   6.109091e+01    3.040136e-03   -1.214469e-01 
   6.172727e+01   -6.855863e-02   -1.614999e-01 
   6.236364e+01   -9.844646e-02   -1.488220e-01 
   6.300000e+01   -7.989259e-02   -8.305499e-02 
