   [1]radialPos        [2]errFn        [3]errFa 
   0.000000e+00            -Inf             Inf 
   6.363636e-01    1.999179e-01    7.738222e-01 
   1.272727e+00   -1.886023e-01   -5.754374e-02 
   1.909091e+00   -2.083983e-01   -2.441613e-01 
   2.545455e+00   -1.149480e-01   -2.685036e-01 
   3.181818e+00   -6.375001e-02   -2.796938e-01 
   3.818182e+00   -3.533932e-02   -2.810670e-01 
   4.454545e+00   -5.897102e-02   -3.027406e-01 
   5.090909e+00   -1.105769e-01   -3.458218e-01 
   5.727273e+00   -1.543316e-01   -3.830931e-01 
   6.363636e+00   -1.521154e-01   -3.875179e-01 
   7.000000e+00   -1.440449e-01   -3.867195e-01 
   7.636364e+00   -7.825377e-01    3.519766e-01 
   8.272727e+00   -1.692107e+00    1.300090e+00 
   8.909091e+00   -3.296875e+00    1.375632e+00 
   9.545455e+00   -1.323255e+01    1.139339e+00 
   1.018182e+01    8.981393e+00    9.743696e-01 
   1.081818e+01    2.359655e+00    6.828457e-01 
   1.145455e+01    1.053040e+00    4.561880e-01 
   1.209091e+01    5.924611e-01    3.226716e-01 
   1.272727e+01    3.822426e-01    2.395055e-01 
   1.336364e+01    2.337672e-01    1.762635e-01 
   1.400000e+01    1.465723e-01    1.085171e-01 
   1.463636e+01    8.937553e-02    4.607711e-02 
   1.527273e+01    5.994730e-03   -2.222614e-02 
   1.590909e+01   -2.773823e-02   -4.759243e-02 
   1.654545e+01   -3.040528e-02   -4.811208e-02 
   1.718182e+01   -3.305141e-02   -4.859473e-02 
   1.781818e+01   -3.389865e-02   -4.761839e-02 
   1.845455e+01   -3.213182e-02   -4.467177e-02 
   1.909091e+01   -3.360728e-02   -4.541633e-02 
   1.972727e+01   -4.265955e-02   -5.415236e-02 
   2.036364e+01   -5.171872e-02   -6.290642e-02 
   2.100000e+01   -6.078949e-02   -7.118470e-02 
   2.163636e+01   -6.987187e-02   -7.902496e-02 
   2.227273e+01   -7.971602e-02   -8.799763e-02 
   2.290909e+01   -8.994731e-02   -9.727042e-02 
   2.354545e+01   -8.874567e-02   -9.479198e-02 
   2.418182e+01   -8.289261e-02   -8.834605e-02 
   2.481818e+01   -7.871518e-02   -8.631031e-02 
   2.545455e+01   -7.455995e-02   -8.439452e-02 
   2.609091e+01   -7.042676e-02   -8.258837e-02 
   2.672727e+01   -6.725946e-02   -8.271631e-02 
   2.736364e+01   -6.536361e-02   -8.479822e-02 
   2.800000e+01   -6.692182e-02   -8.966463e-02 
   2.863636e+01   -6.846595e-02   -9.425017e-02 
   2.927273e+01   -6.723677e-02   -9.543403e-02 
   2.990909e+01   -6.557218e-02   -9.607270e-02 
   3.054545e+01   -6.391116e-02   -9.668198e-02 
   3.118182e+01   -6.226888e-02   -9.770849e-02 
   3.181818e+01   -5.666868e-02   -9.625104e-02 
   3.245455e+01   -4.705170e-02   -9.045446e-02 
   3.309091e+01   -3.745704e-02   -8.493076e-02 
   3.372727e+01   -2.809662e-02   -8.093307e-02 
   3.436364e+01   -1.900228e-02   -7.852402e-02 
   3.500000e+01   -9.937343e-03   -7.623362e-02 
   3.563636e+01   -9.016716e-04   -7.405331e-02 
   3.627273e+01    5.894271e-03   -7.286390e-02 
   3.690909e+01    1.253611e-02   -7.172087e-02 
   3.754545e+01    1.916683e-02   -7.062733e-02 
   3.818182e+01    2.585387e-02   -6.960928e-02 
   3.881818e+01    3.302099e-02   -6.883997e-02 
   3.945455e+01    4.018387e-02   -6.810230e-02 
   4.009091e+01    4.587839e-02   -6.904373e-02 
   4.072727e+01    4.827572e-02   -6.956338e-02 
   4.136364e+01    5.078593e-02   -6.621318e-02 
   4.200000e+01    5.329579e-02   -6.293617e-02 
   4.263636e+01    5.580529e-02   -5.972996e-02 
   4.327273e+01    5.736074e-02   -5.708419e-02 
   4.390909e+01    5.890158e-02   -5.450297e-02 
   4.454545e+01    6.235871e-02   -4.994508e-02 
   4.518182e+01    6.743877e-02   -4.701075e-02 
   4.581818e+01    7.316931e-02   -4.604239e-02 
   4.645455e+01    7.890427e-02   -4.510282e-02 
   4.709091e+01    8.471258e-02   -4.417616e-02 
   4.772727e+01    9.074895e-02   -4.322982e-02 
   4.836364e+01    9.679336e-02   -4.238566e-02 
   4.900000e+01    1.028700e-01   -4.221722e-02 
   4.963636e+01    1.093518e-01   -4.177490e-02 
   5.027273e+01    1.158470e-01   -4.134435e-02 
   5.090909e+01    1.223633e-01   -4.091820e-02 
   5.154545e+01    1.291649e-01   -4.026500e-02 
   5.218182e+01    1.359840e-01   -3.962818e-02 
   5.281818e+01    1.421468e-01   -4.007108e-02 
   5.345455e+01    1.483999e-01   -4.055971e-02 
   5.409091e+01    1.546730e-01   -4.103684e-02 
   5.472727e+01    1.611891e-01   -4.127521e-02 
   5.536364e+01    1.679489e-01   -4.128740e-02 
   5.600000e+01    1.700110e-01   -4.529995e-02 
   5.663636e+01    1.610168e-01   -5.575173e-02 
   5.727273e+01    1.519573e-01   -6.608406e-02 
   5.790909e+01    1.437521e-01   -7.479071e-02 
   5.854545e+01    1.357061e-01   -8.304940e-02 
   5.918182e+01    1.084073e-01   -9.194090e-02 
   5.981818e+01    6.083120e-02   -1.133381e-01 
   6.045455e+01    2.817492e-02   -1.195344e-01 
   6.109091e+01   -7.139946e-04   -1.226481e-01 
   6.172727e+01   -7.160424e-02   -1.625189e-01 
   6.236364e+01   -1.003436e-01   -1.495639e-01 
   6.300000e+01   -8.008517e-02   -8.335088e-02 
