   [1]radialPos       [2]xCoord       [3]yCoord       [4]zCoord          [5]aoa      [6]aoaGeom     [7]reynolds    [8]relVelMag  [9]fnMagPerSpn [10]faMagPerSpn   [11]fnVectorX   [12]fnVectorY          [13]cl          [14]cd 
   3.482927e-01    5.497212e-02   -2.626111e-01   -1.986603e+00    6.246870e+01    6.490982e+01    1.955756e+06    9.772007e+00   -1.874288e+01    7.599443e+01   -1.803447e+01   -5.104256e+00    0.000000e+00    5.000000e-01 
   1.746585e+00    5.107377e-02    1.086899e-01   -3.300133e+00    5.298309e+01    5.701404e+01    2.228690e+06    1.033401e+01   -3.774094e+01    8.650444e+01   -3.631447e+01   -1.027800e+01    0.000000e+00    5.000000e-01 
   4.197439e+00    4.697271e-02    7.597880e-01   -5.602334e+00    3.913401e+01    4.488144e+01    2.789506e+06    1.190217e+01   -8.313884e+01    1.078946e+02   -7.999651e+01   -2.264123e+01    0.000000e+00    5.000000e-01 
   7.173293e+00    4.320498e-02    1.550492e+00   -8.397653e+00    2.706864e+01    3.347067e+01    3.691821e+06    1.448031e+01   -1.173627e+02    9.925147e+01   -1.129268e+02   -3.196143e+01    0.000000e+00    3.500000e-01 
   1.067415e+01    3.927159e-02    2.480644e+00   -1.168614e+01    1.796809e+01    2.424730e+01    4.935119e+06    1.803888e+01    5.624544e+02    1.058025e+03    5.411957e+02    1.531734e+02    1.632539e+00    7.918216e-02 
   1.470000e+01    3.504121e-02    3.550107e+00   -1.546782e+01    1.217692e+01    1.794455e+01    6.285171e+06    2.249771e+01    7.577217e+02    1.770733e+03    7.290827e+02    2.063507e+02    1.653936e+00    1.876852e-02 
   1.890000e+01    3.168268e-02    4.665945e+00   -1.941306e+01    8.904867e+00    1.408579e+01    7.420371e+06    2.735142e+01    7.574645e+02    2.243618e+03    7.288353e+02    2.062806e+02    1.416790e+00    1.093982e-02 
   2.310000e+01    2.949244e-02    5.782015e+00   -2.335823e+01    6.887901e+00    1.151673e+01    8.323587e+06    3.230338e+01    6.953173e+02    2.512577e+03    6.690370e+02    1.893560e+02    1.177360e+00    8.578051e-03 
   2.730000e+01    2.709969e-02    6.898113e+00   -2.730340e+01    5.800571e+00    9.937847e+00    9.070667e+06    3.730648e+01    7.191229e+02    3.086711e+03    6.919428e+02    1.958390e+02    1.137290e+00    9.464746e-03 
   3.150000e+01    2.438434e-02    8.014236e+00   -3.124856e+01    5.319704e+00    9.032682e+00    9.643018e+06    4.234100e+01    7.222036e+02    3.577514e+03    6.949070e+02    1.966780e+02    1.085433e+00    8.824980e-03 
   3.570000e+01    2.135690e-02    9.130408e+00   -3.519370e+01    5.196412e+00    8.547204e+00    1.007674e+07    4.739656e+01    7.656048e+02    4.309254e+03    7.366678e+02    2.084975e+02    1.112768e+00    9.333543e-03 
   3.990000e+01    1.801684e-02    1.024664e+01   -3.913883e+01    5.322563e+00    8.343065e+00    1.037298e+07    5.247019e+01    7.938029e+02    4.987692e+03    7.638002e+02    2.161767e+02    1.126773e+00    9.438087e-03 
   4.410000e+01    1.471964e-02    1.136295e+01   -4.308393e+01    5.539888e+00    8.250392e+00    1.051907e+07    5.755783e+01    8.030658e+02    5.497883e+03    7.727130e+02    2.186992e+02    1.114356e+00    7.779796e-03 
   4.830000e+01    1.171234e-02    1.247934e+01   -4.702901e+01    5.771497e+00    8.165291e+00    1.051474e+07    6.265494e+01    8.236254e+02    6.107464e+03    7.924955e+02    2.242982e+02    1.135916e+00    8.060324e-03 
   5.232585e+01    8.605049e-03    1.354948e+01   -5.081051e+01    6.112413e+00    8.155457e+00    1.037788e+07    6.754794e+01    8.506808e+02    6.683319e+03    8.185283e+02    2.316662e+02    1.167042e+00    8.473324e-03 
   5.582671e+01    5.371978e-03    1.448010e+01   -5.409886e+01    6.549856e+00    8.239181e+00    1.011052e+07    7.180620e+01    8.799017e+02    7.152668e+03    8.466448e+02    2.396240e+02    1.205364e+00    9.004025e-03 
   5.880000e+01    2.968543e-03    1.527051e+01   -5.689167e+01    6.899293e+00    8.261843e+00    9.246043e+06    7.542381e+01    8.497652e+02    7.037622e+03    8.176473e+02    2.314169e+02    1.234321e+00    9.481901e-03 
   6.124829e+01    1.772336e-03    1.592137e+01   -5.919133e+01    7.087956e+00    8.179789e+00    6.931600e+06    7.840275e+01    6.596045e+02    5.527304e+03    6.346739e+02    1.796303e+02    1.243775e+00    9.912989e-03 
   6.264915e+01    7.038778e-04    1.629378e+01   -6.050715e+01    7.190573e+00    8.130277e+00    4.358988e+06    8.010732e+01    4.209955e+02    3.549755e+03    4.050835e+02    1.146499e+02    1.243069e+00    1.021029e-02 
