   [1]radialPos       [2]xCoord       [3]yCoord       [4]zCoord          [5]aoa      [6]aoaGeom     [7]reynolds    [8]relVelMag  [9]fnMagPerSpn [10]faMagPerSpn   [11]fnVectorX   [12]fnVectorY          [13]cl          [14]cd 
   3.482927e-01    5.497212e-02   -1.758394e+00    9.610455e-01    6.071460e+01    6.490982e+01    1.969102e+06    9.838690e+00   -2.141758e+01    7.640417e+01    1.987801e+00    2.132513e+01    0.000000e+00    5.000000e-01 
   1.746585e+00    5.107377e-02   -3.117460e+00    1.088178e+00    5.137550e+01    5.701404e+01    2.252172e+06    1.044290e+01   -4.105019e+01    8.720962e+01    3.809937e+00    4.087300e+01    0.000000e+00    5.000000e-01 
   4.197439e+00    4.697271e-02   -5.499590e+00    1.310698e+00    3.787596e+01    4.488144e+01    2.829360e+06    1.207222e+01   -8.797978e+01    1.090876e+02    8.165552e+00    8.760003e+01    0.000000e+00    5.000000e-01 
   7.173293e+00    4.320498e-02   -8.392011e+00    1.580747e+00    2.617550e+01    3.347067e+01    3.745708e+06    1.469166e+01   -1.224086e+02    1.002713e+02    1.136095e+01    1.218802e+02    0.000000e+00    3.500000e-01 
   1.067415e+01    3.927159e-02   -1.179471e+01    1.898486e+00    1.738396e+01    2.424730e+01    5.000360e+06    1.827735e+01    5.672685e+02    1.085244e+03   -5.264915e+01   -5.648200e+02    1.625398e+00    7.350818e-02 
   1.470000e+01    3.504121e-02   -1.570767e+01    2.264060e+00    1.179995e+01    1.794455e+01    6.354408e+06    2.274554e+01    7.538584e+02    1.790582e+03   -6.996687e+01   -7.506046e+02    1.632186e+00    1.730669e-02 
   1.890000e+01    3.168268e-02   -1.978990e+01    2.645329e+00    8.656394e+00    1.408579e+01    7.487905e+06    2.760035e+01    7.490783e+02    2.250792e+03   -6.952322e+01   -7.458450e+02    1.393780e+00    1.072753e-02 
   2.310000e+01    2.949244e-02   -2.387216e+01    3.026358e+00    6.711167e+00    1.151673e+01    8.388305e+06    3.255455e+01    6.855102e+02    2.507750e+03   -6.362336e+01   -6.825513e+02    1.156037e+00    8.484494e-03 
   2.730000e+01    2.709969e-02   -2.795442e+01    3.407359e+00    5.678407e+00    9.937847e+00    9.132884e+06    3.756237e+01    7.142105e+02    3.094701e+03   -6.628708e+01   -7.111277e+02    1.124210e+00    9.292565e-03 
   3.150000e+01    2.438434e-02   -3.203668e+01    3.788333e+00    5.239959e+00    9.032682e+00    9.702507e+06    4.260220e+01    7.203781e+02    3.593766e+03   -6.685951e+01   -7.172688e+02    1.076739e+00    8.725254e-03 
   3.570000e+01    2.135690e-02   -3.611895e+01    4.169257e+00    5.168779e+00    8.547204e+00    1.013376e+07    4.766475e+01    7.701629e+02    4.347010e+03   -7.148012e+01   -7.668387e+02    1.109826e+00    9.305303e-03 
   3.990000e+01    1.801684e-02   -4.020122e+01    4.550122e+00    5.346232e+00    8.343065e+00    1.042728e+07    5.274488e+01    8.061097e+02    5.051492e+03   -7.481640e+01   -8.026303e+02    1.129406e+00    9.457143e-03 
   4.410000e+01    1.471964e-02   -4.428350e+01    4.930902e+00    5.618156e+00    8.250392e+00    1.057046e+07    5.783901e+01    8.236521e+02    5.586977e+03   -7.644454e+01   -8.200970e+02    1.121649e+00    7.874770e-03 
   4.830000e+01    1.171234e-02   -4.836578e+01    5.311600e+00    5.901674e+00    8.165291e+00    1.056321e+07    6.294376e+01    8.538948e+02    6.227941e+03   -7.925142e+01   -8.502091e+02    1.148062e+00    8.217165e-03 
   5.232585e+01    8.605049e-03   -5.227881e+01    5.676469e+00    6.257223e+00    8.155457e+00    1.042335e+07    6.784389e+01    8.844117e+02    6.814267e+03   -8.208374e+01   -8.805943e+02    1.179922e+00    8.642639e-03 
   5.582671e+01    5.371978e-03   -5.568155e+01    5.993728e+00    6.669426e+00    8.239181e+00    1.015323e+07    7.210950e+01    9.099880e+02    7.274930e+03   -8.445752e+01   -9.060602e+02    1.215983e+00    9.144352e-03 
   5.880000e+01    2.968543e-03   -5.857152e+01    6.263144e+00    6.966847e+00    8.261843e+00    9.284170e+06    7.573483e+01    8.691237e+02    7.129003e+03   -8.066484e+01   -8.653723e+02    1.240273e+00    9.562718e-03 
   6.124829e+01    1.772336e-03   -6.095120e+01    6.484972e+00    7.101397e+00    8.179789e+00    6.959798e+06    7.872169e+01    6.667843e+02    5.576559e+03   -6.188538e+01   -6.639063e+02    1.244745e+00    9.926104e-03 
   6.264915e+01    7.038778e-04   -6.231280e+01    6.611895e+00    7.172062e+00    8.130277e+00    4.376613e+06    8.043122e+01    4.229987e+02    3.575959e+03   -3.925923e+01   -4.211729e+02    1.242135e+00    1.017955e-02 
