   [1]radialPos        [2]errFn        [3]errFa 
   0.000000e+00            -Inf             Inf 
   6.363636e-01    2.728015e-02    7.518057e-01 
   1.272727e+00   -2.840425e-01   -7.168299e-02 
   1.909091e+00   -2.883207e-01   -2.570314e-01 
   2.545455e+00   -1.928000e-01   -2.817168e-01 
   3.181818e+00   -1.382637e-01   -2.933665e-01 
   3.818182e+00   -1.064743e-01   -2.953033e-01 
   4.454545e+00   -1.238062e-01   -3.168975e-01 
   5.090909e+00   -1.676627e-01   -3.591928e-01 
   5.727273e+00   -2.051766e-01   -3.957890e-01 
   6.363636e+00   -2.001002e-01   -4.002120e-01 
   7.000000e+00   -1.898337e-01   -3.995228e-01 
   7.636364e+00   -8.109062e-01    3.115942e-01 
   8.272727e+00   -1.696291e+00    1.224435e+00 
   8.909091e+00   -3.267706e+00    1.294677e+00 
   9.545455e+00   -1.301416e+01    1.065081e+00 
   1.018182e+01    8.779118e+00    9.050608e-01 
   1.081818e+01    2.289170e+00    6.246776e-01 
   1.145455e+01    1.013546e+00    4.101568e-01 
   1.209091e+01    5.643348e-01    2.841066e-01 
   1.272727e+01    3.598042e-01    2.059318e-01 
   1.336364e+01    2.153460e-01    1.464852e-01 
   1.400000e+01    1.308201e-01    8.215117e-02 
   1.463636e+01    7.560246e-02    2.259532e-02 
   1.527273e+01   -6.958684e-03   -4.348369e-02 
   1.590909e+01   -4.062139e-02   -6.772658e-02 
   1.654545e+01   -4.361534e-02   -6.770524e-02 
   1.718182e+01   -4.658580e-02   -6.768543e-02 
   1.781818e+01   -4.778039e-02   -6.626909e-02 
   1.845455e+01   -4.639795e-02   -6.294942e-02 
   1.909091e+01   -4.850106e-02   -6.353732e-02 
   1.972727e+01   -5.874858e-02   -7.256626e-02 
   2.036364e+01   -6.900462e-02   -8.158726e-02 
   2.100000e+01   -7.927377e-02   -9.011796e-02 
   2.163636e+01   -8.955608e-02   -9.819729e-02 
   2.227273e+01   -1.005847e-01   -1.073641e-01 
   2.290909e+01   -1.119906e-01   -1.168038e-01 
   2.354545e+01   -1.124720e-01   -1.150611e-01 
   2.418182e+01   -1.085117e-01   -1.095397e-01 
   2.481818e+01   -1.061741e-01   -1.082824e-01 
   2.545455e+01   -1.038490e-01   -1.070992e-01 
   2.609091e+01   -1.015362e-01   -1.059836e-01 
   2.672727e+01   -1.001464e-01   -1.067158e-01 
   2.736364e+01   -9.991889e-02   -1.093017e-01 
   2.800000e+01   -1.025555e-01   -1.144525e-01 
   2.863636e+01   -1.051683e-01   -1.193060e-01 
   2.927273e+01   -1.051102e-01   -1.208311e-01 
   2.990909e+01   -1.046315e-01   -1.218084e-01 
   3.054545e+01   -1.041537e-01   -1.227408e-01 
   3.118182e+01   -1.036915e-01   -1.240630e-01 
   3.181818e+01   -9.940123e-02   -1.228886e-01 
   3.245455e+01   -9.122661e-02   -1.174223e-01 
   3.309091e+01   -8.307096e-02   -1.122134e-01 
   3.372727e+01   -7.513597e-02   -1.084778e-01 
   3.436364e+01   -6.745126e-02   -1.062763e-01 
   3.500000e+01   -5.979140e-02   -1.041832e-01 
   3.563636e+01   -5.215627e-02   -1.021908e-01 
   3.627273e+01   -4.636081e-02   -1.010393e-01 
   3.690909e+01   -4.067907e-02   -9.992042e-02 
   3.754545e+01   -3.500683e-02   -9.884995e-02 
   3.818182e+01   -2.928030e-02   -9.785310e-02 
   3.881818e+01   -2.309886e-02   -9.709785e-02 
   3.945455e+01   -1.692106e-02   -9.637366e-02 
   4.009091e+01   -1.185435e-02   -9.710814e-02 
   4.072727e+01   -9.259034e-03   -9.704889e-02 
   4.136364e+01   -6.557119e-03   -9.324889e-02 
   4.200000e+01   -3.855585e-03   -8.953189e-02 
   4.263636e+01   -1.154431e-03   -8.589522e-02 
   4.327273e+01    6.437892e-04   -8.281476e-02 
   4.390909e+01    2.427558e-03   -7.980833e-02 
   4.454545e+01    6.092676e-03   -7.489154e-02 
   4.518182e+01    1.132310e-02   -7.156876e-02 
   4.581818e+01    1.716986e-02   -7.017437e-02 
   4.645455e+01    2.302114e-02   -6.882145e-02 
   4.709091e+01    2.894231e-02   -6.749389e-02 
   4.772727e+01    3.508027e-02   -6.615935e-02 
   4.836364e+01    4.124763e-02   -6.493423e-02 
   4.900000e+01    4.763734e-02   -6.436258e-02 
   4.963636e+01    5.441295e-02   -6.353448e-02 
   5.027273e+01    6.120259e-02   -6.272841e-02 
   5.090909e+01    6.801365e-02   -6.193675e-02 
   5.154545e+01    7.509754e-02   -6.093263e-02 
   5.218182e+01    8.219967e-02   -5.995369e-02 
   5.281818e+01    8.899049e-02   -5.993377e-02 
   5.345455e+01    9.596184e-02   -5.993858e-02 
   5.409091e+01    1.029554e-01   -5.994327e-02 
   5.472727e+01    1.101846e-01   -5.972457e-02 
   5.536364e+01    1.176506e-01   -5.929414e-02 
   5.600000e+01    1.207077e-01   -6.272720e-02 
   5.663636e+01    1.134141e-01   -7.229495e-02 
   5.727273e+01    1.060675e-01   -8.175336e-02 
   5.790909e+01    9.955215e-02   -8.962019e-02 
   5.854545e+01    9.320240e-02   -9.705162e-02 
   5.918182e+01    6.832299e-02   -1.052072e-01 
   5.981818e+01    2.396950e-02   -1.257134e-01 
   6.045455e+01   -5.880131e-03   -1.311713e-01 
   6.109091e+01   -3.192681e-02   -1.335003e-01 
   6.172727e+01   -9.943862e-02   -1.723036e-01 
   6.236364e+01   -1.260650e-01   -1.587757e-01 
   6.300000e+01   -1.043118e-01   -9.203385e-02 
