   [1]radialPos        [2]errFn        [3]errFa 
   0.000000e+00            -Inf             Inf 
   6.363636e-01    1.202213e-01    7.669303e-01 
   1.272727e+00   -2.324247e-01   -6.211509e-02 
   1.909091e+00   -2.450044e-01   -2.484904e-01 
   2.545455e+00   -1.507174e-01   -2.733007e-01 
   3.181818e+00   -9.807281e-02   -2.849479e-01 
   3.818182e+00   -6.817515e-02   -2.867839e-01 
   4.454545e+00   -8.896739e-02   -3.086184e-01 
   5.090909e+00   -1.370649e-01   -3.515334e-01 
   5.727273e+00   -1.779914e-01   -3.886715e-01 
   6.363636e+00   -1.745071e-01   -3.932543e-01 
   7.000000e+00   -1.654711e-01   -3.926689e-01 
   7.636364e+00   -7.957634e-01    3.332676e-01 
   8.272727e+00   -1.693925e+00    1.265119e+00 
   8.909091e+00   -3.282896e+00    1.338241e+00 
   9.545455e+00   -1.312880e+01    1.105054e+00 
   1.018182e+01    8.885543e+00    9.423779e-01 
   1.081818e+01    2.325742e+00    6.558442e-01 
   1.145455e+01    1.032625e+00    4.342817e-01 
   1.209091e+01    5.768423e-01    3.038742e-01 
   1.272727e+01    3.688561e-01    2.227600e-01 
   1.336364e+01    2.219574e-01    1.610782e-01 
   1.400000e+01    1.357151e-01    9.478179e-02 
   1.463636e+01    7.916292e-02    3.358974e-02 
   1.527273e+01   -4.158293e-03   -3.399764e-02 
   1.590909e+01   -3.833419e-02   -5.919994e-02 
   1.654545e+01   -4.175154e-02   -5.984430e-02 
   1.718182e+01   -4.514209e-02   -6.044277e-02 
   1.781818e+01   -4.675158e-02   -5.959222e-02 
   1.845455e+01   -4.578067e-02   -5.678914e-02 
   1.909091e+01   -4.828242e-02   -5.790140e-02 
   1.972727e+01   -5.889776e-02   -6.751088e-02 
   2.036364e+01   -6.952208e-02   -7.708297e-02 
   2.100000e+01   -8.016000e-02   -8.613482e-02 
   2.163636e+01   -9.081154e-02   -9.470772e-02 
   2.227273e+01   -1.022085e-01   -1.043477e-01 
   2.290909e+01   -1.139818e-01   -1.142376e-01 
   2.354545e+01   -1.141805e-01   -1.123738e-01 
   2.418182e+01   -1.096594e-01   -1.065113e-01 
   2.481818e+01   -1.067609e-01   -1.049455e-01 
   2.545455e+01   -1.038778e-01   -1.034720e-01 
   2.609091e+01   -1.010099e-01   -1.020828e-01 
   2.672727e+01   -9.906912e-02   -1.025648e-01 
   2.736364e+01   -9.833813e-02   -1.049464e-01 
   2.800000e+01   -1.008520e-01   -1.101121e-01 
   2.863636e+01   -1.033432e-01   -1.149797e-01 
   2.927273e+01   -1.031588e-01   -1.165030e-01 
   2.990909e+01   -1.025531e-01   -1.174763e-01 
   3.054545e+01   -1.019488e-01   -1.184048e-01 
   3.118182e+01   -1.013603e-01   -1.197254e-01 
   3.181818e+01   -9.680242e-02   -1.184590e-01 
   3.245455e+01   -8.821929e-02   -1.128069e-01 
   3.309091e+01   -7.965608e-02   -1.074210e-01 
   3.372727e+01   -7.131529e-02   -1.035234e-01 
   3.436364e+01   -6.322695e-02   -1.011753e-01 
   3.500000e+01   -5.516476e-02   -9.894288e-02 
   3.563636e+01   -4.712860e-02   -9.681775e-02 
   3.627273e+01   -4.089688e-02   -9.552240e-02 
   3.690909e+01   -3.477506e-02   -9.426340e-02 
   3.754545e+01   -2.866349e-02   -9.305892e-02 
   3.818182e+01   -2.249791e-02   -9.193394e-02 
   3.881818e+01   -1.587466e-02   -9.105721e-02 
   3.945455e+01   -9.255325e-03   -9.021655e-02 
   4.009091e+01   -3.755528e-03   -9.085424e-02 
   4.072727e+01   -7.455331e-04   -9.070802e-02 
   4.136364e+01    2.371884e-03   -8.679704e-02 
   4.200000e+01    5.488862e-03   -8.297150e-02 
   4.263636e+01    8.605400e-03   -7.922862e-02 
   4.327273e+01    1.080978e-02   -7.604775e-02 
   4.390909e+01    1.299880e-02   -7.294319e-02 
   4.454545e+01    1.695434e-02   -6.797129e-02 
   4.518182e+01    2.243419e-02   -6.462932e-02 
   4.581818e+01    2.853720e-02   -6.322999e-02 
   4.645455e+01    3.464492e-02   -6.187227e-02 
   4.709091e+01    4.082347e-02   -6.053996e-02 
   4.772727e+01    4.722154e-02   -5.920045e-02 
   4.836364e+01    5.361137e-02   -5.798378e-02 
   4.900000e+01    5.988220e-02   -5.753793e-02 
   4.963636e+01    6.654310e-02   -5.683022e-02 
   5.027273e+01    7.321780e-02   -5.614133e-02 
   5.090909e+01    7.991375e-02   -5.546374e-02 
   5.154545e+01    8.688514e-02   -5.456915e-02 
   5.218182e+01    9.387448e-02   -5.369699e-02 
   5.281818e+01    1.003577e-01   -5.384916e-02 
   5.345455e+01    1.069661e-01   -5.403997e-02 
   5.409091e+01    1.135957e-01   -5.422628e-02 
   5.472727e+01    1.204616e-01   -5.418366e-02 
   5.536364e+01    1.275650e-01   -5.392410e-02 
   5.600000e+01    1.301755e-01   -5.756104e-02 
   5.663636e+01    1.222245e-01   -6.740459e-02 
   5.727273e+01    1.142159e-01   -7.713564e-02 
   5.790909e+01    1.070396e-01   -8.526492e-02 
   5.854545e+01    1.000244e-01   -9.295499e-02 
   5.918182e+01    7.439660e-02   -1.013400e-01 
   5.981818e+01    2.917796e-02   -1.221201e-01 
   6.045455e+01   -1.504790e-03   -1.278091e-01 
   6.109091e+01   -2.843309e-02   -1.303850e-01 
   6.172727e+01   -9.686794e-02   -1.695074e-01 
   6.236364e+01   -1.244541e-01   -1.561577e-01 
   6.300000e+01   -1.041235e-01   -8.959306e-02 
