   [1]radialPos       [2]xCoord       [3]yCoord       [4]zCoord          [5]aoa      [6]aoaGeom     [7]reynolds    [8]relVelMag  [9]fnMagPerSpn [10]faMagPerSpn   [11]fnVectorX   [12]fnVectorY          [13]cl          [14]cd 
   3.482927e-01    5.497212e-02   -1.680033e+00   -1.092267e+00    6.139501e+01    6.490982e+01    1.963150e+06    9.808950e+00   -2.035866e+01    7.619481e+01   -1.694989e+01    1.127724e+01    0.000000e+00    5.000000e-01 
   1.746585e+00    5.107377e-02   -2.436517e+00   -2.228470e+00    5.197577e+01    5.701404e+01    2.242380e+06    1.039749e+01   -3.976854e+01    8.687821e+01   -3.310987e+01    2.202892e+01    0.000000e+00    5.000000e-01 
   4.197439e+00    4.697271e-02   -3.762181e+00   -4.220120e+00    3.831208e+01    4.488144e+01    2.814058e+06    1.200693e+01   -8.619541e+01    1.085723e+02   -7.176323e+01    4.774607e+01    0.000000e+00    5.000000e-01 
   7.173293e+00    4.320498e-02   -5.371703e+00   -6.638480e+00    2.646428e+01    3.347067e+01    3.727701e+06    1.462103e+01   -1.207270e+02    9.992024e+01   -1.005130e+02    6.687408e+01    0.000000e+00    3.500000e-01 
   1.067415e+01    3.927159e-02   -7.265217e+00   -9.483460e+00    1.754065e+01    2.424730e+01    4.980744e+06    1.820565e+01    5.654808e+02    1.076946e+03    4.707992e+02   -3.132358e+02    1.627218e+00    7.503781e-02 
   1.470000e+01    3.504121e-02   -9.442844e+00   -1.275498e+01    1.187070e+01    1.794455e+01    6.337992e+06    2.268678e+01    7.540606e+02    1.785434e+03    6.278040e+02   -4.176954e+02    1.636710e+00    1.753553e-02 
   1.890000e+01    3.168268e-02   -1.171457e+01   -1.616808e+01    8.679970e+00    1.408579e+01    7.476031e+06    2.755659e+01    7.487695e+02    2.246799e+03    6.233988e+02   -4.147646e+02    1.395920e+00    1.074877e-02 
   2.310000e+01    2.949244e-02   -1.398609e+01   -1.958132e+01    6.703167e+00    1.151673e+01    8.379904e+06    3.252194e+01    6.832169e+02    2.500749e+03    5.688221e+02   -3.784531e+02    1.155077e+00    8.479337e-03 
   2.730000e+01    2.709969e-02   -1.625760e+01   -2.299457e+01    5.642867e+00    9.937847e+00    9.127654e+06    3.754086e+01    7.091098e+02    3.081093e+03    5.903796e+02   -3.927959e+02    1.120394e+00    9.242681e-03 
   3.150000e+01    2.438434e-02   -1.852907e+01   -2.640783e+01    5.184651e+00    9.032682e+00    9.699768e+06    4.259018e+01    7.125852e+02    3.572376e+03    5.932731e+02   -3.947210e+02    1.070733e+00    8.652986e-03 
   3.570000e+01    2.135690e-02   -2.080051e+01   -2.982113e+01    5.082462e+00    8.547204e+00    1.013315e+07    4.766187e+01    7.570861e+02    4.310948e+03    6.303230e+02   -4.193714e+02    1.100460e+00    9.224187e-03 
   3.990000e+01    1.801684e-02   -2.307190e+01   -3.323445e+01    5.225809e+00    8.343065e+00    1.042883e+07    5.275273e+01    7.865069e+02    4.996091e+03    6.548177e+02   -4.356684e+02    1.116315e+00    9.346536e-03 
   4.410000e+01    1.471964e-02   -2.534322e+01   -3.664783e+01    5.463246e+00    8.250392e+00    1.057403e+07    5.785856e+01    7.991024e+02    5.520924e+03    6.653043e+02   -4.426454e+02    1.107214e+00    7.687815e-03 
   4.830000e+01    1.171234e-02   -2.761446e+01   -4.006125e+01    5.727223e+00    8.165291e+00    1.056882e+07    6.297720e+01    8.244943e+02    6.148774e+03    6.864446e+02   -4.567107e+02    1.131811e+00    8.006445e-03 
   5.232585e+01    8.605049e-03   -2.979150e+01   -4.333316e+01    6.087696e+00    8.155457e+00    1.043084e+07    6.789268e+01    8.549876e+02    6.739674e+03    7.118322e+02   -4.736018e+02    1.164899e+00    8.442575e-03 
   5.582671e+01    5.371978e-03   -3.168461e+01   -4.617841e+01    6.526080e+00    8.239181e+00    1.016211e+07    7.217256e+01    8.845178e+02    7.214113e+03    7.364180e+02   -4.899594e+02    1.203349e+00    8.972979e-03 
   5.880000e+01    2.968543e-03   -3.329242e+01   -4.859491e+01    6.874122e+00    8.261843e+00    9.293535e+06    7.581122e+01    8.540530e+02    7.098454e+03    7.110542e+02   -4.730841e+02    1.232236e+00    9.447484e-03 
   6.124829e+01    1.772336e-03   -3.461631e+01   -5.058473e+01    7.055941e+00    8.179789e+00    6.967549e+06    7.880936e+01    6.623651e+02    5.575929e+03    5.514616e+02   -3.669027e+02    1.241723e+00    9.870555e-03 
   6.264915e+01    7.038778e-04   -3.537381e+01   -5.172326e+01    7.148970e+00    8.130277e+00    4.381761e+06    8.052582e+01    4.222160e+02    3.581030e+03    3.515220e+02   -2.338774e+02    1.240920e+00    1.014188e-02 
