   [1]radialPos        [2]errFn        [3]errFa 
   0.000000e+00            -Inf             Inf 
   6.363636e-01    1.336533e-01    7.646994e-01 
   1.272727e+00   -2.251899e-01   -6.313542e-02 
   1.909091e+00   -2.390678e-01   -2.491924e-01 
   2.545455e+00   -1.450055e-01   -2.738835e-01 
   3.181818e+00   -9.266144e-02   -2.854375e-01 
   3.818182e+00   -6.305330e-02   -2.871974e-01 
   4.454545e+00   -8.433435e-02   -3.089891e-01 
   5.090909e+00   -1.330164e-01   -3.519038e-01 
   5.727273e+00   -1.744126e-01   -3.890430e-01 
   6.363636e+00   -1.711549e-01   -3.936458e-01 
   7.000000e+00   -1.622960e-01   -3.930846e-01 
   7.636364e+00   -7.923996e-01    3.342153e-01 
   8.272727e+00   -1.690266e+00    1.267811e+00 
   8.909091e+00   -3.277299e+00    1.341458e+00 
   9.545455e+00   -1.310858e+01    1.108162e+00 
   1.018182e+01    8.872706e+00    9.453666e-01 
   1.081818e+01    2.321814e+00    6.583106e-01 
   1.145455e+01    1.029751e+00    4.359507e-01 
   1.209091e+01    5.742813e-01    3.050392e-01 
   1.272727e+01    3.663719e-01    2.235743e-01 
   1.336364e+01    2.195273e-01    1.616258e-01 
   1.400000e+01    1.332759e-01    9.511432e-02 
   1.463636e+01    7.668746e-02    3.375227e-02 
   1.527273e+01   -6.712199e-03   -3.413152e-02 
   1.590909e+01   -4.107458e-02   -5.960425e-02 
   1.654545e+01   -4.475513e-02   -6.050222e-02 
   1.718182e+01   -4.840682e-02   -6.133624e-02 
   1.781818e+01   -5.028191e-02   -6.070671e-02 
   1.845455e+01   -4.958576e-02   -5.811338e-02 
   1.909091e+01   -5.230882e-02   -5.941470e-02 
   1.972727e+01   -6.302017e-02   -6.918319e-02 
   2.036364e+01   -7.374065e-02   -7.890459e-02 
   2.100000e+01   -8.447485e-02   -8.809764e-02 
   2.163636e+01   -9.522278e-02   -9.680427e-02 
   2.227273e+01   -1.067126e-01   -1.065674e-01 
   2.290909e+01   -1.185767e-01   -1.165717e-01 
   2.354545e+01   -1.187772e-01   -1.147072e-01 
   2.418182e+01   -1.142184e-01   -1.087970e-01 
   2.481818e+01   -1.112742e-01   -1.071760e-01 
   2.545455e+01   -1.083457e-01   -1.056505e-01 
   2.609091e+01   -1.054326e-01   -1.042123e-01 
   2.672727e+01   -1.034424e-01   -1.046439e-01 
   2.736364e+01   -1.026651e-01   -1.069800e-01 
   2.800000e+01   -1.051929e-01   -1.121510e-01 
   2.863636e+01   -1.076978e-01   -1.170236e-01 
   2.927273e+01   -1.075401e-01   -1.185587e-01 
   2.990909e+01   -1.069631e-01   -1.195445e-01 
   3.054545e+01   -1.063873e-01   -1.204849e-01 
   3.118182e+01   -1.058272e-01   -1.218157e-01 
   3.181818e+01   -1.012863e-01   -1.205384e-01 
   3.245455e+01   -9.270905e-02   -1.148602e-01 
   3.309091e+01   -8.415170e-02   -1.094493e-01 
   3.372727e+01   -7.581578e-02   -1.055252e-01 
   3.436364e+01   -6.773119e-02   -1.031489e-01 
   3.500000e+01   -5.967273e-02   -1.008896e-01 
   3.563636e+01   -5.164029e-02   -9.873892e-02 
   3.627273e+01   -4.542016e-02   -9.742649e-02 
   3.690909e+01   -3.931125e-02   -9.615219e-02 
   3.754545e+01   -3.321256e-02   -9.493308e-02 
   3.818182e+01   -2.706014e-02   -9.379401e-02 
   3.881818e+01   -2.045221e-02   -9.290338e-02 
   3.945455e+01   -1.384818e-02   -9.204939e-02 
   4.009091e+01   -8.326995e-03   -9.265322e-02 
   4.072727e+01   -5.210562e-03   -9.243398e-02 
   4.136364e+01   -1.987218e-03   -8.845906e-02 
   4.200000e+01    1.235672e-03   -8.457096e-02 
   4.263636e+01    4.458107e-03   -8.076689e-02 
   4.327273e+01    6.772009e-03   -7.752536e-02 
   4.390909e+01    9.070385e-03   -7.436147e-02 
   4.454545e+01    1.309844e-02   -6.934928e-02 
   4.518182e+01    1.863212e-02   -6.597203e-02 
   4.581818e+01    2.478664e-02   -6.453577e-02 
   4.645455e+01    3.094591e-02   -6.314222e-02 
   4.709091e+01    3.717583e-02   -6.177513e-02 
   4.772727e+01    4.362457e-02   -6.040192e-02 
   4.836364e+01    5.005834e-02   -5.915511e-02 
   4.900000e+01    5.631182e-02   -5.870312e-02 
   4.963636e+01    6.295407e-02   -5.798978e-02 
   5.027273e+01    6.961008e-02   -5.729541e-02 
   5.090909e+01    7.628728e-02   -5.661248e-02 
   5.154545e+01    8.323899e-02   -5.571298e-02 
   5.218182e+01    9.020860e-02   -5.483604e-02 
   5.281818e+01    9.673533e-02   -5.496230e-02 
   5.345455e+01    1.034052e-01   -5.512197e-02 
   5.409091e+01    1.100963e-01   -5.527788e-02 
   5.472727e+01    1.170233e-01   -5.520582e-02 
   5.536364e+01    1.241874e-01   -5.491769e-02 
   5.600000e+01    1.268716e-01   -5.851856e-02 
   5.663636e+01    1.190244e-01   -6.830916e-02 
   5.727273e+01    1.111203e-01   -7.798785e-02 
   5.790909e+01    1.040468e-01   -8.606668e-02 
   5.854545e+01    9.713489e-02   -9.370702e-02 
   5.918182e+01    7.162875e-02   -1.020553e-01 
   5.981818e+01    2.656361e-02   -1.227963e-01 
   6.045455e+01   -4.000045e-03   -1.284555e-01 
   6.109091e+01   -3.081469e-02   -1.310004e-01 
   6.172727e+01   -9.908894e-02   -1.700720e-01 
   6.236364e+01   -1.266417e-01   -1.567018e-01 
   6.300000e+01   -1.064189e-01   -9.012921e-02 
