time,x,y,z,rel_vel_mag,alpha_deg,alpha_geom_deg,cl,cd,cm
0.05,0.0246538433123,-1.2448757666,32.2353123521,38.4907339989,16.9415917578,16.9415917578,1.28982382599,0.0956664768594,1.54566516283e-301
0.1,0.0246538433123,-3.28258516231,32.0918948142,38.4978098271,16.7194131251,16.9415917578,1.27563519599,0.0950454151901,1.54566516283e-301
0.15,0.0246538433123,-5.30713214473,31.8197961418,38.5040615741,16.5350062198,16.9415917578,1.26334409602,0.0945204904936,1.54566516283e-301
0.2,0.0246538433123,-7.31039874504,31.4201073884,38.5097051188,16.3897521479,16.9415917578,1.25407291403,0.094081129869,1.54566516283e-301
0.25,0.0246538433123,-9.28435232382,30.894431214,38.5148505879,16.2806399729,16.9415917578,1.24752361219,0.0937186726274,1.54566516283e-301
0.3,0.0246538433123,-11.2210777802,30.2448754595,38.5198082394,16.2030697239,16.9415917578,1.24328351791,0.0934202956931,1.54566516283e-301
0.35,0.0246538433123,-13.1128092894,29.4740446944,38.5248400339,16.150733173,16.9415917578,1.2407096789,0.0932007970127,1.54566516283e-301
0.4,0.0246538433123,-14.9519614423,28.5850297733,38.5298050664,16.1156627687,16.9415917578,1.23943341669,0.0930223962919,1.54566516283e-301
0.45,0.0246538433123,-16.7311596607,27.5813954418,38.5352960602,16.0952907288,16.9415917578,1.23911999784,0.0929083356442,1.54566516283e-301
0.5,0.0246538433123,-18.443269768,26.4671660435,38.5410624677,16.0834241544,16.9415917578,1.2393922401,0.0928159817259,1.54566516283e-301
0.55,0.0246538433123,-20.0814265955,25.2468093826,38.5473443909,16.077173853,16.9415917578,1.23994213833,0.092756863059,1.54566516283e-301
0.6,0.0246538433123,-21.6390615103,23.9252188091,38.5545993502,16.0762203622,16.9415917578,1.24083871566,0.0927097671984,1.54566516283e-301
0.65,0.0246538433123,-23.1099287537,22.5076935982,38.5624917047,16.0767567124,16.9415917578,1.2418329304,0.0926603457535,1.54566516283e-301
0.7,0.0246538433123,-24.4881304857,20.9999177005,38.5709854517,16.0763310471,16.9415917578,1.24275502103,0.0926128889524,1.54566516283e-301
0.75,0.0246538433123,-25.7681404334,19.4079369515,38.5803870225,16.0776936692,16.9415917578,1.2435876315,0.0925945623411,1.54566516283e-301
0.8,0.0246538433123,-26.9448260508,17.7381348287,38.5911998547,16.0799802536,16.9415917578,1.24456342481,0.0925740974553,1.54566516283e-301
0.85,0.0246538433123,-28.0134690985,15.9972068554,38.6023456884,16.0785754753,16.9415917578,1.24538554413,0.0925356786602,1.54566516283e-301
0.9,0.0246538433123,-28.9697845632,14.1921337534,38.6141642707,16.070662614,16.9415917578,1.245797831,0.0924719701512,1.54566516283e-301
0.95,0.0246538433123,-29.8099378391,12.3301534516,38.6270728743,16.0602574058,16.9415917578,1.24617600307,0.0923927115799,1.54566516283e-301
