time,x,y,z,rel_vel_mag,alpha_deg,alpha_geom_deg,cl,cd,cm
0.05,0.0246538433123,-27.2941615125,-17.1957502145,38.4907339989,16.9415917578,16.9415917578,1.28982382599,0.0956664768594,1.54566516283e-301
0.1,0.0246538433123,-26.1511035835,-18.8887495477,38.4958883308,16.666028019,16.9415917578,1.27138782474,0.0949491473889,1.54566516283e-301
0.15,0.0246538433123,-24.9031857297,-20.5060093295,38.5013037297,16.4486087574,16.9415917578,1.25647098305,0.0943573695644,1.54566516283e-301
0.2,0.0246538433123,-23.5554118155,-22.0410447192,38.506507268,16.2887169531,16.9415917578,1.24614313123,0.0938725850515,1.54566516283e-301
0.25,0.0246538433123,-22.1131861049,-23.4877005771,38.5115658136,16.1790790193,16.9415917578,1.23947560748,0.0934924002806,1.54566516283e-301
0.3,0.0246538433123,-20.5822915921,-24.8401761452,38.5165691554,16.1078313071,16.9415917578,1.23573194294,0.0931924549076,1.54566516283e-301
0.35,0.0246538433123,-18.9688668129,-26.0930483069,38.5216113866,16.0640921052,16.9415917578,1.23399530834,0.0929774115438,1.54566516283e-301
0.4,0.0246538433123,-17.2793812304,-27.2412933321,38.5267573927,16.0387847778,16.9415917578,1.23350585647,0.0928149895427,1.54566516283e-301
0.45,0.0246538433123,-15.5206092941,-28.2803070219,38.5325731388,16.0275234132,16.9415917578,1.2338676298,0.0927223777379,1.54566516283e-301
0.5,0.0246538433123,-13.6996032759,-29.2059231697,38.5385544535,16.0244756353,16.9415917578,1.23483993277,0.0926499082125,1.54566516283e-301
0.55,0.0246538433123,-11.823664992,-30.0144302672,38.5455519926,16.0276298274,16.9415917578,1.23596358752,0.0926121768965,1.54566516283e-301
0.6,0.0246538433123,-9.90031652466,-30.7025863865,38.5534228302,16.0348043082,16.9415917578,1.23734027775,0.0925795587388,1.54566516283e-301
0.65,0.0246538433123,-7.93727005974,-31.2676321794,38.5615026332,16.0427142937,16.9415917578,1.2387233913,0.0925533531294,1.54566516283e-301
0.7,0.0246538433123,-5.94239696318,-31.707301942,38.5703493546,16.0509271158,16.9415917578,1.24006718957,0.0925390463106,1.54566516283e-301
0.75,0.0246538433123,-3.92369621833,-32.0198326994,38.5797705856,16.0584181966,16.9415917578,1.24127061669,0.0925432260288,1.54566516283e-301
0.8,0.0246538433123,-1.88926235199,-32.2039712749,38.590065425,16.0644325508,16.9415917578,1.24256973281,0.0925222758172,1.54566516283e-301
0.85,0.0246538433123,0.152747022871,-32.2589793152,38.6004910787,16.0639542306,16.9415917578,1.24352638517,0.0924681432647,1.54566516283e-301
0.9,0.0246538433123,2.19414391722,-32.1846362506,38.612699958,16.0674512106,16.9415917578,1.24445193472,0.0924537102254,1.54566516283e-301
0.95,0.0246538433123,4.22674279793,-31.9812401797,38.6254797766,16.0666633735,16.9415917578,1.24517735292,0.0924208488815,1.54566516283e-301
1,0.0246538433123,6.2423934099,-31.6496066741,38.6387438254,16.0600347838,16.9415917578,1.24563414465,0.0923529370192,1.54566516283e-301
1.05,0.0246538433123,8.23301345667,-31.1910655081,38.6526653623,16.0491814415,16.9415917578,1.24589144258,0.0922662400853,1.54566516283e-301
1.1,0.0246538433123,10.1906210086,-30.6074553266,38.6672659842,16.0338601418,16.9415917578,1.2458480228,0.0921720469009,1.54566516283e-301
1.15,0.0246538433123,12.1073665087,-29.9011162724,38.6819793466,16.0121991578,16.9415917578,1.24532065324,0.0920643630679,1.54566516283e-301
1.2,0.0246538433123,13.9755642472,-29.0748806031,38.6968708127,15.9850426914,16.9415917578,1.24443714907,0.0919378548727,1.54566516283e-301
1.25,0.0246538433123,15.78772318,-28.1320613341,38.711610317,15.9519145228,16.9415917578,1.24306109747,0.0918008383704,1.54566516283e-301
1.3,0.0246538433123,17.5365769654,-27.0764389543,38.7254686936,15.9116198666,16.9415917578,1.24125482451,0.0916350868183,1.54566516283e-301
1.35,0.0246538433123,19.2151131012,-25.9122462673,38.7380289949,15.8647764607,16.9415917578,1.23881331714,0.0914651364023,1.54566516283e-301
1.4,0.0246538433123,20.8166010426,-24.6441514187,38.7486542879,15.8111630415,16.9415917578,1.23583471619,0.0912845691585,1.54566516283e-301
1.45,0.0246538433123,22.3346191903,-23.2772391777,38.75677475,15.7535027045,16.9415917578,1.2323351853,0.0910987045199,1.54566516283e-301
1.5,0.0246538433123,23.76308064,-21.8169905488,38.7618917419,15.6912383048,16.9415917578,1.22848137955,0.0909022770502,1.54566516283e-301
1.55,0.0246538433123,25.0962575891,-20.2692607939,38.7634451991,15.6240456941,16.9415917578,1.22427767681,0.0906964964063,1.54566516283e-301
1.6,0.0246538433123,26.3288043038,-18.6402559543,38.7610581798,15.5608703328,16.9415917578,1.22018301978,0.0905220981316,1.54566516283e-301
1.65,0.0246538433123,27.4557785547,-16.9365079655,38.7562254462,15.5012601911,16.9415917578,1.21633051076,0.0903616517733,1.54566516283e-301
1.7,0.0246538433123,28.4726614336,-15.164848466,38.7480403427,15.4392123876,16.9415917578,1.21235486987,0.0901892917803,1.54566516283e-301
