"Velocity Deficit","pMean","nutMean","nut","k","kMean","p","epsilon","force.turbine1:0","force.turbine1:1","force.turbine1:2","U:0","U:1","U:2","UMean:0","UMean:1","UMean:2","UPrime2Mean:0","UPrime2Mean:1","UPrime2Mean:2","UPrime2Mean:3","UPrime2Mean:4","UPrime2Mean:5","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
9.20622e-02,-2.81406e+00,1.98109e+00,3.01577e+00,1.07964e+00,6.40516e-01,-1.48382e+00,3.52978e-02,0.00000e+00,0.00000e+00,0.00000e+00,9.15002e+00,-1.40112e-01,2.37836e-03,1.03503e+01,-6.31215e-02,1.47297e-03,7.11386e-01,4.49223e-03,1.32066e-05,5.46576e-02,-3.13580e-05,-5.16679e-04,1,0.00000e+00,6.30000e+02,0.00000e+00,-8.50000e+01
9.14466e-02,-2.81410e+00,2.07822e+00,3.14533e+00,1.09175e+00,6.47010e-01,-1.48375e+00,3.44485e-02,0.00000e+00,0.00000e+00,0.00000e+00,9.15709e+00,-1.39668e-01,2.43218e-03,1.03573e+01,-6.29223e-02,1.46133e-03,7.09984e-01,4.45982e-03,1.35653e-05,5.44423e-02,-3.14979e-05,-5.17686e-04,1,1.69998e-01,6.30000e+02,0.00000e+00,-8.48300e+01
9.09132e-02,-2.81415e+00,2.17831e+00,3.27540e+00,1.10312e+00,6.53102e-01,-1.48369e+00,3.37231e-02,0.00000e+00,0.00000e+00,0.00000e+00,9.16350e+00,-1.39227e-01,2.48337e-03,1.03634e+01,-6.27233e-02,1.44600e-03,7.08416e-01,4.42813e-03,1.39099e-05,5.42173e-02,-3.15400e-05,-5.17774e-04,1,3.39996e-01,6.30000e+02,0.00000e+00,-8.46600e+01
9.04673e-02,-2.81421e+00,2.28155e+00,3.40601e+00,1.11370e+00,6.58766e-01,-1.48363e+00,3.31298e-02,0.00000e+00,0.00000e+00,0.00000e+00,9.16922e+00,-1.38791e-01,2.53176e-03,1.03685e+01,-6.25244e-02,1.42675e-03,7.06671e-01,4.39719e-03,1.42395e-05,5.39820e-02,-3.14780e-05,-5.16884e-04,1,5.10002e-01,6.30000e+02,0.00000e+00,-8.44900e+01
9.00215e-02,-2.81426e+00,2.38478e+00,3.53661e+00,1.12428e+00,6.64430e-01,-1.48357e+00,3.25366e-02,0.00000e+00,0.00000e+00,0.00000e+00,9.17493e+00,-1.38355e-01,2.58015e-03,1.03736e+01,-6.23255e-02,1.40750e-03,7.04925e-01,4.36625e-03,1.45692e-05,5.37466e-02,-3.14160e-05,-5.15993e-04,1,6.80000e-01,6.30000e+02,0.00000e+00,-8.43200e+01
8.95756e-02,-2.81431e+00,2.48802e+00,3.66721e+00,1.13486e+00,6.70094e-01,-1.48351e+00,3.19434e-02,0.00000e+00,0.00000e+00,0.00000e+00,9.18064e+00,-1.37919e-01,2.62854e-03,1.03787e+01,-6.21266e-02,1.38826e-03,7.03180e-01,4.33531e-03,1.48989e-05,5.35113e-02,-3.13540e-05,-5.15103e-04,1,8.49998e-01,6.30000e+02,0.00000e+00,-8.41500e+01
8.91297e-02,-2.81436e+00,2.59125e+00,3.79782e+00,1.14544e+00,6.75759e-01,-1.48345e+00,3.13501e-02,0.00000e+00,0.00000e+00,0.00000e+00,9.18636e+00,-1.37483e-01,2.67693e-03,1.03837e+01,-6.19278e-02,1.36901e-03,7.01434e-01,4.30438e-03,1.52285e-05,5.32759e-02,-3.12920e-05,-5.14212e-04,1,1.02000e+00,6.30000e+02,0.00000e+00,-8.39800e+01
8.86861e-02,-2.81442e+00,2.69460e+00,3.92843e+00,1.15599e+00,6.81409e-01,-1.48338e+00,3.07601e-02,0.00000e+00,0.00000e+00,0.00000e+00,9.19205e+00,-1.37047e-01,2.72521e-03,1.03888e+01,-6.17289e-02,1.34963e-03,6.99686e-01,4.27347e-03,1.55577e-05,5.30405e-02,-3.12261e-05,-5.13286e-04,1,1.19000e+00,6.30000e+02,0.00000e+00,-8.38100e+01
8.83443e-02,-2.81448e+00,2.80298e+00,4.05923e+00,1.16541e+00,6.86413e-01,-1.48333e+00,3.03211e-02,0.00000e+00,0.00000e+00,0.00000e+00,9.19685e+00,-1.36619e-01,2.76864e-03,1.03927e+01,-6.15318e-02,1.32456e-03,6.97846e-01,4.24393e-03,1.58659e-05,5.28010e-02,-3.09864e-05,-5.10746e-04,1,1.36000e+00,6.30000e+02,0.00000e+00,-8.36400e+01
8.80025e-02,-2.81453e+00,2.91137e+00,4.19004e+00,1.17482e+00,6.91417e-01,-1.48327e+00,2.98821e-02,0.00000e+00,0.00000e+00,0.00000e+00,9.20165e+00,-1.36191e-01,2.81207e-03,1.03966e+01,-6.13347e-02,1.29949e-03,6.96005e-01,4.21438e-03,1.61741e-05,5.25616e-02,-3.07467e-05,-5.08205e-04,1,1.53000e+00,6.30000e+02,0.00000e+00,-8.34700e+01
8.76608e-02,-2.81459e+00,3.01976e+00,4.32084e+00,1.18424e+00,6.96421e-01,-1.48322e+00,2.94430e-02,0.00000e+00,0.00000e+00,0.00000e+00,9.20645e+00,-1.35763e-01,2.85549e-03,1.04005e+01,-6.11376e-02,1.27442e-03,6.94165e-01,4.18484e-03,1.64822e-05,5.23222e-02,-3.05070e-05,-5.05665e-04,1,1.70000e+00,6.30000e+02,0.00000e+00,-8.33000e+01
8.73190e-02,-2.81465e+00,3.12815e+00,4.45165e+00,1.19366e+00,7.01426e-01,-1.48316e+00,2.90040e-02,0.00000e+00,0.00000e+00,0.00000e+00,9.21125e+00,-1.35336e-01,2.89892e-03,1.04044e+01,-6.09405e-02,1.24935e-03,6.92324e-01,4.15529e-03,1.67904e-05,5.20827e-02,-3.02672e-05,-5.03125e-04,1,1.87000e+00,6.30000e+02,0.00000e+00,-8.31300e+01
8.69772e-02,-2.81471e+00,3.23653e+00,4.58246e+00,1.20308e+00,7.06430e-01,-1.48311e+00,2.85649e-02,0.00000e+00,0.00000e+00,0.00000e+00,9.21605e+00,-1.34908e-01,2.94235e-03,1.04083e+01,-6.07434e-02,1.22428e-03,6.90484e-01,4.12575e-03,1.70986e-05,5.18433e-02,-3.00275e-05,-5.00584e-04,1,2.04000e+00,6.30000e+02,0.00000e+00,-8.29600e+01
8.66675e-02,-2.81477e+00,3.34698e+00,4.71311e+00,1.21207e+00,7.11186e-01,-1.48306e+00,2.81728e-02,0.00000e+00,0.00000e+00,0.00000e+00,9.22054e+00,-1.34484e-01,2.98362e-03,1.04118e+01,-6.05475e-02,1.19701e-03,6.88649e-01,4.09681e-03,1.73993e-05,5.16052e-02,-2.97162e-05,-4.97354e-04,1,2.21000e+00,6.30000e+02,0.00000e+00,-8.27900e+01
8.63944e-02,-2.81483e+00,3.45980e+00,4.84359e+00,1.22057e+00,7.15657e-01,-1.48301e+00,2.78341e-02,0.00000e+00,0.00000e+00,0.00000e+00,9.22469e+00,-1.34064e-01,3.02242e-03,1.04149e+01,-6.03528e-02,1.16722e-03,6.86821e-01,4.06858e-03,1.76915e-05,5.13686e-02,-2.93233e-05,-4.93334e-04,1,2.38000e+00,6.30000e+02,0.00000e+00,-8.26200e+01
8.61212e-02,-2.81489e+00,3.57261e+00,4.97407e+00,1.22908e+00,7.20129e-01,-1.48296e+00,2.74955e-02,0.00000e+00,0.00000e+00,0.00000e+00,9.22883e+00,-1.33645e-01,3.06122e-03,1.04180e+01,-6.01582e-02,1.13744e-03,6.84992e-01,4.04034e-03,1.79837e-05,5.11319e-02,-2.89303e-05,-4.89315e-04,1,2.55000e+00,6.30000e+02,0.00000e+00,-8.24500e+01
8.58481e-02,-2.81496e+00,3.68543e+00,5.10455e+00,1.23758e+00,7.24601e-01,-1.48291e+00,2.71568e-02,0.00000e+00,0.00000e+00,0.00000e+00,9.23297e+00,-1.33225e-01,3.10003e-03,1.04212e+01,-5.99635e-02,1.10766e-03,6.83164e-01,4.01210e-03,1.82759e-05,5.08953e-02,-2.85373e-05,-4.85295e-04,1,2.72000e+00,6.30000e+02,0.00000e+00,-8.22800e+01
8.55750e-02,-2.81502e+00,3.79824e+00,5.23502e+00,1.24608e+00,7.29073e-01,-1.48286e+00,2.68182e-02,0.00000e+00,0.00000e+00,0.00000e+00,9.23711e+00,-1.32805e-01,3.13883e-03,1.04243e+01,-5.97689e-02,1.07788e-03,6.81336e-01,3.98386e-03,1.85682e-05,5.06586e-02,-2.81443e-05,-4.81276e-04,1,2.89000e+00,6.30000e+02,0.00000e+00,-8.21100e+01
8.53019e-02,-2.81508e+00,3.91105e+00,5.36550e+00,1.25459e+00,7.33545e-01,-1.48281e+00,2.64795e-02,0.00000e+00,0.00000e+00,0.00000e+00,9.24126e+00,-1.32386e-01,3.17763e-03,1.04274e+01,-5.95743e-02,1.04809e-03,6.79507e-01,3.95562e-03,1.88604e-05,5.04220e-02,-2.77513e-05,-4.77257e-04,1,3.06000e+00,6.30000e+02,0.00000e+00,-8.19400e+01
8.50680e-02,-2.81515e+00,4.02699e+00,5.49542e+00,1.26249e+00,7.37659e-01,-1.48276e+00,2.61975e-02,0.00000e+00,0.00000e+00,0.00000e+00,9.24499e+00,-1.31973e-01,3.21285e-03,1.04301e+01,-5.93819e-02,1.01505e-03,6.77727e-01,3.92839e-03,1.91430e-05,5.01901e-02,-2.72511e-05,-4.72132e-04,1,3.23000e+00,6.30000e+02,0.00000e+00,-8.17700e+01
8.48428e-02,-2.81521e+00,4.14361e+00,5.62522e+00,1.27025e+00,7.41694e-01,-1.48272e+00,2.59280e-02,0.00000e+00,0.00000e+00,0.00000e+00,9.24864e+00,-1.31561e-01,3.24727e-03,1.04326e+01,-5.91901e-02,9.81275e-04,6.75957e-01,3.90137e-03,1.94234e-05,4.99592e-02,-2.67271e-05,-4.66762e-04,1,3.40000e+00,6.30000e+02,0.00000e+00,-8.16000e+01
8.46176e-02,-2.81528e+00,4.26023e+00,5.75501e+00,1.27801e+00,7.45728e-01,-1.48268e+00,2.56586e-02,0.00000e+00,0.00000e+00,0.00000e+00,9.25229e+00,-1.31149e-01,3.28169e-03,1.04352e+01,-5.89982e-02,9.47505e-04,6.74187e-01,3.87436e-03,1.97038e-05,4.97284e-02,-2.62031e-05,-4.61392e-04,1,3.57000e+00,6.30000e+02,0.00000e+00,-8.14300e+01
8.43924e-02,-2.81534e+00,4.37686e+00,5.88480e+00,1.28577e+00,7.49763e-01,-1.48263e+00,2.53891e-02,0.00000e+00,0.00000e+00,0.00000e+00,9.25593e+00,-1.30737e-01,3.31611e-03,1.04378e+01,-5.88064e-02,9.13734e-04,6.72417e-01,3.84735e-03,1.99843e-05,4.94975e-02,-2.56791e-05,-4.56022e-04,1,3.74000e+00,6.30000e+02,0.00000e+00,-8.12600e+01
8.41672e-02,-2.81541e+00,4.49349e+00,6.01460e+00,1.29354e+00,7.53797e-01,-1.48259e+00,2.51196e-02,0.00000e+00,0.00000e+00,0.00000e+00,9.25958e+00,-1.30325e-01,3.35053e-03,1.04403e+01,-5.86145e-02,8.79962e-04,6.70647e-01,3.82034e-03,2.02648e-05,4.92667e-02,-2.51551e-05,-4.50652e-04,1,3.91000e+00,6.30000e+02,0.00000e+00,-8.10900e+01
8.39446e-02,-2.81548e+00,4.61035e+00,6.14432e+00,1.30125e+00,7.57805e-01,-1.48254e+00,2.48539e-02,0.00000e+00,0.00000e+00,0.00000e+00,9.26320e+00,-1.29914e-01,3.38463e-03,1.04429e+01,-5.84229e-02,8.45929e-04,6.68883e-01,3.79341e-03,2.05446e-05,4.90363e-02,-2.46227e-05,-4.45188e-04,1,4.08000e+00,6.30000e+02,0.00000e+00,-8.09200e+01
8.37544e-02,-2.81555e+00,4.73023e+00,6.27319e+00,1.30839e+00,7.61474e-01,-1.48251e+00,2.46342e-02,0.00000e+00,0.00000e+00,0.00000e+00,9.26646e+00,-1.29510e-01,3.41484e-03,1.04450e+01,-5.82340e-02,8.08661e-04,6.67190e-01,3.76755e-03,2.08168e-05,4.88125e-02,-2.39872e-05,-4.38569e-04,1,4.25000e+00,6.30000e+02,0.00000e+00,-8.07500e+01
8.35641e-02,-2.81562e+00,4.85012e+00,6.40205e+00,1.31554e+00,7.65143e-01,-1.48247e+00,2.44145e-02,0.00000e+00,0.00000e+00,0.00000e+00,9.26972e+00,-1.29105e-01,3.44505e-03,1.04472e+01,-5.80451e-02,7.71392e-04,6.65497e-01,3.74170e-03,2.10890e-05,4.85887e-02,-2.33517e-05,-4.31950e-04,1,4.42000e+00,6.30000e+02,0.00000e+00,-8.05800e+01
8.33738e-02,-2.81569e+00,4.97000e+00,6.53091e+00,1.32268e+00,7.68813e-01,-1.48243e+00,2.41948e-02,0.00000e+00,0.00000e+00,0.00000e+00,9.27299e+00,-1.28701e-01,3.47527e-03,1.04494e+01,-5.78563e-02,7.34124e-04,6.63804e-01,3.71584e-03,2.13612e-05,4.83648e-02,-2.27163e-05,-4.25331e-04,1,4.59000e+00,6.30000e+02,0.00000e+00,-8.04100e+01
8.31835e-02,-2.81576e+00,5.08988e+00,6.65977e+00,1.32983e+00,7.72482e-01,-1.48239e+00,2.39750e-02,0.00000e+00,0.00000e+00,0.00000e+00,9.27625e+00,-1.28296e-01,3.50548e-03,1.04515e+01,-5.76674e-02,6.96853e-04,6.62111e-01,3.68998e-03,2.16334e-05,4.81410e-02,-2.20807e-05,-4.18712e-04,1,4.76000e+00,6.30000e+02,0.00000e+00,-8.02400e+01
8.29933e-02,-2.81582e+00,5.20976e+00,6.78864e+00,1.33697e+00,7.76152e-01,-1.48235e+00,2.37553e-02,0.00000e+00,0.00000e+00,0.00000e+00,9.27951e+00,-1.27892e-01,3.53569e-03,1.04537e+01,-5.74785e-02,6.59585e-04,6.60418e-01,3.66413e-03,2.19056e-05,4.79171e-02,-2.14452e-05,-4.12093e-04,1,4.93000e+00,6.30000e+02,0.00000e+00,-8.00700e+01
8.28092e-02,-2.81590e+00,5.33029e+00,6.91724e+00,1.34399e+00,7.79748e-01,-1.48231e+00,2.35443e-02,0.00000e+00,0.00000e+00,0.00000e+00,9.28270e+00,-1.27489e-01,3.56495e-03,1.04558e+01,-5.72903e-02,6.21577e-04,6.58744e-01,3.63853e-03,2.21765e-05,4.76950e-02,-2.07876e-05,-4.05201e-04,1,5.10000e+00,6.30000e+02,0.00000e+00,-7.99000e+01
8.26452e-02,-2.81597e+00,5.45291e+00,7.04499e+00,1.35061e+00,7.83107e-01,-1.48228e+00,2.33617e-02,0.00000e+00,0.00000e+00,0.00000e+00,9.28565e+00,-1.27092e-01,3.59108e-03,1.04577e+01,-5.71045e-02,5.81159e-04,6.57134e-01,3.61377e-03,2.24436e-05,4.74786e-02,-2.00576e-05,-3.97416e-04,1,5.27000e+00,6.30000e+02,0.00000e+00,-7.97300e+01
8.24813e-02,-2.81604e+00,5.57553e+00,7.17275e+00,1.35723e+00,7.86467e-01,-1.48225e+00,2.31790e-02,0.00000e+00,0.00000e+00,0.00000e+00,9.28860e+00,-1.26695e-01,3.61722e-03,1.04596e+01,-5.69186e-02,5.40739e-04,6.55523e-01,3.58900e-03,2.27107e-05,4.72622e-02,-1.93276e-05,-3.89631e-04,1,5.44000e+00,6.30000e+02,0.00000e+00,-7.95600e+01
8.23174e-02,-2.81611e+00,5.69815e+00,7.30050e+00,1.36384e+00,7.89826e-01,-1.48221e+00,2.29963e-02,0.00000e+00,0.00000e+00,0.00000e+00,9.29156e+00,-1.26298e-01,3.64336e-03,1.04614e+01,-5.67328e-02,5.00321e-04,6.53912e-01,3.56424e-03,2.29778e-05,4.70458e-02,-1.85976e-05,-3.81846e-04,1,5.61000e+00,6.30000e+02,0.00000e+00,-7.93900e+01
8.21535e-02,-2.81619e+00,5.82077e+00,7.42825e+00,1.37046e+00,7.93186e-01,-1.48218e+00,2.28136e-02,0.00000e+00,0.00000e+00,0.00000e+00,9.29451e+00,-1.25900e-01,3.66949e-03,1.04633e+01,-5.65469e-02,4.59903e-04,6.52302e-01,3.53948e-03,2.32449e-05,4.68294e-02,-1.78676e-05,-3.74062e-04,1,5.78000e+00,6.30000e+02,0.00000e+00,-7.92200e+01
