"Velocity Deficit","pMean","nutMean","nut","k","kMean","p","epsilon","force.turbine1:0","force.turbine1:1","force.turbine1:2","U:0","U:1","U:2","UMean:0","UMean:1","UMean:2","UPrime2Mean:0","UPrime2Mean:1","UPrime2Mean:2","UPrime2Mean:3","UPrime2Mean:4","UPrime2Mean:5","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
8.55289e-02,-7.90168e+00,5.67224e+00,6.31449e+00,1.92990e+00,1.74662e+00,-6.11671e+00,5.41618e-02,0.00000e+00,0.00000e+00,0.00000e+00,1.02145e+01,-1.95644e-01,5.78174e-02,1.04231e+01,-1.85809e-01,5.98103e-02,1.09933e-01,3.68930e-03,4.03742e-04,1.59897e-02,-1.11703e-04,4.94060e-04,1,0.00000e+00,1.26000e+02,0.00000e+00,-8.50000e+01
8.61206e-02,-7.89536e+00,5.94601e+00,6.61245e+00,1.95059e+00,1.76504e+00,-6.10997e+00,5.25089e-02,0.00000e+00,0.00000e+00,0.00000e+00,1.02072e+01,-1.96550e-01,5.96889e-02,1.04164e+01,-1.86580e-01,6.16743e-02,1.10851e-01,3.70496e-03,4.24679e-04,1.61397e-02,-1.19007e-04,4.70464e-04,1,1.69998e-01,1.26000e+02,0.00000e+00,-8.48300e+01
8.67188e-02,-7.88897e+00,6.22455e+00,6.91311e+00,1.96992e+00,1.78215e+00,-6.10320e+00,5.11183e-02,0.00000e+00,0.00000e+00,0.00000e+00,1.01998e+01,-1.97400e-01,6.15398e-02,1.04095e+01,-1.87297e-01,6.35123e-02,1.11791e-01,3.71937e-03,4.46448e-04,1.62876e-02,-1.26834e-04,4.41683e-04,1,3.39996e-01,1.26000e+02,0.00000e+00,-8.46600e+01
8.73239e-02,-7.88253e+00,6.50816e+00,7.21665e+00,1.98780e+00,1.79785e+00,-6.09641e+00,5.00071e-02,0.00000e+00,0.00000e+00,0.00000e+00,1.01922e+01,-1.98190e-01,6.33689e-02,1.04026e+01,-1.87956e-01,6.53227e-02,1.12756e-01,3.73244e-03,4.69105e-04,1.64333e-02,-1.35219e-04,4.07374e-04,1,5.10002e-01,1.26000e+02,0.00000e+00,-8.44900e+01
8.79290e-02,-7.87609e+00,6.79177e+00,7.52017e+00,2.00568e+00,1.81355e+00,-6.08961e+00,4.88959e-02,0.00000e+00,0.00000e+00,0.00000e+00,1.01847e+01,-1.98980e-01,6.51979e-02,1.03957e+01,-1.88615e-01,6.71331e-02,1.13721e-01,3.74552e-03,4.91761e-04,1.65790e-02,-1.43604e-04,3.73066e-04,1,6.80000e-01,1.26000e+02,0.00000e+00,-8.43200e+01
8.85341e-02,-7.86965e+00,7.07538e+00,7.82370e+00,2.02357e+00,1.82925e+00,-6.08282e+00,4.77848e-02,0.00000e+00,0.00000e+00,0.00000e+00,1.01772e+01,-1.99770e-01,6.70269e-02,1.03888e+01,-1.89274e-01,6.89434e-02,1.14685e-01,3.75859e-03,5.14418e-04,1.67247e-02,-1.51988e-04,3.38758e-04,1,8.49998e-01,1.26000e+02,0.00000e+00,-8.41500e+01
8.91392e-02,-7.86321e+00,7.35898e+00,8.12722e+00,2.04145e+00,1.84495e+00,-6.07603e+00,4.66736e-02,0.00000e+00,0.00000e+00,0.00000e+00,1.01696e+01,-2.00560e-01,6.88559e-02,1.03818e+01,-1.89933e-01,7.07538e-02,1.15650e-01,3.77167e-03,5.37074e-04,1.68704e-02,-1.60373e-04,3.04450e-04,1,1.02000e+00,1.26000e+02,0.00000e+00,-8.39800e+01
8.97443e-02,-7.85677e+00,7.64273e+00,8.43077e+00,2.05928e+00,1.86061e+00,-6.06923e+00,4.55694e-02,0.00000e+00,0.00000e+00,0.00000e+00,1.01621e+01,-2.01348e-01,7.06840e-02,1.03749e+01,-1.90590e-01,7.25631e-02,1.16616e-01,3.78471e-03,5.59760e-04,1.70160e-02,-1.68778e-04,2.69942e-04,1,1.19000e+00,1.26000e+02,0.00000e+00,-8.38100e+01
9.03524e-02,-7.85031e+00,7.93230e+00,8.73505e+00,2.07513e+00,1.87434e+00,-6.06251e+00,4.47813e-02,0.00000e+00,0.00000e+00,0.00000e+00,1.01544e+01,-2.02054e-01,7.24683e-02,1.03680e+01,-1.91169e-01,7.43200e-02,1.17642e-01,3.79598e-03,5.83730e-04,1.71600e-02,-1.78135e-04,2.26299e-04,1,1.36000e+00,1.26000e+02,0.00000e+00,-8.36400e+01
9.09605e-02,-7.84386e+00,8.22187e+00,9.03933e+00,2.09099e+00,1.88808e+00,-6.05579e+00,4.39933e-02,0.00000e+00,0.00000e+00,0.00000e+00,1.01468e+01,-2.02761e-01,7.42526e-02,1.03610e+01,-1.91747e-01,7.60769e-02,1.18668e-01,3.80726e-03,6.07700e-04,1.73040e-02,-1.87492e-04,1.82656e-04,1,1.53000e+00,1.26000e+02,0.00000e+00,-8.34700e+01
