"Velocity Deficit","pMean","nutMean","nut","k","kMean","p","epsilon","force.turbine1:0","force.turbine1:1","force.turbine1:2","U:0","U:1","U:2","UMean:0","UMean:1","UMean:2","UPrime2Mean:0","UPrime2Mean:1","UPrime2Mean:2","UPrime2Mean:3","UPrime2Mean:4","UPrime2Mean:5","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
6.60697e-03,-1.08838e+01,7.73371e+00,7.67313e+00,1.26299e+00,1.29526e+00,-8.45173e+00,1.90368e-02,0.00000e+00,0.00000e+00,0.00000e+00,1.12475e+01,-1.17856e-01,3.66636e-02,1.13238e+01,-1.32368e-01,5.06363e-02,2.99057e-02,1.38827e-03,8.93339e-04,1.68060e-03,4.39320e-04,3.98816e-03,1,0.00000e+00,6.30000e+01,0.00000e+00,-8.50000e+01
7.61606e-03,-1.08757e+01,8.13271e+00,8.06998e+00,1.28579e+00,1.31598e+00,-8.44485e+00,1.86506e-02,0.00000e+00,0.00000e+00,0.00000e+00,1.12362e+01,-1.19989e-01,3.91298e-02,1.13122e+01,-1.34367e-01,5.32466e-02,2.96308e-02,1.39750e-03,9.30040e-04,1.72927e-03,4.54538e-04,4.05280e-03,1,1.69998e-01,6.30000e+01,0.00000e+00,-8.48300e+01
8.64761e-03,-1.08677e+01,8.53194e+00,8.46382e+00,1.30773e+00,1.33577e+00,-8.43833e+00,1.83515e-02,0.00000e+00,0.00000e+00,0.00000e+00,1.12245e+01,-1.22045e-01,4.15945e-02,1.13005e+01,-1.36288e-01,5.58471e-02,2.94302e-02,1.40661e-03,9.67891e-04,1.77949e-03,4.69252e-04,4.11802e-03,1,3.39996e-01,6.30000e+01,0.00000e+00,-8.46600e+01
9.70315e-03,-1.08601e+01,8.93143e+00,8.85447e+00,1.32877e+00,1.35459e+00,-8.43221e+00,1.81453e-02,0.00000e+00,0.00000e+00,0.00000e+00,1.12123e+01,-1.24018e-01,4.40577e-02,1.12884e+01,-1.38128e-01,5.84372e-02,2.93089e-02,1.41559e-03,1.00697e-03,1.83135e-03,4.83427e-04,4.18387e-03,1,5.10002e-01,6.30000e+01,0.00000e+00,-8.44900e+01
1.07586e-02,-1.08524e+01,9.33091e+00,9.24510e+00,1.34981e+00,1.37341e+00,-8.42610e+00,1.79391e-02,0.00000e+00,0.00000e+00,0.00000e+00,1.12002e+01,-1.25992e-01,4.65208e-02,1.12763e+01,-1.39968e-01,6.10272e-02,2.91876e-02,1.42456e-03,1.04605e-03,1.88321e-03,4.97602e-04,4.24971e-03,1,6.80000e-01,6.30000e+01,0.00000e+00,-8.43200e+01
1.18141e-02,-1.08447e+01,9.73038e+00,9.63572e+00,1.37084e+00,1.39223e+00,-8.41998e+00,1.77329e-02,0.00000e+00,0.00000e+00,0.00000e+00,1.11880e+01,-1.27966e-01,4.89839e-02,1.12642e+01,-1.41808e-01,6.36172e-02,2.90664e-02,1.43354e-03,1.08512e-03,1.93507e-03,5.11777e-04,4.31556e-03,1,8.49998e-01,6.30000e+01,0.00000e+00,-8.41500e+01
1.28696e-02,-1.08370e+01,1.01299e+01,1.00264e+01,1.39187e+00,1.41105e+00,-8.41386e+00,1.75267e-02,0.00000e+00,0.00000e+00,0.00000e+00,1.11759e+01,-1.29940e-01,5.14470e-02,1.12522e+01,-1.43648e-01,6.62072e-02,2.89451e-02,1.44251e-03,1.12420e-03,1.98693e-03,5.25952e-04,4.38141e-03,1,1.02000e+00,6.30000e+01,0.00000e+00,-8.39800e+01
1.39257e-02,-1.08294e+01,1.05292e+01,1.04167e+01,1.41288e+00,1.42984e+00,-8.40776e+00,1.73226e-02,0.00000e+00,0.00000e+00,0.00000e+00,1.11637e+01,-1.31912e-01,5.39097e-02,1.12401e+01,-1.45485e-01,6.87964e-02,2.88268e-02,1.45149e-03,1.16331e-03,2.03894e-03,5.40111e-04,4.44730e-03,1,1.19000e+00,6.30000e+01,0.00000e+00,-8.38100e+01
1.50083e-02,-1.08225e+01,1.09212e+01,1.07928e+01,1.43263e+00,1.44727e+00,-8.40269e+00,1.72153e-02,0.00000e+00,0.00000e+00,0.00000e+00,1.11509e+01,-1.33786e-01,5.63452e-02,1.12277e+01,-1.47221e-01,7.13449e-02,2.88450e-02,1.46078e-03,1.20407e-03,2.09781e-03,5.53524e-04,4.51520e-03,1,1.36000e+00,6.30000e+01,0.00000e+00,-8.36400e+01
1.60908e-02,-1.08156e+01,1.13133e+01,1.11689e+01,1.45238e+00,1.46471e+00,-8.39763e+00,1.71080e-02,0.00000e+00,0.00000e+00,0.00000e+00,1.11382e+01,-1.35661e-01,5.87808e-02,1.12153e+01,-1.48956e-01,7.38933e-02,2.88632e-02,1.47006e-03,1.24483e-03,2.15668e-03,5.66938e-04,4.58311e-03,1,1.53000e+00,6.30000e+01,0.00000e+00,-8.34700e+01
1.71733e-02,-1.08087e+01,1.17053e+01,1.15450e+01,1.47213e+00,1.48214e+00,-8.39256e+00,1.70008e-02,0.00000e+00,0.00000e+00,0.00000e+00,1.11255e+01,-1.37536e-01,6.12164e-02,1.12029e+01,-1.50691e-01,7.64417e-02,2.88814e-02,1.47935e-03,1.28558e-03,2.21554e-03,5.80352e-04,4.65101e-03,1,1.70000e+00,6.30000e+01,0.00000e+00,-8.33000e+01
1.82559e-02,-1.08019e+01,1.20974e+01,1.19211e+01,1.49188e+00,1.49958e+00,-8.38749e+00,1.68935e-02,0.00000e+00,0.00000e+00,0.00000e+00,1.11127e+01,-1.39411e-01,6.36521e-02,1.11906e+01,-1.52427e-01,7.89903e-02,2.88996e-02,1.48863e-03,1.32634e-03,2.27442e-03,5.93766e-04,4.71891e-03,1,1.87000e+00,6.30000e+01,0.00000e+00,-8.31300e+01
1.93385e-02,-1.07950e+01,1.24895e+01,1.22972e+01,1.51163e+00,1.51701e+00,-8.38242e+00,1.67862e-02,0.00000e+00,0.00000e+00,0.00000e+00,1.11000e+01,-1.41285e-01,6.60877e-02,1.11782e+01,-1.54162e-01,8.15387e-02,2.89178e-02,1.49791e-03,1.36710e-03,2.33328e-03,6.07179e-04,4.78681e-03,1,2.04000e+00,6.30000e+01,0.00000e+00,-8.29600e+01
2.04300e-02,-1.07886e+01,1.28761e+01,1.26647e+01,1.53091e+00,1.53394e+00,-8.37790e+00,1.67066e-02,0.00000e+00,0.00000e+00,0.00000e+00,1.10870e+01,-1.43130e-01,6.85025e-02,1.11657e+01,-1.55864e-01,8.40607e-02,2.89975e-02,1.50749e-03,1.40834e-03,2.39632e-03,6.20329e-04,4.85607e-03,1,2.21000e+00,6.30000e+01,0.00000e+00,-8.27900e+01
2.15318e-02,-1.07827e+01,1.32564e+01,1.30224e+01,1.54966e+00,1.55030e+00,-8.37401e+00,1.66588e-02,0.00000e+00,0.00000e+00,0.00000e+00,1.10738e+01,-1.44941e-01,7.08934e-02,1.11531e+01,-1.57527e-01,8.65525e-02,2.91475e-02,1.51739e-03,1.45013e-03,2.46412e-03,6.33178e-04,4.92687e-03,1,2.38000e+00,6.30000e+01,0.00000e+00,-8.26200e+01
2.26336e-02,-1.07767e+01,1.36367e+01,1.33801e+01,1.56840e+00,1.56666e+00,-8.37011e+00,1.66110e-02,0.00000e+00,0.00000e+00,0.00000e+00,1.10607e+01,-1.46752e-01,7.32844e-02,1.11405e+01,-1.59191e-01,8.90443e-02,2.92975e-02,1.52729e-03,1.49191e-03,2.53193e-03,6.46028e-04,4.99768e-03,1,2.55000e+00,6.30000e+01,0.00000e+00,-8.24500e+01
2.37354e-02,-1.07708e+01,1.40171e+01,1.37378e+01,1.58715e+00,1.58302e+00,-8.36622e+00,1.65631e-02,0.00000e+00,0.00000e+00,0.00000e+00,1.10475e+01,-1.48562e-01,7.56753e-02,1.11279e+01,-1.60854e-01,9.15361e-02,2.94475e-02,1.53720e-03,1.53370e-03,2.59973e-03,6.58876e-04,5.06848e-03,1,2.72000e+00,6.30000e+01,0.00000e+00,-8.22800e+01
2.48372e-02,-1.07649e+01,1.43974e+01,1.40955e+01,1.60590e+00,1.59938e+00,-8.36233e+00,1.65153e-02,0.00000e+00,0.00000e+00,0.00000e+00,1.10343e+01,-1.50373e-01,7.80662e-02,1.11153e+01,-1.62518e-01,9.40278e-02,2.95975e-02,1.54710e-03,1.57549e-03,2.66753e-03,6.71725e-04,5.13929e-03,1,2.89000e+00,6.30000e+01,0.00000e+00,-8.21100e+01
2.59390e-02,-1.07590e+01,1.47777e+01,1.44532e+01,1.62464e+00,1.61574e+00,-8.35843e+00,1.64675e-02,0.00000e+00,0.00000e+00,0.00000e+00,1.10211e+01,-1.52184e-01,8.04572e-02,1.11027e+01,-1.64181e-01,9.65196e-02,2.97475e-02,1.55701e-03,1.61728e-03,2.73533e-03,6.84574e-04,5.21009e-03,1,3.06000e+00,6.30000e+01,0.00000e+00,-8.19400e+01
2.70536e-02,-1.07540e+01,1.51467e+01,1.47948e+01,1.64270e+00,1.63137e+00,-8.35554e+00,1.64506e-02,0.00000e+00,0.00000e+00,0.00000e+00,1.10076e+01,-1.53959e-01,8.28005e-02,1.10899e+01,-1.65803e-01,9.89552e-02,3.00019e-02,1.56757e-03,1.65944e-03,2.81133e-03,6.97074e-04,5.28380e-03,1,3.23000e+00,6.30000e+01,0.00000e+00,-8.17700e+01
2.81711e-02,-1.07491e+01,1.55131e+01,1.51327e+01,1.66061e+00,1.64684e+00,-8.35286e+00,1.64406e-02,0.00000e+00,0.00000e+00,0.00000e+00,1.09941e+01,-1.55728e-01,8.51332e-02,1.10771e+01,-1.67415e-01,1.01378e-01,3.02794e-02,1.57827e-03,1.70167e-03,2.88914e-03,7.09495e-04,5.35815e-03,1,3.40000e+00,6.30000e+01,0.00000e+00,-8.16000e+01
2.92886e-02,-1.07443e+01,1.58795e+01,1.54706e+01,1.67852e+00,1.66231e+00,-8.35019e+00,1.64306e-02,0.00000e+00,0.00000e+00,0.00000e+00,1.09805e+01,-1.57496e-01,8.74658e-02,1.10643e+01,-1.69027e-01,1.03801e-01,3.05570e-02,1.58898e-03,1.74391e-03,2.96695e-03,7.21916e-04,5.43250e-03,1,3.57000e+00,6.30000e+01,0.00000e+00,-8.14300e+01
3.04061e-02,-1.07395e+01,1.62459e+01,1.58086e+01,1.69643e+00,1.67778e+00,-8.34752e+00,1.64207e-02,0.00000e+00,0.00000e+00,0.00000e+00,1.09670e+01,-1.59264e-01,8.97985e-02,1.10515e+01,-1.70639e-01,1.06224e-01,3.08345e-02,1.59968e-03,1.78615e-03,3.04477e-03,7.34337e-04,5.50685e-03,1,3.74000e+00,6.30000e+01,0.00000e+00,-8.12600e+01
3.15237e-02,-1.07346e+01,1.66123e+01,1.61465e+01,1.71434e+00,1.69325e+00,-8.34484e+00,1.64107e-02,0.00000e+00,0.00000e+00,0.00000e+00,1.09534e+01,-1.61032e-01,9.21313e-02,1.10387e+01,-1.72251e-01,1.08647e-01,3.11121e-02,1.61039e-03,1.82839e-03,3.12258e-03,7.46758e-04,5.58120e-03,1,3.91000e+00,6.30000e+01,0.00000e+00,-8.10900e+01
3.26422e-02,-1.07299e+01,1.69776e+01,1.64830e+01,1.73220e+00,1.70866e+00,-8.34226e+00,1.64026e-02,0.00000e+00,0.00000e+00,0.00000e+00,1.09399e+01,-1.62798e-01,9.44587e-02,1.10259e+01,-1.73861e-01,1.11065e-01,3.13991e-02,1.62116e-03,1.87063e-03,3.20119e-03,7.59155e-04,5.65585e-03,1,4.08000e+00,6.30000e+01,0.00000e+00,-8.09200e+01
3.37734e-02,-1.07261e+01,1.73292e+01,1.68012e+01,1.74936e+00,1.72335e+00,-8.34080e+00,1.64174e-02,0.00000e+00,0.00000e+00,0.00000e+00,1.09260e+01,-1.64536e-01,9.67214e-02,1.10130e+01,-1.75435e-01,1.13409e-01,3.18023e-02,1.63278e-03,1.91282e-03,3.28970e-03,7.71245e-04,5.73419e-03,1,4.25000e+00,6.30000e+01,0.00000e+00,-8.07500e+01
3.49047e-02,-1.07224e+01,1.76807e+01,1.71194e+01,1.76653e+00,1.73805e+00,-8.33934e+00,1.64323e-02,0.00000e+00,0.00000e+00,0.00000e+00,1.09121e+01,-1.66275e-01,9.89841e-02,1.10000e+01,-1.77009e-01,1.15753e-01,3.22054e-02,1.64440e-03,1.95501e-03,3.37820e-03,7.83336e-04,5.81253e-03,1,4.42000e+00,6.30000e+01,0.00000e+00,-8.05800e+01
3.60360e-02,-1.07187e+01,1.80323e+01,1.74376e+01,1.78369e+00,1.75274e+00,-8.33788e+00,1.64472e-02,0.00000e+00,0.00000e+00,0.00000e+00,1.08982e+01,-1.68013e-01,1.01247e-01,1.09871e+01,-1.78583e-01,1.18097e-01,3.26086e-02,1.65602e-03,1.99720e-03,3.46671e-03,7.95426e-04,5.89086e-03,1,4.59000e+00,6.30000e+01,0.00000e+00,-8.04100e+01
3.71673e-02,-1.07150e+01,1.83839e+01,1.77559e+01,1.80086e+00,1.76744e+00,-8.33642e+00,1.64621e-02,0.00000e+00,0.00000e+00,0.00000e+00,1.08844e+01,-1.69752e-01,1.03510e-01,1.09741e+01,-1.80157e-01,1.20441e-01,3.30118e-02,1.66763e-03,2.03939e-03,3.55521e-03,8.07517e-04,5.96920e-03,1,4.76000e+00,6.30000e+01,0.00000e+00,-8.02400e+01
3.82986e-02,-1.07113e+01,1.87354e+01,1.80741e+01,1.81802e+00,1.78214e+00,-8.33496e+00,1.64770e-02,0.00000e+00,0.00000e+00,0.00000e+00,1.08705e+01,-1.71491e-01,1.05772e-01,1.09612e+01,-1.81731e-01,1.22785e-01,3.34150e-02,1.67925e-03,2.08159e-03,3.64372e-03,8.19608e-04,6.04754e-03,1,4.93000e+00,6.30000e+01,0.00000e+00,-8.00700e+01
