time,angle_deg,tsr,cp,cd,ct,cd_blade1,ct_blade1,cd_blade2,ct_blade2,cd_blade3,ct_blade3
0.05,3.6287327025,7,0.942093094483,0.995101338427,0.134584727783,0.331435789396,0.0448615759277,0.331435789397,0.0448615759278,0.331435789396,0.0448615759277
0.1,7.25746540499,7,0.903686765456,0.980401992314,0.129098109351,0.327494220139,0.0433752619076,0.325969888865,0.0428317713035,0.326141617101,0.0428910761398
0.15,10.8861981075,7,0.875067724812,0.968473361871,0.125009674973,0.324074680137,0.0421886415139,0.3216338756,0.0413551345304,0.321966594632,0.0414658989289
0.2,14.51493081,7,0.856743158328,0.960582310015,0.122391879761,0.321573865347,0.0413482854657,0.318843940077,0.0404351478219,0.319364667206,0.0406084464736
0.25,18.1436635125,7,0.846486875534,0.956020953857,0.120926696505,0.319933673728,0.0408076608916,0.317286329276,0.0399421728462,0.317999793013,0.0401768627671
0.3,21.772396215,7,0.841891889336,0.953897405934,0.120270269905,0.319038338501,0.0405218649413,0.316619952562,0.0397399403364,0.317436898989,0.0400084646275
0.35,25.4011289175,7,0.840699068118,0.953306731777,0.120099866874,0.31860939718,0.0403877065309,0.316488680905,0.0397038415924,0.317405635436,0.0400083187507
0.4,29.02986162,7,0.841527381328,0.953664655826,0.120218197333,0.318526341023,0.0403616614761,0.316670167847,0.0397611876186,0.317664551001,0.0400953482379
0.45,32.6585943225,7,0.843450469982,0.954587570492,0.120492924283,0.31867498352,0.0404035361167,0.317026423858,0.0398666957881,0.318082195245,0.0402226923784
0.5,36.287327025,7,0.846136117313,0.955891993774,0.120876588188,0.318966498378,0.040488251039,0.317494436444,0.0400016506832,0.31862688786,0.0403866864653
0.55,39.9160597274,7,0.848770193533,0.957210530145,0.12125288479,0.319288242974,0.0405767717789,0.317990089492,0.0401429099917,0.319128001342,0.0405332030199
0.6,43.5447924299,7,0.851660930617,0.958677623459,0.121665847231,0.319703683738,0.0406921870688,0.318509287392,0.0402859672421,0.31966058591,0.0406876929201
0.65,47.1735251324,7,0.85442918986,0.960114701293,0.122061312837,0.320113625898,0.0408016025035,0.319035215268,0.0404312442665,0.320162056574,0.0408284660672
0.7,50.8022578349,7,0.857062370868,0.961519366842,0.122437481553,0.320514426548,0.0409041822092,0.31955201408,0.040570445918,0.320649511922,0.0409628534253
0.75,54.4309905374,7,0.85967793765,0.962915801881,0.12281113395,0.320912066129,0.0410070284625,0.320043785823,0.040701328289,0.32115706376,0.0411027771985
0.8,58.0597232399,7,0.862088439658,0.964275374789,0.12315549138,0.321325473542,0.0411076206627,0.320543034406,0.0408274197229,0.321604623653,0.0412204509942
0.85,61.6884559424,7,0.864445608284,0.965619342445,0.123492229755,0.321745679038,0.0412100909134,0.32099906743,0.0409408829484,0.322073123236,0.041341255893
0.9,65.3171886449,7,0.866443042692,0.966816546709,0.123777577527,0.322075129684,0.0412810824757,0.321453286935,0.0410531038116,0.322487521079,0.0414433912401
0.95,68.9459213474,7,0.868408693706,0.968043004548,0.124058384815,0.322443725524,0.0413588784398,0.321897615216,0.0411581282082,0.32290203598,0.0415413781671
1,72.5746540499,7,0.870056586909,0.96914474851,0.12429379813,0.322791686884,0.0414294175582,0.32229669546,0.0412465857175,0.323257817608,0.041617794854
1.05,76.2033867524,7,0.871462990117,0.970160336677,0.124494712874,0.323090772513,0.0414798397699,0.322674918851,0.0413262833955,0.323597277494,0.0416885897084
1.1,79.8321194549,7,0.872435067475,0.970997471485,0.124633581068,0.323354931765,0.0415183869972,0.323007934883,0.0413905037784,0.32383849512,0.0417246902923
1.15,83.4608521574,7,0.872866758206,0.971604101844,0.124695251172,0.323548825617,0.041533195271,0.323244130843,0.0414235883872,0.324016380638,0.0417384675141
1.2,87.0895848599,7,0.872611562145,0.971926777151,0.124658794592,0.323636824042,0.0415103334081,0.323393020833,0.0414262434798,0.324103619719,0.0417222177043
1.25,90.7183175624,7,0.871516509803,0.971862590881,0.124502358543,0.323599784608,0.0414498240474,0.323408581045,0.0413875299416,0.324062432677,0.0416650045543
1.3,94.3470502649,7,0.869384913506,0.971348319924,0.124197844787,0.323405629976,0.0413368952006,0.323297224929,0.0413074432588,0.323855251389,0.0415535063272
1.35,97.9757829674,7,0.866104863223,0.970303765117,0.123729266175,0.323054175629,0.0411748733268,0.322966662978,0.0411591545383,0.323494395,0.0413952383096
