time,angle_deg,tsr,cp,cd,ct,cd_blade1,ct_blade1,cd_blade2,ct_blade2,cd_blade3,ct_blade3
0.4,29.02986162,7,0.942093094483,0.995101338427,0.134584727783,0.331435789396,0.0448615759277,0.331435789397,0.0448615759278,0.331435789396,0.0448615759277
0.8,58.0597232399,7,0.921910418177,0.987564302577,0.131701488311,0.329059637578,0.043939620302,0.32866315985,0.043813249988,0.329067914083,0.0439486180211
1.2,87.0895848599,7,0.927144452565,0.990358611189,0.132449207509,0.330095181942,0.0441979135581,0.329495950926,0.0440638296783,0.330013320221,0.0441874642729
1.6,116.11944648,7,0.913405893243,0.986183580365,0.130486556178,0.328755115355,0.0435535473522,0.328258762393,0.0434600163049,0.328435307268,0.0434729925205
