time,root_dist,x,y,z,rel_vel_mag,Re,alpha_deg,alpha_geom_deg,cl,cd,fx,fy,fz,end_effect_factor
0.4,0.3,0.0316826797234,-8.98402001859,17.8304619766,27.7408094401,7526010.01733,14.0857940331,14.0857940331,1.75587173693,0.0276885330713,11362.5110594,-4298.34678255,-2377.3880885,1
0.8,0.3,0.0316826797234,-16.5078359723,11.2307320112,27.7566796824,7530315.57312,13.6070455408,14.0857940331,1.73285512171,0.0251930331342,11260.5197438,-2530.52559985,-4046.82760351,1
1.2,0.3,0.0316826797234,-19.8837911582,1.8090989943,27.7892469961,7539151.0013,13.3591042736,14.0857940331,1.71979496173,0.0240046228794,11219.529145,-245.125235161,-4699.5528811,1
1.6,0.3,0.0316826797234,-18.2636222369,-8.06709940326,27.8065774929,7543852.72035,12.9522822402,14.0857940331,1.69831093383,0.0220754112205,11121.4441882,2013.23160352,-4118.93097395,1
