time,x,y,z,rel_vel_mag,alpha_deg,alpha_geom_deg,cl,cd,cm
47.05,0.0246538433123,-1.2448757666,32.2353123521,38.1746888518,12.8258316506,16.9415917578,1.08474469023,0.0824056215026,1.54566516283e-301
47.1,0.0246538433123,-3.28258516231,32.0918948142,38.170410626,12.6201151118,16.9415917578,1.06649374395,0.0820582170512,1.54566516283e-301
47.15,0.0246538433123,-5.30713214473,31.8197961418,38.1652845465,12.4557656658,16.9415917578,1.0518368289,0.0817921244924,1.54566516283e-301
47.2,0.0246538433123,-7.31039874504,31.4201073884,38.1598904488,12.3298463557,16.9415917578,1.04062901129,0.0815992991524,1.54566516283e-301
47.25,0.0246538433123,-9.28435232382,30.894431214,38.1542499684,12.2404200584,16.9415917578,1.03286787794,0.0814643714975,1.54566516283e-301
47.3,0.0246538433123,-11.2210777802,30.2448754595,38.1484617874,12.1841849116,16.9415917578,1.028213347,0.0813758308174,1.54566516283e-301
47.35,0.0246538433123,-13.1128092894,29.4740446944,38.1428822917,12.1571928821,16.9415917578,1.02634469881,0.0813313897915,1.54566516283e-301
47.4,0.0246538433123,-14.9519614423,28.5850297733,38.1375697813,12.1540333922,16.9415917578,1.02678546217,0.081318418443,1.54566516283e-301
47.45,0.0246538433123,-16.7311596607,27.5813954418,38.1333862962,12.1741852083,16.9415917578,1.02933469238,0.0813554590258,1.54566516283e-301
47.5,0.0246538433123,-18.443269768,26.4671660435,38.1307564522,12.2134911281,16.9415917578,1.03379069099,0.0814151190667,1.54566516283e-301
47.55,0.0246538433123,-20.0814265955,25.2468093826,38.1304071068,12.2673673903,16.9415917578,1.03958169879,0.0814974828998,1.54566516283e-301
47.6,0.0246538433123,-21.6390615103,23.9252188091,38.1330524122,12.3349247151,16.9415917578,1.04668743909,0.0815906796875,1.54566516283e-301
47.65,0.0246538433123,-23.1099287537,22.5076935982,38.1387875786,12.409031686,16.9415917578,1.05439544955,0.0816886347948,1.54566516283e-301
47.7,0.0246538433123,-24.4881304857,20.9999177005,38.1475165758,12.4828021333,16.9415917578,1.0619273333,0.0817909733199,1.54566516283e-301
47.75,0.0246538433123,-25.7681404334,19.4079369515,38.1591737115,12.5558110547,16.9415917578,1.06919271501,0.0819024970566,1.54566516283e-301
47.8,0.0246538433123,-26.9448260508,17.7381348287,38.1737622578,12.6275586604,16.9415917578,1.07643122852,0.0820058806465,1.54566516283e-301
47.85,0.0246538433123,-28.0134690985,15.9972068554,38.189943528,12.6868125303,16.9415917578,1.08243282174,0.082089382493,1.54566516283e-301
47.9,0.0246538433123,-28.9697845632,14.1921337534,38.2075084607,12.7328519007,16.9415917578,1.08712685652,0.0821534694219,1.54566516283e-301
47.95,0.0246538433123,-29.8099378391,12.3301534516,38.2260926126,12.7694943994,16.9415917578,1.09092496556,0.0822028305696,1.54566516283e-301
48,0.0246538433123,-30.5305601045,10.4187320637,38.2451417214,12.796381903,16.9415917578,1.09374777017,0.0822392292157,1.54566516283e-301
48.05,0.0246538433123,-31.1287618295,8.46553395089,38.2641595516,12.8137650409,16.9415917578,1.09565064611,0.0822604807286,1.54566516283e-301
48.1,0.0246538433123,-31.6021443623,6.47839098948,38.2829463971,12.8221772825,16.9415917578,1.09665655322,0.082265360129,1.54566516283e-301
48.15,0.0246538433123,-31.9488095477,4.46527116673,38.3011993044,12.8224165477,16.9415917578,1.09682080917,0.082259532572,1.54566516283e-301
48.2,0.0246538433123,-32.1673673379,2.4342466312,38.3185869803,12.8150993803,16.9415917578,1.09622668252,0.0822420597947,1.54566516283e-301
48.25,0.0246538433123,-32.2569413661,0.393461325253,38.3347884392,12.799185282,16.9415917578,1.09474912641,0.0822125204838,1.54566516283e-301
48.3,0.0246538433123,-32.2171724612,-1.64890167033,38.3494468241,12.77904765,16.9415917578,1.0928499452,0.082175868475,1.54566516283e-301
48.35,0.0246538433123,-32.0482200872,-3.68465294857,38.3621122728,12.7521576763,16.9415917578,1.09023729531,0.0821325409618,1.54566516283e-301
48.4,0.0246538433123,-31.7507617045,-5.70562961397,38.3725919627,12.7203247768,16.9415917578,1.08698730339,0.0820870807198,1.54566516283e-301
48.45,0.0246538433123,-31.325990053,-7.70372801384,38.3804138824,12.684991136,16.9415917578,1.08337600376,0.0820358669429,1.54566516283e-301
48.5,0.0246538433123,-30.7756083694,-9.67093623207,38.3852916197,12.6460757899,16.9415917578,1.0793556185,0.0819835317436,1.54566516283e-301
48.55,0.0246538433123,-30.101823558,-11.5993662151,38.3869604141,12.6071017558,16.9415917578,1.07525203236,0.0819295252938,1.54566516283e-301
48.6,0.0246538433123,-29.3073373414,-13.4812854012,38.38519334,12.568702281,16.9415917578,1.07114615649,0.0818777077904,1.54566516283e-301
48.65,0.0246538433123,-28.3953354269,-15.3091477263,38.3797466102,12.5319552454,16.9415917578,1.06708099196,0.0818338075683,1.54566516283e-301
48.7,0.0246538433123,-27.3694747329,-17.0756238819,38.3713065919,12.4988455143,16.9415917578,1.06338652143,0.0817885507814,1.54566516283e-301
48.75,0.0246538433123,-26.2338687255,-18.7736307038,38.3601678284,12.4716549431,16.9415917578,1.06012838845,0.0817575196761,1.54566516283e-301
48.8,0.0246538433123,-24.9930709241,-20.3963595745,38.3465882676,12.4512445172,16.9415917578,1.05745736209,0.0817386561071,1.54566516283e-301
48.85,0.0246538433123,-23.6520566433,-21.9373037234,38.3304748506,12.4367965962,16.9415917578,1.05532164883,0.0817275260353,1.54566516283e-301
48.9,0.0246538433123,-22.2162030425,-23.3902843181,38.3125123311,12.4309553689,16.9415917578,1.05393726438,0.0817291425948,1.54566516283e-301
48.95,0.0246538433123,-20.6912675653,-24.7494752399,38.2930915569,12.4321622754,16.9415917578,1.05320793514,0.0817360921977,1.54566516283e-301
49,0.0246538433123,-19.083364853,-26.009426445,38.2727650097,12.4415868943,16.9415917578,1.05325642801,0.0817543775553,1.54566516283e-301
49.05,0.0246538433123,-17.3989422265,-27.1650858182,38.2516227679,12.4581266678,16.9415917578,1.05389467441,0.0817828637628,1.54566516283e-301
49.1,0.0246538433123,-15.644753834,-28.2118194306,38.2303140229,12.4813728621,16.9415917578,1.05520373603,0.081829190754,1.54566516283e-301
49.15,0.0246538433123,-13.8278335685,-29.1454301205,38.2088043445,12.5108110174,16.9415917578,1.05713490636,0.0818812866607,1.54566516283e-301
49.2,0.0246538433123,-11.9554668634,-29.9621743234,38.1879995271,12.546059195,16.9415917578,1.05950517841,0.0819415123613,1.54566516283e-301
49.25,0.0246538433123,-10.0351614794,-30.6587770825,38.1681657137,12.5855778003,16.9415917578,1.06224756421,0.0820015624893,1.54566516283e-301
49.3,0.0246538433123,-8.07461740062,-31.2324451804,38.1489008996,12.6275998916,16.9415917578,1.06522515272,0.0820655734684,1.54566516283e-301
49.35,0.0246538433123,-6.08169595884,-31.6808783397,38.1308471802,12.6707286972,16.9415917578,1.06824120133,0.0821372528802,1.54566516283e-301
49.4,0.0246538433123,-4.06438831177,-32.0022784464,38.1141003802,12.7136387213,16.9415917578,1.0712018939,0.0822172016722,1.54566516283e-301
49.45,0.0246538433123,-2.03078340019,-32.1953567598,38.0990011708,12.756282082,16.9415917578,1.07435026543,0.0822850135609,1.54566516283e-301
49.5,0.0246538433123,0.010964486843,-32.2593390802,38.0842529542,12.7917765334,16.9415917578,1.07680975262,0.0823373741177,1.54566516283e-301
49.55,0.0246538433123,2.0526684088,-32.1939688531,38.0720120403,12.830449976,16.9415917578,1.07940937374,0.0824064400996,1.54566516283e-301
49.6,0.0246538433123,4.08614160144,-31.9995081981,38.0607653564,12.8643863138,16.9415917578,1.08152052818,0.0824715837572,1.54566516283e-301
49.65,0.0246538433123,6.10323030387,-31.676736858,38.0505543023,12.8931609954,16.9415917578,1.08320893001,0.0825251453579,1.54566516283e-301
49.7,0.0246538433123,8.09584645323,-31.2269490715,38.0414507839,12.9180336854,16.9415917578,1.08457851253,0.0825700375816,1.54566516283e-301
49.75,0.0246538433123,10.056000116,-30.6519483847,38.0335456901,12.939583377,16.9415917578,1.08566209141,0.0826142533474,1.54566516283e-301
49.8,0.0246538433123,11.9758315258,-29.9540404182,38.0264201115,12.957008336,16.9415917578,1.08633887268,0.0826537290113,1.54566516283e-301
49.85,0.0246538433123,13.8476425991,-29.136023623,38.0202562343,12.9711485045,16.9415917578,1.08677104633,0.0826877412992,1.54566516283e-301
49.9,0.0246538433123,15.6639278031,-28.2011780586,38.0150933997,12.9827221217,16.9415917578,1.0870030089,0.0827168230447,1.54566516283e-301
49.95,0.0246538433123,17.4174042508,-27.1532522412,38.0105220935,12.9912365894,16.9415917578,1.0870593128,0.0827342454292,1.54566516283e-301
50,0.0246538433123,19.1010409041,-25.996448113,38.0065478815,12.9965623049,16.9415917578,1.08683997148,0.0827498364724,1.54566516283e-301
50.05,0.0246538433123,20.7080867664,-24.7354041929,38.0030064483,12.9998729122,16.9415917578,1.08647894058,0.0827617711378,1.54566516283e-301
50.1,0.0246538433123,22.2320979523,-23.3751769779,37.9998081661,13.0026747325,16.9415917578,1.08612870034,0.0827695589412,1.54566516283e-301
50.15,0.0246538433123,23.6669635269,-21.9212206669,37.9967984865,13.0034819566,16.9415917578,1.0857004255,0.0827705690938,1.54566516283e-301
50.2,0.0246538433123,25.0069300084,-20.379365291,37.9937722117,13.0002625904,16.9415917578,1.08501560676,0.0827650008842,1.54566516283e-301
50.25,0.0246538433123,26.2466244387,-18.7557933366,37.9905209095,13.0005817209,16.9415917578,1.0846030449,0.0827732601782,1.54566516283e-301
50.3,0.0246538433123,27.3810759275,-17.0570149547,37.987574781,13.0023686248,16.9415917578,1.08443010191,0.0827807956317,1.54566516283e-301
50.35,0.0246538433123,28.4057355847,-15.2898418566,37.9845240913,12.9987211666,16.9415917578,1.08387010733,0.0827750922764,1.54566516283e-301
50.4,0.0246538433123,29.3164947603,-13.4613600012,37.9817057463,12.9964998112,16.9415917578,1.08349141251,0.0827717542132,1.54566516283e-301
50.45,0.0246538433123,30.1097015188,-11.578901181,37.9790523523,12.9951149035,16.9415917578,1.0833333905,0.0827666506424,1.54566516283e-301
50.5,0.0246538433123,30.7821752832,-9.65001362397,37.9765933134,12.9937060879,16.9415917578,1.08326272723,0.0827550882384,1.54566516283e-301
50.55,0.0246538433123,31.3312195881,-7.68243172661,37.9745512369,12.9935312659,16.9415917578,1.08331296519,0.0827479234595,1.54566516283e-301
50.6,0.0246538433123,31.7546328917,-5.68404504084,37.9730597682,12.9943401834,16.9415917578,1.08346995519,0.0827460452307,1.54566516283e-301
50.65,0.0246538433123,32.0507174038,-3.66286663872,37.9721760734,12.9959282426,16.9415917578,1.08377578441,0.082745177011,1.54566516283e-301
50.7,0.0246538433123,32.2182858935,-1.62700098186,37.9718551031,12.9956949027,16.9415917578,1.08400382016,0.0827392911804,1.54566516283e-301
50.75,0.0246538433123,32.2566664496,0.415388575602,37.9723553748,12.9972160489,16.9415917578,1.08443922754,0.0827370618194,1.54566516283e-301
50.8,0.0246538433123,32.1657051749,2.45611252019,37.9737732312,12.998812178,16.9415917578,1.08493380468,0.0827334230592,1.54566516283e-301
50.85,0.0246538433123,31.9457668032,4.48698801716,37.9759221159,12.998576581,16.9415917578,1.08529087388,0.0827284598869,1.54566516283e-301
50.9,0.0246538433123,31.5977332369,6.49987172176,37.9790711108,12.9990223412,16.9415917578,1.08576658978,0.082722880594,1.54566516283e-301
50.95,0.0246538433123,31.1230000108,8.48669243222,37.9831314642,12.998387142,16.9415917578,1.08617199401,0.0827157504874,1.54566516283e-301
51,0.0246538433123,30.5234706961,10.4394834534,37.9879374116,12.9961340531,16.9415917578,1.08650516834,0.0827025496717,1.54566516283e-301
51.05,0.0246538433123,29.8015492679,12.3504145414,37.9935963525,12.9946750606,16.9415917578,1.08692369436,0.0826953744359,1.54566516283e-301
51.1,0.0246538433123,28.9601304654,14.211823301,37.9996999236,12.9909248451,16.9415917578,1.08716063302,0.0826848947408,1.54566516283e-301
51.15,0.0246538433123,28.0025881849,16.0162459102,38.0064000383,12.9864808943,16.9415917578,1.08748665537,0.082658963441,1.54566516283e-301
51.2,0.0246538433123,26.9327619513,17.7564470484,38.0140603184,12.9814930542,16.9415917578,1.08758915253,0.0826509200509,1.54566516283e-301
51.25,0.0246538433123,25.7549415223,19.4254489084,38.022292669,12.9750388485,16.9415917578,1.08770687829,0.0826349726779,1.54566516283e-301
51.3,0.0246538433123,24.4738496876,21.0165591756,38.03117637,12.9646983496,16.9415917578,1.08756781958,0.0826071876902,1.54566516283e-301
51.35,0.0246538433123,23.0946233314,22.523397863,38.0398144853,12.9576320227,16.9415917578,1.08768844517,0.0825889508601,1.54566516283e-301
51.4,0.0246538433123,21.6227928349,23.9399228932,38.0488171,12.9476096323,16.9415917578,1.08745263514,0.0825713610141,1.54566516283e-301
51.45,0.0246538433123,20.0642599007,25.2604543258,38.0578865177,12.9355176036,16.9415917578,1.08716700608,0.0825402531661,1.54566516283e-301
51.5,0.0246538433123,18.4252738883,26.4796971329,38.0671585789,12.923870953,16.9415917578,1.08690581751,0.0825110619546,1.54566516283e-301
51.55,0.0246538433123,16.7124067555,27.5927624306,38.0764952394,12.91110295,16.9415917578,1.0864902341,0.082489608853,1.54566516283e-301
51.6,0.0246538433123,14.9325267064,28.5951870823,38.0854720233,12.8964805744,16.9415917578,1.0860027141,0.0824642938918,1.54566516283e-301
51.65,0.0246538433123,13.0927706517,29.4829515953,38.0945071623,12.8826500364,16.9415917578,1.0854998188,0.0824418878232,1.54566516283e-301
51.7,0.0246538433123,11.2005155909,30.2524962376,38.1034654214,12.8691211017,16.9415917578,1.08503063611,0.0824173458218,1.54566516283e-301
51.75,0.0246538433123,9.26334903269,30.9007353118,38.111804339,12.8531288212,16.9415917578,1.08440749408,0.0823844038387,1.54566516283e-301
51.8,0.0246538433123,7.28903857043,31.4250695278,38.1200293692,12.8376132402,16.9415917578,1.08384167879,0.0823527078481,1.54566516283e-301
51.85,0.0246538433123,5.28550073605,31.8233964259,38.1281378008,12.8228620675,16.9415917578,1.08322755718,0.0823329538031,1.54566516283e-301
51.9,0.0246538433123,3.26076925653,32.0941188065,38.1358980255,12.8085363706,16.9415917578,1.08272008194,0.0823117851185,1.54566516283e-301
51.95,0.0246538433123,1.22296284051,32.236151135,38.1429936453,12.7911720727,16.9415917578,1.08206278432,0.0822759374259,1.54566516283e-301
52,0.0246538433123,-0.81974737588,32.2489238945,38.1500267076,12.7767015825,16.9415917578,1.08159696353,0.0822487423594,1.54566516283e-301
52.05,0.0246538433123,-2.85917059339,32.1323858689,38.1572027083,12.7625355327,16.9415917578,1.08106095358,0.0822279873397,1.54566516283e-301
52.1,0.0246538433123,-4.88712919289,31.8870043491,38.1641545234,12.7488904903,16.9415917578,1.08055692645,0.0822072814201,1.54566516283e-301
52.15,0.0246538433123,-6.89549152573,31.5137632588,38.1710327691,12.7359930763,16.9415917578,1.0801041077,0.0821820913391,1.54566516283e-301
52.2,0.0246538433123,-8.87620451979,31.0141592089,38.1777831178,12.7230795286,16.9415917578,1.07965331305,0.0821570321658,1.54566516283e-301
52.25,0.0246538433123,-10.8213259705,30.3901954971,38.1843956429,12.7105103472,16.9415917578,1.0792351084,0.0821318081321,1.54566516283e-301
52.3,0.0246538433123,-12.7230563871,29.6443740747,38.1911585245,12.6986455535,16.9415917578,1.0788099078,0.0821110105681,1.54566516283e-301
52.35,0.0246538433123,-14.573770267,28.7796855145,38.1980271128,12.6872498249,16.9415917578,1.07839517675,0.0820916438388,1.54566516283e-301
52.4,0.0246538433123,-16.3660466723,27.7995970192,38.2048402482,12.676957565,16.9415917578,1.07805881178,0.0820770024875,1.54566516283e-301
52.45,0.0246538433123,-18.0926989858,26.7080385188,38.2117192058,12.6668146413,16.9415917578,1.07774913405,0.0820612644416,1.54566516283e-301
52.5,0.0246538433123,-19.7468037279,25.5093869123,38.2187038594,12.6564376598,16.9415917578,1.07738367146,0.0820437792906,1.54566516283e-301
52.55,0.0246538433123,-21.3217283182,24.2084485178,38.2258452114,12.6472573863,16.9415917578,1.07712196452,0.0820252386491,1.54566516283e-301
